implementation,completed,steps_recorded,warmup_steps_excluded,solver_gpu_ms_mean,solver_gpu_ms_p50,solver_gpu_ms_p95,solver_gpu_ms_p99,diagnostics_gpu_ms_mean,source_gpu_ms_mean,velocity_advection_gpu_ms_mean,buoyancy_gpu_ms_mean,divergence_gpu_ms_mean,pressure_clear_gpu_ms_mean,pressure_solve_gpu_ms_mean,pressure_gradient_gpu_ms_mean,scalar_advection_gpu_ms_mean,pressure_fraction_mean,rms_divergence_before_mean,rms_divergence_after_mean,divergence_remaining_fraction_mean,max_abs_divergence_after_peak,kinetic_energy_mean,velocity_rms_mean,velocity_max_peak,nonfinite_diagnostic_samples_total
gpu_jacobi,1,480,30,0.094776746666666647,0.094591999999999996,0.096273600000000001,0.096512000000000001,0.12247736888888899,0.0014904888888888884,0.00423857777777778,0.0014643911111111077,0.0024326399999999937,0.0023636622222222214,0.075323733333333587,0.0024747377777777882,0.0049885155555555805,0.79474909176034458,0.034101631255648551,0.0030131620834291406,0.11092415750810269,0.35164719820022583,0.00091216199347096943,0.038100272077820331,2.6296532154083252,0
