step_index,simulation_time_s,emitter_enabled,solver_gpu_ms,diagnostics_gpu_ms,source_gpu_ms,velocity_advection_gpu_ms,buoyancy_gpu_ms,divergence_gpu_ms,pressure_clear_gpu_ms,pressure_solve_gpu_ms,pressure_gradient_gpu_ms,scalar_advection_gpu_ms,pressure_fraction,pressure_iteration_us,pressure_iterations,rms_divergence_before,max_abs_divergence_before,rms_divergence_after,max_abs_divergence_after,divergence_remaining_fraction,kinetic_energy,velocity_rms,velocity_max,nonfinite_divergence_before,nonfinite_divergence_after,nonfinite_velocity,density_min,density_max,density_sum,density_integral,density_centre_x,density_centre_y,density_centre_z,nonfinite_density_cells
11,0.18333333333333332,1,0.094528000000000001,0.12239999999999999,0.001952,0.003712,0.001472,0.0023999999999999998,0.0021119999999999997,0.075359999999999996,0.002464,0.0050559999999999997,0.79722410291130663,1.8839999999999999,40,0.0016391637798160044,0.21372494101524353,3.1059600211779524e-05,0.00029351562261581421,0.018948442244902431,3.051636809914271e-08,0.00024704804431180063,0.03191005066037178,0,0,0,0,5.4453492164611816,5.5127513036131859,0.00016823581859171099,0.015625,-0.23399291941854522,0.015625,0
12,0.20000000000000001,1,0.094528000000000001,0.12249599999999999,0.001952,0.0036799999999999997,0.0014399999999999999,0.0023999999999999998,0.002336,0.075167999999999999,0.002624,0.0049280000000000001,0.79519295870006768,1.8791999999999998,40,0.0017840197474445426,0.2322843074798584,3.4877922539948424e-05,0.00032714568078517914,0.019550188606324619,4.2802202671055056e-08,0.00029258230524437069,0.037707235664129257,0,0,0,0,5.9354486465454102,6.0091192871332169,0.00018338376730753225,0.015625,-0.23399188104223551,0.015625,0
13,0.21666666666666667,1,0.094559999999999991,0.122432,0.0020479999999999999,0.0036799999999999997,0.0015039999999999999,0.0024319999999999997,0.0021119999999999997,0.075327999999999992,0.002496,0.00496,0.79661590524534687,1.8831999999999998,40,0.0019315437888532644,0.25435137748718262,3.8675749302463391e-05,0.00035914033651351929,0.020023231948277365,5.8431464111663445e-08,0.00034185220230872714,0.043948989361524582,0,0,0,0,6.4247317314147949,6.5120385363698006,0.00019873164478667604,0.015625,-0.23395603170925569,0.015625,0
14,0.23333333333333334,1,0.094591999999999996,0.12278399999999999,0.0020479999999999999,0.0038079999999999998,0.001472,0.0024319999999999997,0.0020799999999999998,0.075392000000000001,0.0024319999999999997,0.0049280000000000001,0.79702300405953996,1.8847999999999998,40,0.0020577370415948487,0.26841652393341064,4.267379728922336e-05,0.0003936421126127243,0.020738216995962244,7.8089762212130154e-08,0.00039519555213116998,0.050648685544729233,0,0,0,0,6.9131999015808105,7.022684633731842,0.0002143153269571485,0.015625,-0.23388780769988077,0.015625,0
15,0.25,1,0.094687999999999994,0.12246399999999999,0.0021440000000000001,0.003712,0.0014399999999999999,0.0024319999999999997,0.0021119999999999997,0.075392000000000001,0.0025279999999999999,0.0049280000000000001,0.79621493747887806,1.8847999999999998,40,0.0021901021147756614,0.28556060791015625,4.6947134100311967e-05,0.00043077766895294189,0.021436048019670032,1.0243812909038752e-07,0.0004526325863001636,0.057814538478851318,0,0,0,0,7.4008545875549316,7.5154385566711426,0.00022935298329684883,0.015625,-0.23389854756041439,0.015625,0
16,0.26666666666666666,1,0.09391999999999999,0.12239999999999999,0.002016,0.0036479999999999998,0.001408,0.0024319999999999997,0.0016639999999999999,0.075359999999999996,0.002496,0.0048960000000000002,0.80238500851788763,1.8839999999999999,40,0.0023502866737453733,0.30828064680099487,5.1449983098256429e-05,0.00047001242637634277,0.021890939379010599,1.3224500605701905e-07,0.00051428592447590681,0.065453141927719116,0,0,0,0,7.8876972198486328,8.0128411203622818,0.00024453250489386846,0.015625,-0.23388694004319971,0.015625,0
17,0.28333333333333333,1,0.094528000000000001,0.12236799999999999,0.0020479999999999999,0.0037759999999999998,0.001472,0.002464,0.0020479999999999999,0.075263999999999998,0.002464,0.0049919999999999999,0.79620853080568721,1.8815999999999999,40,0.002535239989365951,0.33090019226074219,5.5983851001337218e-05,0.00050762295722961426,0.022082268832994568,1.6807334191071277e-07,0.0005797815828580842,0.073470935225486755,0,0,0,0,8.3737297058105469,8.5171710103750229,0.00025992343171310495,0.015625,-0.23384870544020078,0.015625,0
18,0.29999999999999999,1,0.096703999999999998,0.12236799999999999,0.0022079999999999999,0.0043839999999999999,0.0014399999999999999,0.0024319999999999997,0.003392,0.075392000000000001,0.002496,0.00496,0.77961614824619463,1.8847999999999998,40,0.0026749744334709702,0.34568190574645996,6.0397465152161341e-05,0.00054347515106201172,0.022578707443491833,2.1058239951798896e-07,0.00064897210959792247,0.081859484314918518,0,0,0,0,8.858952522277832,9.0298927873373032,0.00027557045859794016,0.015625,-0.23378342229150278,0.015625,0
19,0.31666666666666665,1,0.094016000000000002,0.12259199999999999,0.0019199999999999998,0.0036799999999999997,0.001472,0.0024319999999999997,0.001632,0.075455999999999995,0.0024319999999999997,0.0049919999999999999,0.80258679373723618,1.8863999999999996,40,0.0028296966567030722,0.36200356483459473,6.5130093123360051e-05,0.0005827583372592926,0.023016634298619214,2.609797320474172e-07,0.00072246762148544369,0.090637266635894775,0,0,0,0,9.3433675765991211,9.5513099133968353,0.00029148284647817491,0.015625,-0.23369465373505324,0.015625,0
20,0.33333333333333331,1,0.093983999999999998,0.12259199999999999,0.0020479999999999999,0.003712,0.0014399999999999999,0.0024319999999999997,0.001536,0.075392000000000001,0.002464,0.00496,0.80217909431392576,1.8847999999999998,40,0.0029407326542776795,0.36721980571746826,7.1885499751424238e-05,0.00064898282289505005,0.0244447585695549,3.2043467967923789e-07,0.00080054316520627154,0.099791906774044037,0,0,0,0,9.8269758224487305,10.080570101737976,0.00030763458562432788,0.015625,-0.23358885188061709,0.015625,0
21,0.34999999999999998,1,0.094559999999999991,0.12259199999999999,0.002016,0.0037439999999999999,0.001472,0.0024319999999999997,0.002176,0.075296000000000002,0.002464,0.00496,0.7962774957698816,1.8824000000000001,40,0.0031298754190976544,0.37828934192657471,7.820815930854393e-05,0.00070402026176452637,0.024987626929602012,3.9007619534459081e-07,0.00088326235665807796,0.10928934812545776,0,0,0,0,10.309778213500977,10.650799244642258,0.00032503659804206109,0.015625,-0.23337442652392723,0.015625,0
22,0.36666666666666664,1,0.09465599999999999,0.12249599999999999,0.002016,0.0040959999999999998,0.0015039999999999999,0.0023999999999999998,0.001856,0.075359999999999996,0.002496,0.0049280000000000001,0.79614604462474647,1.8839999999999999,40,0.0034352078289736944,0.41551327705383301,8.4850038143714535e-05,0.00075981020927429199,0.02470011782927975,4.7134616920629924e-07,0.00097092344621633195,0.11911740154027939,0,0,0,0,10.791776657104492,11.227337449789047,0.00034263114775967551,0.015625,-0.2331626667257696,0.015625,0
23,0.3833333333333333,1,0.094463999999999992,0.12239999999999999,0.0020799999999999998,0.0039359999999999994,0.0015039999999999999,0.002464,0.0018239999999999999,0.075263999999999998,0.002496,0.0048960000000000002,0.7967479674796748,1.8815999999999999,40,0.0035951890073629179,0.40347158908843994,9.2639866000645426e-05,0.00082912296056747437,0.025767731769016797,5.6828321248758584e-07,0.0010660986938249065,0.12946690618991852,0,0,0,0,11.272972106933594,11.840653896331787,0.00036134808033239096,0.015625,-0.23287676721032363,0.015625,0
24,0.40000000000000002,1,0.094432000000000002,0.12259199999999999,0.0021440000000000001,0.0040000000000000001,0.0015039999999999999,0.002464,0.0016639999999999999,0.075263999999999998,0.002464,0.0049280000000000001,0.79701796001355474,1.8815999999999999,40,0.003901864384814463,0.40716409683227539,9.9181367726224889e-05,0.0008760988712310791,0.025418968458315868,6.8326613700264716e-07,0.0011689877133679782,0.14034005999565125,0,0,0,0,11.753366470336914,12.44906747341156,0.00037991538920323364,0.015625,-0.23262863173647216,0.015625,0
25,0.41666666666666669,1,0.094112000000000001,0.122624,0.0020799999999999998,0.0039039999999999999,0.001472,0.002464,0.0015679999999999999,0.075231999999999993,0.002496,0.0048960000000000002,0.7993879632777966,1.8808,40,0.0042515299465976462,0.42754930257797241,0.00010750535042529654,0.00094737112522125244,0.025286273829807877,8.1879613844648702e-07,0.0012796844442646688,0.15166795253753662,0,0,0,0,12.23296070098877,13.087750554084778,0.00039940645001479425,0.015625,-0.23233399357961762,0.015625,0
26,0.43333333333333335,1,0.094495999999999997,0.12239999999999999,0.0020479999999999999,0.0036799999999999997,0.0014399999999999999,0.002464,0.0020799999999999998,0.075359999999999996,0.002464,0.00496,0.79749407382323056,1.8839999999999999,40,0.0045974926658517252,0.5048295259475708,0.0001172056685313141,0.0010316818952560425,0.025493388907799539,9.7998292858392233e-07,0.0013999878060782689,0.1634783148765564,0,0,0,0,12.711756706237793,13.80096971988678,0.00042117217162740417,0.015625,-0.23190865833217625,0.015625,0
27,0.45000000000000001,1,0.094399999999999998,0.12268799999999999,0.0020479999999999999,0.0037439999999999999,0.001472,0.0024319999999999997,0.0020479999999999999,0.075327999999999992,0.0024319999999999997,0.0048960000000000002,0.79796610169491522,1.8831999999999998,40,0.0051700168574953468,0.62771439552307129,0.00012843778916963209,0.0011303722858428955,0.024842818255694184,1.1727150877050008e-06,0.00153147973392076,0.17583715915679932,0,0,0,0,13.189755439758301,14.547208428382874,0.00044394556971383281,0.015625,-0.2314589487106164,0.015625,0
28,0.46666666666666667,1,0.094591999999999996,0.12239999999999999,0.0020479999999999999,0.003712,0.0014399999999999999,0.0024319999999999997,0.0022079999999999999,0.075296000000000002,0.002464,0.0049919999999999999,0.79600811907983771,1.8824000000000001,40,0.0057247349460487883,0.73319542407989502,0.00014129742120715937,0.0012429282069206238,0.024681914977510502,1.4044459248907515e-06,0.0016759748953315212,0.18877893686294556,0,0,0,0,13.666957855224609,15.367141723632812,0.00046896794810891151,0.015625,-0.23091757461515777,0.015625,0
29,0.48333333333333334,1,0.094687999999999994,0.12255999999999999,0.001952,0.0036799999999999997,0.0014399999999999999,0.0024319999999999997,0.002336,0.075392000000000001,0.002464,0.0049919999999999999,0.79621493747887806,1.8847999999999998,40,0.0064280054290771953,0.87836956977844238,0.00015669464826937557,0.001378178596496582,0.024376869310122947,1.6846774997247849e-06,0.0018355802895677349,0.20375081896781921,0,0,0,0,14.143365859985352,16.218852043151855,0.00049496008432470262,0.015625,-0.23037601517349135,0.015625,0
30,0.5,1,0.094687999999999994,0.122656,0.0019840000000000001,0.0037439999999999999,0.001472,0.0024319999999999997,0.002176,0.075616000000000003,0.0022719999999999997,0.0049919999999999999,0.79858060155457933,1.8904000000000001,40,0.0068544776084889973,0.97586023807525635,0.00016889606893262434,0.0014621615409851074,0.024640253944874412,1.9966996660514269e-06,0.0019983491517006867,0.225096195936203,0,0,0,0,14.618980407714844,17.330370426177979,0.000528880933416076,0.015625,-0.22948584091145655,0.015625,0
31,0.51666666666666661,1,0.094175999999999996,0.12255999999999999,0.0019199999999999998,0.0036799999999999997,0.001472,0.0023999999999999998,0.001952,0.075263999999999998,0.0025279999999999999,0.00496,0.79918450560652399,1.8815999999999999,40,0.0070570816856535372,1.0385286808013916,0.00017916424530759145,0.0015302300453186035,0.025387866158870957,2.3339798644883558e-06,0.0021605461645094999,0.24603375792503357,0,0,0,0,15.093802452087402,18.841816663742065,0.00057500661205267534,0.015625,-0.22815874993216037,0.015625,0
32,0.53333333333333333,1,0.094687999999999994,0.12217599999999999,0.0021440000000000001,0.0039680000000000002,0.0015039999999999999,0.0024319999999999997,0.0017599999999999998,0.075327999999999992,0.002496,0.0050559999999999997,0.79553903345724908,1.8831999999999998,40,0.0072156239074647197,1.0822839736938477,0.00018921037985158268,0.0016053915023803711,0.026222317332232414,2.6964785320160445e-06,0.0023222741147487496,0.26666226983070374,0,0,0,0,15.56783390045166,20.906689235940576,0.00063802152209291307,0.015625,-0.22637020110042844,0.015625,0
33,0.55000000000000004,1,0.094528000000000001,0.12236799999999999,0.0019840000000000001,0.0037439999999999999,0.0014399999999999999,0.0024319999999999997,0.0022079999999999999,0.075296000000000002,0.002496,0.0049280000000000001,0.79654705484089372,1.8824000000000001,40,0.007402420289674326,1.1104516983032227,0.00020056504191895004,0.0016985535621643066,0.027094522341391404,3.0776759558648337e-06,0.0024809981684252949,0.28650176525115967,0,0,0,0,16.04107666015625,23.781614035367966,0.00072575726426293841,0.015625,-0.22400988689372053,0.015625,0
34,0.56666666666666665,1,0.094591999999999996,0.122656,0.0020479999999999999,0.0037759999999999998,0.001472,0.0024319999999999997,0.0021119999999999997,0.075327999999999992,0.0024319999999999997,0.0049919999999999999,0.79634641407307172,1.8831999999999998,40,0.0076448876902731489,1.1394424438476562,0.00021113659687309539,0.0017794370651245117,0.027618011595086173,3.4791523830790538e-06,0.0026378598837235663,0.30551391839981079,0,0,0,0,16.513530731201172,27.755111787468195,0.00084701879234216904,0.015625,-0.22115226153883383,0.015625,0
35,0.58333333333333337,1,0.09465599999999999,0.12259199999999999,0.0020479999999999999,0.0038079999999999998,0.0014399999999999999,0.002464,0.0020799999999999998,0.075359999999999996,0.002464,0.0049919999999999999,0.79614604462474647,1.8839999999999999,40,0.007689419653580826,1.1056578159332275,0.00022343978328317275,0.0018798112869262695,0.029058081539238247,3.910652594640851e-06,0.0027966596484523642,0.32394352555274963,0,0,0,0,16.985198974609375,33.251661460846663,0.0010147601764174397,0.015625,-0.21793484776113578,0.015625,0
36,0.59999999999999998,1,0.094751999999999989,0.122304,0.002016,0.0041919999999999995,0.001536,0.0023999999999999998,0.0016639999999999999,0.075392000000000001,0.002496,0.0050559999999999997,0.7956771361026681,1.8847999999999998,40,0.0077498971299921676,0.99672770500183105,0.00024084030994112125,0.0020413994789123535,0.031076581521200741,4.3930599531449843e-06,0.0029641389822830455,0.34206831455230713,0,0,0,0,17.456081390380859,37.425265840895008,0.0011421284741484072,0.015625,-0.21560160398497463,0.015625,0
37,0.6166666666666667,1,0.094112000000000001,0.122432,0.0019840000000000001,0.003712,0.0014399999999999999,0.002464,0.0018239999999999999,0.075296000000000002,0.0024319999999999997,0.00496,0.80006800408024481,1.8824000000000001,40,0.0088703035841685447,0.98232865333557129,0.00026492421420791127,0.0022837743163108826,0.029866420206940851,4.9916084208234679e-06,0.003159622895480873,0.36190631985664368,0,0,0,0,17.926179885864258,40.146890470408835,0.0012251858664065196,0.015624965533257797,-0.21372280619874792,0.015624965533257797,0
38,0.6333333333333333,1,0.09465599999999999,0.122528,0.002016,0.0038399999999999997,0.0014399999999999999,0.0024319999999999997,0.002016,0.075423999999999991,0.002464,0.0050239999999999998,0.79682217714672077,1.8855999999999997,40,0.0099261113041656281,1.309746265411377,0.00029669000917124347,0.002598196268081665,0.029889853143872512,5.738724212278612e-06,0.0033878383114542558,0.38340091705322266,0,0,0,0,18.39549446105957,43.360859163105488,0.0013232684070771938,0.015624937065556089,-0.21159124472924545,0.015624937076295297,0
39,0.65000000000000002,1,0.094335999999999989,0.122624,0.0021119999999999997,0.003872,0.0015039999999999999,0.002496,0.001696,0.075263999999999998,0.002464,0.0049280000000000001,0.79782903663500682,1.8815999999999999,40,0.010095009461496648,1.4715437889099121,0.00032246557927188667,0.0027839392423629761,0.031943068553011454,6.5336730585840996e-06,0.0036148784373984414,0.40248453617095947,0,0,0,0,18.86402702331543,47.745602518320084,0.0014570801549780299,0.015624921498368355,-0.20872541682461454,0.015624921512997806,0
40,0.66666666666666663,1,0.094399999999999998,0.122336,0.002176,0.0037759999999999998,0.0015039999999999999,0.0024319999999999997,0.001632,0.075359999999999996,0.002464,0.0050559999999999997,0.79830508474576267,1.8839999999999999,40,0.01031858546315122,1.5779380798339844,0.00034600327386205603,0.0029359161853790283,0.03353204517205105,7.3787018664006609e-06,0.0038415366369203511,0.41927099227905273,0,0,0,0,19.331779479980469,53.764189399778843,0.0016407528503350477,0.015624922822396055,-0.20509724194505952,0.015624922822396055,0
41,0.68333333333333335,1,0.095967999999999998,0.122304,0.002176,0.0037439999999999999,0.0015039999999999999,0.0024319999999999997,0.0033279999999999998,0.075359999999999996,0.0024319999999999997,0.0049919999999999999,0.78526175391797259,1.8839999999999999,40,0.010771882401303497,1.678168773651123,0.00036890502584039649,0.0031120479106903076,0.034247034278405745,8.2900587585754693e-06,0.0040718690446956834,0.43410846590995789,0,0,0,0,19.79875373840332,61.399042531847954,0.0018737500772658677,0.015624914693162245,-0.20112614002850576,0.015624883271911459,0
42,0.69999999999999996,1,0.094495999999999997,0.12236799999999999,0.0020479999999999999,0.0037759999999999998,0.0015039999999999999,0.0024319999999999997,0.002016,0.075167999999999999,0.0026559999999999999,0.0048960000000000002,0.79546224178801217,1.8791999999999998,40,0.011345399642040174,1.6494407653808594,0.00040436550124258488,0.0034811273217201233,0.035641362490591855,9.3123162514530122e-06,0.0043156265481278638,0.44697394967079163,0,0,0,0,20.264949798583984,65.095692097442225,0.0019865628691846382,0.015624878770388609,-0.19917349199384443,0.015624779608395171,0
43,0.71666666666666667,1,0.094463999999999992,0.12259199999999999,0.0021119999999999997,0.003872,0.0015039999999999999,0.0024319999999999997,0.0018239999999999999,0.075296000000000002,0.0024319999999999997,0.0049919999999999999,0.79708672086720878,1.8824000000000001,40,0.01323761952292103,1.6302590370178223,0.00045324466141279378,0.0040127113461494446,0.03423913647223336,1.0581608876236714e-05,0.0046003497424080084,0.46806216239929199,0,0,0,0,20.730369567871094,68.770601695403457,0.0020987122099427324,0.015624864085835407,-0.19723911235303798,0.015624662276215237,0
44,0.73333333333333328,1,0.094591999999999996,0.12255999999999999,0.001952,0.0036799999999999997,0.0014399999999999999,0.0024319999999999997,0.002336,0.075423999999999991,0.0024319999999999997,0.0048960000000000002,0.79736129905277398,1.8855999999999997,40,0.01366715850112182,1.4995760917663574,0.00050091261182784615,0.0044388025999069214,0.036650823343179234,1.1982697287749033e-05,0.0048954463101435466,0.50150835514068604,0,0,0,0,21.195014953613281,73.261767648160458,0.0022357717177783343,0.015624877058152927,-0.19462601882183411,0.015624514917670982,0
45,0.75,1,0.094624,0.12255999999999999,0.001952,0.0036479999999999998,0.0014399999999999999,0.0024319999999999997,0.0023679999999999999,0.075327999999999992,0.002496,0.00496,0.79607710517416297,1.8831999999999998,40,0.013713310878898013,1.7451486587524414,0.00054083479769555113,0.0047224611043930054,0.039438674035151167,1.34897427415126e-05,0.0051941780372860924,0.53122478723526001,0,0,0,0,21.658885955810547,80.147127881646156,0.0024458962366225023,0.015624999674635476,-0.19081752048946601,0.015624996252497896,0
46,0.76666666666666661,1,0.096192,0.12246399999999999,0.0022399999999999998,0.0038079999999999998,0.001472,0.0024319999999999997,0.0034559999999999999,0.075296000000000002,0.0025279999999999999,0.00496,0.78276779773785765,1.8824000000000001,40,0.014083203603068492,1.9935746192932129,0.00057173784412516777,0.0048868954181671143,0.040597143962372011,1.5082614481798373e-05,0.0054922881355220924,0.55690324306488037,0,0,0,0,22.121984481811523,89.664766799323843,0.0027363515258582716,0.015625002212370762,-0.18606004883303837,0.015625003126401873,0
47,0.78333333333333333,1,0.094495999999999997,0.12239999999999999,0.0021119999999999997,0.0037759999999999998,0.001472,0.0024319999999999997,0.002016,0.075200000000000003,0.0025279999999999999,0.00496,0.79580088046054864,1.8800000000000001,40,0.014651213819937678,2.1450014114379883,0.00061205536735923767,0.0051864907145500183,0.041775062113033931,1.6819762095110491e-05,0.005799958981770559,0.57885473966598511,0,0,0,0,22.584312438964844,94.866558491718024,0.002895097610220887,0.01562500457358116,-0.18372066055646072,0.015625009979015368,0
48,0.80000000000000004,1,0.09465599999999999,0.12236799999999999,0.001952,0.0037439999999999999,0.001472,0.0023999999999999998,0.0022719999999999997,0.075392000000000001,0.002496,0.0049280000000000001,0.79648411088573368,1.8847999999999998,40,0.016596624221944759,2.2513949871063232,0.00068104871197663462,0.005964428186416626,0.041035375801069425,1.8926990378531627e-05,0.006152558878796956,0.59915077686309814,0,0,0,0,23.045869827270508,99.935529205948114,0.0030497903200057408,0.015625006253205967,-0.18145159788311963,0.015625015441970622,0
49,0.81666666666666665,1,0.094463999999999992,0.122624,0.0020479999999999999,0.0038399999999999997,0.0015039999999999999,0.0024319999999999997,0.001952,0.075263999999999998,0.0025279999999999999,0.0048960000000000002,0.7967479674796748,1.8815999999999999,40,0.017655918219232035,2.1275877952575684,0.00074462057621001794,0.006535649299621582,0.042173993273197555,2.1267320335027762e-05,0.0065218586821592147,0.61678099632263184,0,0,0,0,23.506658554077148,106.05728375911713,0.0032366114428441506,0.01562500702944385,-0.17845206580359399,0.015625018989596905,0
50,0.83333333333333337,1,0.094624,0.122624,0.0021119999999999997,0.003712,0.0015039999999999999,0.0024319999999999997,0.0020799999999999998,0.075359999999999996,0.002496,0.0049280000000000001,0.79641528576259724,1.8839999999999999,40,0.018200185706264055,1.9815363883972168,0.00080912584974268708,0.0070841014385223389,0.044457010648204863,2.378477256570477e-05,0.006897067864782073,0.63336038589477539,0,0,0,0,23.966680526733398,113.93344657123089,0.003476972856788052,0.01562500672742291,-0.17442656399359355,0.015625019826688059,0
51,0.84999999999999998,1,0.094335999999999989,0.12249599999999999,0.0020799999999999998,0.0037759999999999998,0.001472,0.002464,0.001856,0.075231999999999993,0.002496,0.00496,0.7974898236092266,1.8808,40,0.01797955084078345,2.3239166736602783,0.0008607265354151646,0.0074224472045898438,0.047872527130252765,2.6469795557204634e-05,0.0072759598070913827,0.67033028602600098,0,0,0,0,24.425935745239258,123.88919707061723,0.0037807982504460824,0.015625000148938157,-0.16981121083990838,0.015625000584006711,0
52,0.8666666666666667,1,0.094463999999999992,0.122528,0.0021119999999999997,0.0039680000000000002,0.0015039999999999999,0.002464,0.0016639999999999999,0.07551999999999999,0.0022719999999999997,0.00496,0.79945799457994571,1.8879999999999999,40,0.018831110767996536,2.6495246887207031,0.0009127836229265308,0.0077618956565856934,0.048472107363831458,2.9396807804005221e-05,0.0076676994990681818,0.70178735256195068,0,0,0,0,24.884426116943359,130.49439410865307,0.0039823728670853598,0.015624999876888854,-0.16710854454187249,0.015624999805520073,0
