step_index,simulation_time_s,emitter_enabled,solver_gpu_ms,diagnostics_gpu_ms,source_gpu_ms,velocity_advection_gpu_ms,buoyancy_gpu_ms,divergence_gpu_ms,pressure_clear_gpu_ms,pressure_solve_gpu_ms,pressure_gradient_gpu_ms,scalar_advection_gpu_ms,pressure_fraction,pressure_iteration_us,pressure_iterations,rms_divergence_before,max_abs_divergence_before,rms_divergence_after,max_abs_divergence_after,divergence_remaining_fraction,kinetic_energy,velocity_rms,velocity_max,nonfinite_divergence_before,nonfinite_divergence_after,nonfinite_velocity,density_min,density_max,density_sum,density_integral,density_centre_x,density_centre_y,density_centre_z,nonfinite_density_cells,enstrophy,max_vorticity
13,0.21666666666666667,1,0.10073599999999999,0.16358399999999998,0.001952,0.0038399999999999997,0.0015999999999999999,0.0071679999999999999,0.003392,0.075583999999999998,0.0023040000000000001,0.0048960000000000002,0.75031766200762395,1.8896000000000002,40,0.0015394426781977204,0.18181318044662476,4.3746997443408451e-05,0.00040298700332641602,0.028417425385805592,6.3480271705884661e-08,0.00035631523039545939,0.045107558369636536,0,0,0,0,6.4247317314147949,6.5120453238487244,0.00019873185192409437,0.015625,-0.23395599957419405,0.015625,0,0.0001703442248981446,0.9640229344367981
14,0.23333333333333334,1,0.100864,0.16358399999999998,0.0022079999999999999,0.0039039999999999999,0.0014399999999999999,0.0071999999999999998,0.0031679999999999998,0.075871999999999995,0.0021440000000000001,0.0049280000000000001,0.75222081218274106,1.8968,40,0.0016144147860813831,0.18899816274642944,4.7510167013935909e-05,0.00043237209320068359,0.029428723908838696,8.5375809533161373e-08,0.00041322102931279131,0.052097827196121216,0,0,0,0,6.9131999015808105,7.0226913169026375,0.00021431553091133537,0.015625,-0.23388777842433831,0.015625,0,0.00022960646310821176,1.1154202222824097
15,0.25,1,0.10073599999999999,0.16348799999999999,0.0020479999999999999,0.0038079999999999998,0.001472,0.0073279999999999994,0.003264,0.075583999999999998,0.0023040000000000001,0.0049280000000000001,0.75031766200762395,1.8896000000000002,40,0.001690476970711017,0.19810819625854492,5.1697748564703702e-05,0.00046683847904205322,0.030581752641658026,1.1304948088763922e-07,0.0004754986453979427,0.059661976993083954,0,0,0,0,7.4008545875549316,7.5408643335103989,0.00023012891642792965,0.015625,-0.23379478739205461,0.015625,0,0.0003046080528292805,1.2792280912399292
16,0.26666666666666666,1,0.10083199999999999,0.16352,0.002176,0.0038079999999999998,0.0014399999999999999,0.0071999999999999998,0.0033279999999999998,0.075616000000000003,0.0022719999999999997,0.0049919999999999999,0.74992066010790237,1.8904000000000001,40,0.0018163570470612657,0.20446324348449707,5.596391121541287e-05,0.00050083175301551819,0.030811073905297658,1.4715672591592011e-07,0.00054250663759242634,0.067686200141906738,0,0,0,0,7.8876972198486328,8.0639667510986328,0.00024609273532405496,0.015625,-0.23369190903229331,0.015625,0,0.00039718620246276259,1.4530664682388306
17,0.28333333333333333,1,0.100672,0.16342399999999999,0.0020799999999999998,0.0040000000000000001,0.0015039999999999999,0.0072959999999999995,0.0030079999999999998,0.075583999999999998,0.0022719999999999997,0.0049280000000000001,0.75079465988556893,1.8896000000000002,40,0.0018620631453098156,0.20682632923126221,6.0736467661502788e-05,0.00054016709327697754,0.032617834585516849,1.8928423628494784e-07,0.00061527918262354339,0.076254725456237793,0,0,0,0,8.3737297058105469,8.588917538523674,0.00026211296199107892,0.015625,-0.2335920585242991,0.015625,0,0.0005115437088534236,1.6383664608001709
18,0.29999999999999999,1,0.10092799999999999,0.16403199999999998,0.0020479999999999999,0.0038399999999999997,0.001472,0.0071999999999999998,0.003392,0.075839999999999991,0.002176,0.00496,0.75142675967025996,1.8959999999999997,40,0.0019630261723282464,0.2138822078704834,6.5552946745329728e-05,0.00057971477508544922,0.033393822084185808,2.4025632683333242e-07,0.00069319020020962849,0.085271731019020081,0,0,0,0,8.858952522277832,9.1124241650104523,0.00027808911636384437,0.015625,-0.2335057484493743,0.015625,0,0.00065007648663595319,1.8334085941314697
19,0.31666666666666665,1,0.10073599999999999,0.16409599999999999,0.0019840000000000001,0.0038079999999999998,0.0015039999999999999,0.0072639999999999996,0.003392,0.075488,0.0023999999999999998,0.0048960000000000002,0.74936467598475232,1.8872,40,0.0020174288732211511,0.21434211730957031,7.0855665467220796e-05,0.0006239917129278183,0.0351217663272997,3.0210702561817016e-07,0.00077731206811443515,0.094812154769897461,0,0,0,0,9.3433675765991211,9.633372962474823,0.0002939872119895881,0.015625,-0.23343424245392369,0.015625,0,0.00081834360025823116,2.0395052433013916
20,0.33333333333333331,1,0.100576,0.16336000000000001,0.002016,0.003872,0.0015039999999999999,0.0071999999999999998,0.0031679999999999998,0.075616000000000003,0.0022399999999999998,0.00496,0.75182946229716829,1.8904000000000001,40,0.0021962041782865498,0.22269153594970703,7.6208926398263602e-05,0.00066556409001350403,0.034700292054685382,3.7586659118460375e-07,0.00086702547965397615,0.10478717088699341,0,0,0,0,9.8269758224487305,10.150515675544739,0.00030976915513747372,0.015625,-0.23337893036842361,0.015625,0,0.0010193769121542573,2.2551290988922119
21,0.34999999999999998,1,0.100672,0.16383999999999999,0.0020479999999999999,0.0038079999999999998,0.0014399999999999999,0.0072319999999999997,0.0033599999999999997,0.075583999999999998,0.0023040000000000001,0.0048960000000000002,0.75079465988556893,1.8896000000000002,40,0.0023172049748104492,0.22126007080078125,8.2108905690489017e-05,0.00071335583925247192,0.035434459438447238,4.6290494992717868e-07,0.00096219015784529687,0.1151144802570343,0,0,0,0,10.309778213500977,10.698859959840775,0.0003265032946728752,0.015625,-0.23323854203917446,0.015625,0,0.0012570283142849803,2.47802734375
22,0.36666666666666664,1,0.098783999999999997,0.16361599999999998,0.0020479999999999999,0.0037759999999999998,0.0014399999999999999,0.007136,0.001536,0.075616000000000003,0.0022719999999999997,0.00496,0.76546809199870425,1.8904000000000001,40,0.0025092424494068863,0.24321484565734863,8.830405492589444e-05,0.00075916945934295654,0.035191519634448644,5.6529694347773329e-07,0.0010632938855064797,0.12576404213905334,0,0,0,0,10.791776657104492,11.285318493843079,0.00034440058880136348,0.015625,-0.23300834097247719,0.015625,0,0.001536831259727478,2.7071962356567383
23,0.3833333333333333,1,0.10060799999999999,0.163744,0.0020479999999999999,0.0038399999999999997,0.001472,0.0071999999999999998,0.0033599999999999997,0.075583999999999998,0.0022399999999999998,0.0048639999999999994,0.75127226463104335,1.8896000000000002,40,0.0026629549048907061,0.28610146045684814,9.5077489267315665e-05,0.00080769509077072144,0.035703754912521833,6.8631055682999431e-07,0.0011715891402961998,0.13683512806892395,0,0,0,0,11.272972106933594,11.87127697467804,0.00036228262251825072,0.015625,-0.23280001972139178,0.015625,0,0.0018678959459066391,2.9447264671325684
24,0.40000000000000002,1,0.1008,0.16367999999999999,0.0020799999999999998,0.0038079999999999998,0.001472,0.0071999999999999998,0.003392,0.075551999999999994,0.0023679999999999999,0.0049280000000000001,0.74952380952380948,1.8887999999999998,40,0.0030047924454438602,0.35552352666854858,0.00010290634897384236,0.00086659565567970276,0.034247406715188708,8.2863846273539821e-07,0.0012873526810749246,0.14820317924022675,0,0,0,0,11.753366470336914,12.493222892284393,0.00038126290564832743,0.015625,-0.23252435558380716,0.015625,0,0.0022568185813724995,3.186500072479248
25,0.41666666666666669,1,0.10073599999999999,0.16339199999999998,0.0020479999999999999,0.0039680000000000002,0.0015039999999999999,0.0071679999999999999,0.0032320000000000001,0.075455999999999995,0.0024319999999999997,0.0049280000000000001,0.74904701397712836,1.8863999999999996,40,0.0033313869651707103,0.41602414846420288,0.00011105681786606067,0.00092424079775810242,0.033336510896856977,9.9560929811559618e-07,0.0014111054518465983,0.15991297364234924,0,0,0,0,12.23296070098877,13.153786540031433,0.0004014217083749827,0.015625,-0.23218735559946874,0.015625,0,0.0027136895805597305,3.4343781471252441
26,0.43333333333333335,1,0.098720000000000002,0.163712,0.0020479999999999999,0.003712,0.001472,0.007136,0.0015999999999999999,0.075583999999999998,0.0022719999999999997,0.0048960000000000002,0.76564019448946508,1.8896000000000002,40,0.0038808858534631853,0.49220895767211914,0.00012208222993683639,0.001026347279548645,0.031457310146829981,1.1945596725126961e-06,0.0015456776329575946,0.17216351628303528,0,0,0,0,12.711756706237793,13.897193193435669,0.00042410867899889126,0.015625,-0.23170936171539791,0.015625,0,0.003258127486333251,3.6908655166625977
27,0.45000000000000001,1,0.098783999999999997,0.16352,0.0019840000000000001,0.0038399999999999997,0.001408,0.0072639999999999996,0.0015039999999999999,0.075583999999999998,0.0023040000000000001,0.0048960000000000002,0.76514415289925497,1.8896000000000002,40,0.0044973547694211816,0.59890985488891602,0.0001344385306443244,0.0011455193161964417,0.029892800887848771,1.4315276075649308e-06,0.0016920565047095389,0.18484362959861755,0,0,0,0,13.189755439758301,14.685875773429871,0.00044817736124969088,0.015625,-0.23119141318852601,0.015625,0,0.0039057363756000996,3.9534759521484375
28,0.46666666666666667,1,0.100704,0.16316799999999998,0.0021119999999999997,0.0044159999999999998,0.0015039999999999999,0.0072319999999999997,0.0025919999999999997,0.075616000000000003,0.0022719999999999997,0.00496,0.75087384810931046,1.8904000000000001,40,0.0052987386017472804,0.71579372882843018,0.00014846393551506271,0.0012784004211425781,0.028018731753649089,1.714186282697483e-06,0.0018515864995713718,0.19973576068878174,0,0,0,0,13.666957855224609,15.559260249137878,0.00047483094022027217,0.015625,-0.23057440480055494,0.015625,0,0.0046775313094258308,4.220250129699707
29,0.48333333333333334,1,0.098720000000000002,0.16380799999999998,0.0020799999999999998,0.0036799999999999997,0.0014399999999999999,0.0071040000000000001,0.0016639999999999999,0.075583999999999998,0.0022719999999999997,0.0048960000000000002,0.76564019448946508,1.8896000000000002,40,0.0060439472272639985,0.8164067268371582,0.00016282454038876756,0.001421317458152771,0.026940099618056348,2.043525455519557e-06,0.0020216455948160435,0.22121527791023254,0,0,0,0,14.143365859985352,16.599345207214355,0.00050657181418500841,0.015625,-0.22975136252256806,0.015625,0,0.0055760592222213745,4.6985964775085449
30,0.5,1,0.100032,0.16364799999999999,0.002016,0.0037439999999999999,0.0014399999999999999,0.0072639999999999996,0.0028159999999999999,0.075583999999999998,0.0022399999999999998,0.0049280000000000001,0.75559820857325655,1.8896000000000002,40,0.0069062634044748808,0.86025810241699219,0.00017722775357543474,0.0015679895877838135,0.025661887361637676,2.4024218419071985e-06,0.0021919953658286772,0.2425561398267746,0,0,0,0,14.618980407714844,18.010307550430298,0.00054963096772553399,0.015625,-0.22849064889088605,0.015625,0,0.0065572364255785942,5.1813139915466309
31,0.51666666666666661,1,0.098751999999999993,0.163712,0.0019199999999999998,0.0037759999999999998,0.001472,0.007136,0.001632,0.075647999999999993,0.0022719999999999997,0.0048960000000000002,0.76604018146467923,1.8912,40,0.0076893567290451798,0.90989232063293457,0.00018918529274927916,0.0016813278198242188,0.024603526590808996,2.7906121431442443e-06,0.0023624614888476995,0.26350894570350647,0,0,0,0,15.093802452087402,19.920861729722674,0.00060793645415413433,0.015625,-0.22680270928193733,0.015625,0,0.0076181190088391304,5.6590785980224609
32,0.53333333333333333,1,0.1008,0.16358399999999998,0.0021119999999999997,0.0044159999999999998,0.001472,0.0071999999999999998,0.0027199999999999998,0.075775999999999996,0.002176,0.0049280000000000001,0.75174603174603172,1.8943999999999999,40,0.0085276433262831582,0.91663837432861328,0.00020078930260599689,0.0018034130334854126,0.023545696615516462,3.1997706173569895e-06,0.002529731455058813,0.28357827663421631,0,0,0,0,15.56783390045166,22.586117980070412,0.000689273619997266,0.015625,-0.22454811830808144,0.015625,0,0.0087331533432006836,6.1222467422485352
33,0.55000000000000004,1,0.10092799999999999,0.164352,0.002176,0.003872,0.001472,0.0072319999999999997,0.0032320000000000001,0.075839999999999991,0.002176,0.0049280000000000001,0.75142675967025996,1.8959999999999997,40,0.0094041030817772001,0.95335698127746582,0.00021858088684796961,0.0020081698894500732,0.023243140249230649,3.6454446217248915e-06,0.0027001646696914214,0.30312371253967285,0,0,0,0,16.04107666015625,26.301866054534912,0.00080266925215255469,0.015625,-0.22179502158144659,0.015625,0,0.0099433604627847672,6.580162525177002
34,0.56666666666666665,1,0.10095999999999999,0.16387199999999999,0.002016,0.0037759999999999998,0.001472,0.0072319999999999997,0.0034559999999999999,0.075839999999999991,0.0022079999999999999,0.00496,0.75118858954041201,1.8959999999999997,40,0.010111038063867973,1.0533956289291382,0.00023725791883453555,0.0022076070308685303,0.023465238419226427,4.1222870095225517e-06,0.002871336625866968,0.32174962759017944,0,0,0,0,16.513530731201172,31.525307089090347,0.00096207602200593101,0.015625,-0.21863543640079358,0.015625,0,0.011225340887904167,7.021733283996582
35,0.58333333333333337,1,0.098720000000000002,0.16422399999999998,0.0020479999999999999,0.0037439999999999999,0.001472,0.007136,0.0015679999999999999,0.075583999999999998,0.0023040000000000001,0.0048639999999999994,0.76564019448946508,1.8896000000000002,40,0.011069003270749202,1.1994116306304932,0.00026077396526514874,0.0024509429931640625,0.023558938315093508,4.6457839744107332e-06,0.0030482073336342242,0.33954721689224243,0,0,0,0,16.985198974609375,36.691443115472794,0.0011197339817954344,0.015625,-0.21600232383393417,0.015625,0,0.012611951678991318,7.4495987892150879
36,0.59999999999999998,1,0.100768,0.16467199999999999,0.002016,0.0038079999999999998,0.001472,0.0072319999999999997,0.0034559999999999999,0.075679999999999997,0.002176,0.0049280000000000001,0.75103207367418223,1.8919999999999999,40,0.012184649452765112,1.3698029518127441,0.00030206635448493932,0.0029305815696716309,0.024790729980039776,5.2800687626586296e-06,0.0032496365220309269,0.35813111066818237,0,0,0,0,17.456081390380859,39.479938658419997,0.0012048321123785399,0.015625,-0.21429399367475041,0.015625,0,0.014254206791520119,7.8924350738525391
37,0.6166666666666667,1,0.100864,0.16352,0.0019199999999999998,0.0038399999999999997,0.001632,0.007136,0.003424,0.075679999999999997,0.0023040000000000001,0.0049280000000000001,0.75031725888324874,1.8919999999999999,40,0.013454199308363031,1.4945888519287109,0.00036603041044982603,0.0036162734031677246,0.027205662861133937,6.1224864111864008e-06,0.0034992817580716193,0.37946310639381409,0,0,0,0,17.926179885864258,42.275753097143024,0.001290153597935273,0.015625,-0.2126634216913886,0.015625,0,0.016381628811359406,8.3854255676269531
38,0.6333333333333333,1,0.100672,0.16387199999999999,0.0021119999999999997,0.0039039999999999999,0.001472,0.0071999999999999998,0.003264,0.075583999999999998,0.0022719999999999997,0.0048639999999999994,0.75079465988556893,1.8896000000000002,40,0.013231489040425816,1.1751729249954224,0.00042725422611437035,0.0041420161724090576,0.032290713827369838,7.0972782850731164e-06,0.0037675663989034398,0.39925169944763184,0,0,0,0,18.39549446105957,45.498552374541759,0.0013885056266644824,0.015625,-0.21048937260007516,0.015625,0,0.018816560506820679,8.8537864685058594
39,0.65000000000000002,1,0.10073599999999999,0.16336000000000001,0.002176,0.0039680000000000002,0.0015039999999999999,0.0071040000000000001,0.0031679999999999998,0.075583999999999998,0.0023040000000000001,0.0049280000000000001,0.75031766200762395,1.8896000000000002,40,0.012971162180308511,1.2763195037841797,0.00047580431301582471,0.0044059455394744873,0.036681702564643134,8.1999669419019483e-06,0.004049683183139626,0.41676050424575806,0,0,0,0,18.86402702331543,49.587585151195526,0.0015132930038816994,0.015625,-0.20754956316860076,0.015625,0,0.021539408713579178,9.2788162231445312
40,0.66666666666666663,1,0.1008,0.163712,0.0020479999999999999,0.0038399999999999997,0.001472,0.0071999999999999998,0.0033599999999999997,0.075616000000000003,0.0022719999999999997,0.0049919999999999999,0.75015873015873014,1.8904000000000001,40,0.013016543078929736,1.3326671123504639,0.00050932450416483685,0.00448569655418396,0.03912901459906782,9.4237402663566172e-06,0.0043413685092045838,0.43245089054107666,0,0,0,0,19.331779479980469,55.945695161819458,0.0017073271228582598,0.015625,-0.20372130928731466,0.015625,0,0.024530526250600815,9.6598443984985352
41,0.68333333333333335,1,0.098751999999999993,0.164576,0.0019199999999999998,0.0038079999999999998,0.0014399999999999999,0.0071679999999999999,0.001472,0.075839999999999991,0.002176,0.0049280000000000001,0.76798444588464032,1.8959999999999997,40,0.013834324008110877,1.3745126724243164,0.00052264650812452248,0.0043289661407470703,0.037778969743523565,1.0749949069577269e-05,0.0046367982637973955,0.44647759199142456,0,0,0,0,19.79875373840332,62.625301288499031,0.0019111725246734323,0.015625,-0.20040053052889478,0.015625,0,0.027728933840990067,9.9850902557373047
42,0.69999999999999996,1,0.10083199999999999,0.16364799999999999,0.0021119999999999997,0.0039680000000000002,0.001472,0.0072959999999999995,0.0030399999999999997,0.075488,0.0023999999999999998,0.0050559999999999997,0.74865122183433841,1.8872,40,0.015926336870917455,1.3374755382537842,0.00055099312534546334,0.0045909881591796875,0.034596350046545432,1.2267786587472074e-05,0.0049533395981846582,0.4588489830493927,0,0,0,0,20.264949798583984,66.988809351809323,0.0020443362228945716,0.015625,-0.19830293048764405,0.015625,0,0.031315714120864868,10.251200675964355
43,0.71666666666666667,1,0.10063999999999999,0.16348799999999999,0.0021119999999999997,0.0041919999999999995,0.001536,0.0072639999999999996,0.0027519999999999997,0.075551999999999994,0.0023040000000000001,0.0049280000000000001,0.75071542130365654,1.8887999999999998,40,0.019273560026078565,1.9390275478363037,0.00060288438488945845,0.0051665306091308594,0.031280385360759035,1.4132061551208608e-05,0.005316401330074434,0.48006629943847656,0,0,0,0,20.730369567871094,71.581366419792175,0.0021844899420102593,0.015625,-0.19617339777662898,0.015625,0,0.035657063126564026,10.485589981079102
44,0.73333333333333328,1,0.10054399999999999,0.163552,0.0021440000000000001,0.0038399999999999997,0.0015039999999999999,0.0072959999999999995,0.0030079999999999998,0.075647999999999993,0.002176,0.0049280000000000001,0.7523870146403564,1.8912,40,0.020518919372340672,2.0503787994384766,0.0006511680838578467,0.0056204795837402344,0.031735008654286918,1.6227118976530619e-05,0.0056968621146260192,0.51551824808120728,0,0,0,0,21.195014953613281,77.000941500067711,0.0023498822479268711,0.015625,-0.19342179755763766,0.015625,0,0.040521785616874695,10.67714786529541
45,0.75,1,0.10073599999999999,0.16441599999999998,0.0020799999999999998,0.0039359999999999994,0.001472,0.0072639999999999996,0.0031359999999999999,0.075647999999999993,0.0022719999999999997,0.0049280000000000001,0.75095298602287164,1.8912,40,0.021497421746476141,1.9986157417297363,0.00071257757421467303,0.0061938762664794922,0.03314711794829437,1.8603952412377112e-05,0.0060998282619065779,0.54664695262908936,0,0,0,0,21.658885955810547,84.086232453584671,0.0025661081681391806,0.015625,-0.18975693665526266,0.015625,0,0.045972526073455811,10.840639114379883
46,0.76666666666666661,1,0.10092799999999999,0.16339199999999998,0.0019199999999999998,0.003712,0.001792,0.0071999999999999998,0.003424,0.075616000000000003,0.0023040000000000001,0.00496,0.74920735573874453,1.8904000000000001,40,0.022341545653145896,1.801724910736084,0.00078545776940364066,0.0068621635437011719,0.035156823149030465,2.1324496628949419e-05,0.0065306196687526397,0.57316511869430542,0,0,0,0,22.121984481811523,93.136217296123505,0.0028422917876014253,0.015625,-0.18524738428761592,0.015625,0,0.052140980958938599,11.554714202880859
47,0.78333333333333333,1,0.10073599999999999,0.163776,0.0021440000000000001,0.0039039999999999999,0.001472,0.0071999999999999998,0.0032320000000000001,0.075583999999999998,0.0022399999999999998,0.00496,0.75031766200762395,1.8896000000000002,40,0.023435041179425978,1.7481181621551514,0.00087234403060277243,0.0077385902404785156,0.03722391712153756,2.4476357793901116e-05,0.0069966217267908824,0.59569430351257324,0,0,0,0,22.584312438964844,97.40972944535315,0.0029727090284836777,0.015625,-0.18296100906759422,0.015625,0,0.059139318764209747,12.179448127746582
48,0.80000000000000004,1,0.100896,0.16342399999999999,0.0021119999999999997,0.0042560000000000002,0.0014399999999999999,0.0071999999999999998,0.002944,0.075616000000000003,0.002336,0.0049919999999999999,0.74944497304154778,1.8904000000000001,40,0.025720652253822425,1.7903060913085938,0.00097274640027113397,0.0087199211120605469,0.037819662995776909,2.8262544219614938e-05,0.0075183168621194649,0.61655211448669434,0,0,0,0,23.045869827270508,102.33757437765598,0.0031230949211931147,0.015625,-0.18057290749270802,0.015625,0,0.067437857389450073,12.751001358032227
