implementation,completed,steps_recorded,warmup_steps_excluded,solver_gpu_ms_mean,solver_gpu_ms_p50,solver_gpu_ms_p95,solver_gpu_ms_p99,diagnostics_gpu_ms_mean,source_gpu_ms_mean,velocity_advection_gpu_ms_mean,buoyancy_gpu_ms_mean,divergence_gpu_ms_mean,pressure_clear_gpu_ms_mean,pressure_solve_gpu_ms_mean,pressure_gradient_gpu_ms_mean,scalar_advection_gpu_ms_mean,pressure_fraction_mean,rms_divergence_before_mean,rms_divergence_after_mean,divergence_remaining_fraction_mean,max_abs_divergence_after_peak,kinetic_energy_mean,velocity_rms_mean,velocity_max_peak,nonfinite_diagnostic_samples_total,enstrophy_mean
gpu_jacobi,1,480,30,0.10015815111111137,0.10063999999999999,0.1011696,0.10313664,0.16358833777777773,0.001515306666666668,0.0043815822222222321,0.0015243377777777762,0.0072263111111111368,0.0024404622222222228,0.075664924444444268,0.002270222222222223,0.0051350044444444338,0.75545448478281796,0.16189664170753396,0.030948164888443916,0.093780658447911128,2.9753427505493164,0.0080454839912176297,0.096479109748077121,2.6009979248046875,0,6.8005773280871411
