step,emitter,before_source,after_source,before_advection,forward,reverse,corrected,limited,final,expected_injection,measured_injection,forward_delta,correction_delta,lower_changed_cells,lower_delta,upper_changed_cells,upper_delta,damping_and_positivity_delta,damping_residual,limiter_residual,pattern_errors,injection_errors,untouched_errors,nonfinite,readback_match,audit_failed
108,1,62.827699821829405,63.327699821829405,63.327699821829405,63.915081586692686,,63.915081586692686,63.915081586692686,63.808643376756152,0.5,0.5,0.58738176486328086,,0,0,0,0,-0.10643820993653463,-1.7884775260768038e-06,0,0,0,0,0,1,0
109,1,63.808643376756152,64.308643376756137,64.308643376756137,64.90522515023585,,64.90522515023585,64.90522515023585,64.797138685637563,0.5,0.49999999999998579,0.59658177347971275,,0,0,0,0,-0.10808646459828708,-1.1781919226905302e-06,0,0,0,0,0,1,0
110,1,64.797138685637563,65.297138685637563,65.297138685637563,65.949784475565949,,65.949784475565949,65.949784475565949,65.839958221874923,0.5,0.5,0.65264578992838551,,0,0,0,0,-0.1098262536910255,-1.4849304079689318e-06,0,0,0,0,0,1,0
111,1,65.839958221874923,66.339958221874923,66.339958221874923,66.972976781033054,,66.972976781033054,66.972976781033054,66.86144696921626,0.5,0.5,0.63301855915813121,,0,0,0,0,-0.11152981181679422,-1.1427441108935454e-06,0,0,0,0,0,1,0
112,1,66.86144696921626,67.36144696921626,67.36144696921626,68.054734310591328,,68.054734310591328,68.054734310591328,67.941403363338267,0.5,0.5,0.69328734137506842,,0,0,0,0,-0.11333094725306125,-8.5045047626408632e-07,0,0,0,0,0,1,0
113,1,67.941403363338267,68.441403363338267,68.441403363338267,69.100666549608064,,69.100666549608064,69.100666549608064,68.985594031387635,0.5,0.5,0.65926318626979707,,0,0,0,0,-0.11507251822042974,-6.5277976091238088e-07,0,0,0,0,0,1,0
114,1,68.985594031387635,69.485594031387635,69.485594031387635,70.191400405687233,,70.191400405687233,70.191400405687233,70.074510929054469,0.5,0.5,0.70580637429959836,,0,0,0,0,-0.11688947663276394,-1.2353770841855294e-06,0,0,0,0,0,1,0
115,1,70.074510929054469,70.574510929054469,70.574510929054469,71.239477365669501,,71.239477365669501,71.239477365669501,71.120842172621153,0.5,0.5,0.66496643661503185,,0,0,0,0,-0.11863519304834824,-1.611596658790404e-06,0,0,0,0,0,1,0
116,1,71.120842172621153,71.620842172621153,71.620842172621153,72.297176901489721,,72.297176901489721,72.297176901489721,72.176780988702248,0.5,0.5,0.67633472886856794,,0,0,0,0,-0.12039591278747253,-9.6686939343726408e-07,0,0,0,0,0,1,0
117,1,72.176780988702248,72.676780988702248,72.676780988702248,73.391352613745894,,73.391352613745894,73.391352613745894,73.269134654259531,0.5,0.5,0.71457162504364646,,0,0,0,0,-0.12221795948636327,-9.0610367919907731e-07,0,0,0,0,0,1,0
118,1,73.269134654259531,73.769134654259531,73.769134654259531,74.464933987212049,,74.464933987212049,74.464933987212049,74.340927813031001,0.5,0.5,0.69579933295251806,,0,0,0,0,-0.12400617418104787,-1.3086465315836904e-06,0,0,0,0,0,1,0
119,1,74.340927813031001,74.840927813031001,74.840927813031001,75.574453198225882,,75.574453198225882,75.574453198225882,75.448599877020712,0.5,0.5,0.73352538519488064,,0,0,0,0,-0.12585332120517023,-7.9700508592850383e-07,0,0,0,0,0,1,0
120,1,75.448599877020712,75.948599877020712,75.948599877020712,76.669063110940371,,76.669063110940371,76.669063110940371,76.54138599105147,0.5,0.5,0.72046323391965927,,0,0,0,0,-0.12767711988890085,-1.7651595527468089e-06,0,0,0,0,0,1,0
121,1,76.54138599105147,77.04138599105147,77.04138599105147,77.755327865444187,,77.755327865444187,77.755327865444187,77.625842644191252,0.5,0.5,0.71394187439271661,,0,0,0,0,-0.12948522125293493,-9.330080104064109e-07,0,0,0,0,0,1,0
122,1,77.625842644191252,78.125842644191252,78.125842644191252,78.919217982210782,,78.919217982210782,78.919217982210782,78.787795236662248,0.5,0.5,0.79337533801952986,,0,0,0,0,-0.13142274554853373,-2.559288105885571e-07,0,0,0,0,0,1,0
123,1,78.787795236662248,79.287795236662248,79.287795236662248,80.048398684975098,,80.048398684975098,80.048398684975098,79.915095140684045,0.5,0.5,0.76060344831284965,,0,0,0,0,-0.13330354429105284,-6.5414295136179135e-07,0,0,0,0,0,1,0
124,1,79.915095140684045,80.415095140684045,80.415095140684045,81.213041058297861,,81.213041058297861,81.213041058297861,81.077797835951998,0.5,0.5,0.79794591761381639,,0,0,0,0,-0.1352432223458635,-8.7810622062534094e-07,0,0,0,0,0,1,0
125,1,81.077797835951998,81.577797835951998,81.577797835951998,82.344294599328933,,82.344294599328933,82.344294599328933,82.207167579746113,0.5,0.5,0.76649676337693506,,0,0,0,0,-0.13712701958282025,-8.2296163839146175e-07,0,0,0,0,0,1,0
126,1,82.207167579746113,82.707167579746113,82.707167579746113,83.445506300674793,,83.445506300674793,83.445506300674793,83.306545407605739,0.5,0.5,0.73833872092868091,,0,0,0,0,-0.13896089306905424,-8.7210082710953429e-07,0,0,0,0,0,1,0
127,1,83.306545407605739,83.806545407605739,83.806545407605739,84.578009910465497,,84.578009910465497,84.578009910465497,84.437162489171442,0.5,0.5,0.77146450285975732,,0,0,0,0,-0.1408474212940547,-1.466231168478771e-06,0,0,0,0,0,1,0
128,1,84.437162489171442,84.937162489171442,84.937162489171442,85.750720950244883,,85.750720950244883,85.750720950244883,85.607920946162608,0.5,0.5,0.81355846107344121,,0,0,0,0,-0.14280000408227522,-1.1583498320533181e-06,0,0,0,0,0,1,0
129,1,85.607920946162608,86.107920946162608,86.107920946162608,86.935967239107399,,86.935967239107399,86.935967239107399,86.791193363976078,0.5,0.5,0.82804629294479071,,0,0,0,0,-0.14477387513132101,-1.2640464319702005e-06,0,0,0,0,0,1,0
130,1,86.791193363976078,87.291193363976078,87.291193363976078,88.08759487314741,,88.08759487314741,88.08759487314741,87.940903332282687,0.5,0.5,0.79640150917133212,,0,0,0,0,-0.14669154086472247,-1.1488559295003142e-06,0,0,0,0,0,1,0
131,1,87.940903332282687,88.440903332282687,88.440903332282687,89.268566617321497,,89.268566617321497,89.268566617321497,89.119908747915019,0.5,0.5,0.8276632850388097,,0,0,0,0,-0.14865786940647752,-8.3035349973670236e-07,0,0,0,0,0,1,0
132,1,89.119908747915019,89.619908747915019,89.619908747915019,90.457632902886928,,90.457632902886928,90.457632902886928,90.30699410030617,0.5,0.5,0.83772415497190877,,0,0,0,0,-0.15063880258075812,-1.6368159805324467e-06,0,0,0,0,0,1,0
133,1,90.30699410030617,90.80699410030617,90.80699410030617,91.693360302200134,,91.693360302200134,91.693360302200134,91.540664271512497,0.5,0.5,0.88636620189396353,,0,0,0,0,-0.15269603068763615,-1.0344543710516518e-06,0,0,0,0,0,1,0
134,1,91.540664271512497,92.040664271512497,92.040664271512497,92.915496588433328,,92.915496588433328,92.915496588433328,92.760765015872892,0.5,0.5,0.87483231692083052,,0,0,0,0,-0.15473157256043635,-1.3788493333777296e-06,0,0,0,0,0,1,0
135,1,92.760765015872892,93.260765015872892,93.260765015872892,94.071283375698258,,94.071283375698258,94.071283375698258,93.91462660222696,0.5,0.5,0.81051835982536602,,0,0,0,0,-0.15665677347129758,-1.8726873065588734e-06,0,0,0,0,0,1,0
136,1,93.91462660222696,94.41462660222696,94.41462660222696,95.271965462760633,,95.271965462760633,95.271965462760633,95.113309980952721,0.5,0.5,0.85733886053367314,,0,0,0,0,-0.15865548180791222,-1.1107660071729697e-06,0,0,0,0,0,1,0
137,1,95.113309980952721,95.613309980952721,95.613309980952721,96.45136278876609,,96.45136278876609,96.45136278876609,96.290742596948945,0.5,0.5,0.83805280781336933,,0,0,0,0,-0.16062019181714504,-1.7955759545884575e-06,0,0,0,0,0,1,0
138,1,96.290742596948945,96.790742596948945,96.790742596948945,97.706433603822433,,97.706433603822433,97.706433603822433,97.543724706856665,0.5,0.5,0.91569100687348737,,0,0,0,0,-0.16270889696576774,-4.5807875892478478e-07,0,0,0,0,0,1,0
139,1,97.543724706856665,98.043724706856665,98.043724706856665,98.9640404701574,,98.9640404701574,98.9640404701574,98.799236034232123,0.5,0.5,0.92031576330073506,,0,0,0,0,-0.16480443592527649,-1.7311601254732523e-06,0,0,0,0,0,1,0
140,1,98.799236034232123,99.299236034232123,99.299236034232123,100.16241787128482,,100.16241787128482,100.16241787128482,99.995618304643443,0.5,0.5,0.86318183705269291,,0,0,0,0,-0.16679956664137308,-1.2295628835090611e-06,0,0,0,0,0,1,0
141,1,99.995618304643443,100.49561830464344,100.49561830464344,101.43253448329895,,101.43253448329895,101.43253448329895,101.26361946775849,0.5,0.5,0.93691617865550825,,0,0,0,0,-0.16891501554046329,-1.5803714887852038e-06,0,0,0,0,0,1,0
142,1,101.26361946775849,101.76361946775849,101.76361946775849,102.71321234393544,,102.71321234393544,102.71321234393544,102.54216508968265,0.5,0.5,0.94959287617695054,,0,0,0,0,-0.17104725425278389,-1.1335711036508656e-06,0,0,0,0,0,1,0
143,1,102.54216508968265,103.04216508968265,103.04216508968265,104.01201264161793,,104.01201264161793,104.01201264161793,103.83880252250874,0.5,0.5,0.96984755193527405,,0,0,0,0,-0.17321011910918571,-1.134007590053443e-06,0,0,0,0,0,1,0
144,1,103.83880252250874,104.33880252250874,104.33880252250874,105.27929905278613,,105.27929905278613,105.27929905278613,105.10397707412031,0.5,0.5,0.940496530277386,,0,0,0,0,-0.17532197866582067,-2.6085465805181229e-06,0,0,0,0,0,1,0
145,1,105.10397707412031,105.60397707412031,105.60397707412031,106.59651879308359,,106.59651879308359,106.59651879308359,106.41900393500296,0.5,0.5,0.99254171896328103,,0,0,0,0,-0.17751485808062739,-1.9500365624480764e-06,0,0,0,0,0,1,0
146,1,106.41900393500296,106.91900393500296,106.91900393500296,107.8796078390242,,107.8796078390242,107.8796078390242,107.69995703359432,0.5,0.5,0.96060390402124085,,0,0,0,0,-0.17965080542988687,-1.1965780686296057e-06,0,0,0,0,0,1,0
147,1,107.69995703359432,108.19995703359432,108.19995703359432,109.23585391899827,,109.23585391899827,109.23585391899827,109.05394411653212,0.5,0.5,1.0358968854039574,,0,0,0,0,-0.1819098024661514,-1.6659587345202453e-06,0,0,0,0,0,1,0
148,1,109.05394411653212,109.55394411653212,109.55394411653212,110.55962365989991,,110.55962365989991,110.55962365989991,110.37550950565625,0.5,0.5,1.0056795433677905,,0,0,0,0,-0.18411415424365885,-1.5722348507551942e-06,0,0,0,0,0,1,0
149,1,110.37550950565625,110.87550950565625,110.87550950565625,111.88784789391207,,111.88784789391207,111.88784789391207,111.70152156303129,0.5,0.5,1.012338388255813,,0,0,0,0,-0.18632633088077455,-1.885398745571365e-06,0,0,0,0,0,1,0
150,1,111.70152156303129,112.20152156303129,112.20152156303129,113.20140160129741,,113.20140160129741,113.20140160129741,113.0128881296182,0.5,0.5,0.99988003826611305,,0,0,0,0,-0.18851347167920096,-1.5932388350847759e-06,0,0,0,0,0,1,0
151,1,113.0128881296182,113.5128881296182,113.5128881296182,114.55377477537226,,114.55377477537226,114.55377477537226,114.36300853991315,0.5,0.5,1.0408866457540569,,0,0,0,0,-0.1907662354591082,-2.2788305074072923e-06,0,0,0,0,0,1,0
152,1,114.36300853991315,114.86300853991315,114.86300853991315,115.86953240343281,,115.86953240343281,115.86953240343281,115.67657627846148,0.5,0.5,1.0065238635196607,,0,0,0,0,-0.19295612497133163,-1.065242187792137e-06,0,0,0,0,0,1,0
153,1,115.67657627846148,116.17657627846148,116.17657627846148,117.19337488889877,,117.19337488889877,117.19337488889877,116.99821347050181,0.5,0.5,1.0167986104372915,,0,0,0,0,-0.19516141839696388,-1.7920267509907717e-06,0,0,0,0,0,1,0
154,1,116.99821347050181,117.49821347050181,117.49821347050181,118.48544660105952,,118.48544660105952,118.48544660105952,118.28813472787341,0.5,0.5,0.987233130557712,,0,0,0,0,-0.19731187318610921,-5.8736561925343267e-07,0,0,0,0,0,1,0
155,1,118.28813472787341,118.78813472787341,118.78813472787341,119.88670960624667,,119.88670960624667,119.88670960624667,119.68706332025747,0.5,0.5,1.0985748783732561,,0,0,0,0,-0.19964628598920342,-1.5067885072994613e-06,0,0,0,0,0,1,0
156,1,119.68706332025747,120.18706332025747,120.18706332025747,121.28950934162079,,121.28950934162079,121.28950934162079,121.08752595024561,0.5,0.5,1.1024460213633205,,0,0,0,0,-0.20198339137517962,-2.5597096708906975e-06,0,0,0,0,0,1,0
157,1,121.08752595024561,121.58752595024561,121.58752595024561,122.65490813239789,,122.65490813239789,122.65490813239789,122.45065144437881,0.5,0.5,1.0673821821522864,,0,0,0,0,-0.20425668801908614,-2.0868839811782891e-06,0,0,0,0,0,1,0
158,1,122.45065144437881,122.95065144437881,122.95065144437881,124.02302158501475,,124.02302158501475,124.02302158501475,123.81648703137249,0.5,0.5,1.0723701406359396,,0,0,0,0,-0.20653455364225692,-1.6623694421014079e-06,0,0,0,0,0,1,0
159,1,123.81648703137249,124.31648703137249,124.31648703137249,125.45097575741549,,125.45097575741549,125.45097575741549,125.24206246849366,0.5,0.5,1.1344887260430028,,0,0,0,0,-0.20891328892183481,-2.4560369951132088e-06,0,0,0,0,0,1,0
160,1,125.24206246849366,125.74206246849366,125.74206246849366,126.78994406016183,,126.78994406016183,126.78994406016183,126.57880187561376,0.5,0.5,1.0478815916681725,,0,0,0,0,-0.21114218454806633,-1.5963216100089994e-06,0,0,0,0,0,1,0
161,1,126.57880187561376,127.07880187561376,127.07880187561376,128.11843892578813,,128.11843892578813,128.11843892578813,127.90508423364787,0.5,0.5,1.0396370501743633,,0,0,0,0,-0.21335469214025693,-1.7897634023711362e-06,0,0,0,0,0,1,0
162,1,127.90508423364787,128.40508423364793,128.40508423364793,129.47659988252596,,129.47659988252596,129.47659988252596,129.26098314013876,0.5,0.50000000000005684,1.0715156488780337,,0,0,0,0,-0.21561674238719775,-2.1235511553641118e-06,0,0,0,0,0,1,0
163,1,129.26098314013876,129.76098314013876,129.76098314013876,130.90528524190029,,130.90528524190029,130.90528524190029,130.68728956844828,0.5,0.5,1.1443021017615251,,0,0,0,0,-0.21799567345200899,-1.8953748224248557e-06,0,0,0,0,0,1,0
164,1,130.68728956844828,131.18728956844834,131.18728956844834,132.32557341326699,,132.32557341326699,132.32557341326699,132.1052132428089,0.5,0.50000000000005684,1.138283844818659,,0,0,0,0,-0.22036017045809331,-1.2167967611276254e-06,0,0,0,0,0,1,0
165,1,132.1052132428089,132.6052132428089,132.6052132428089,133.75263173404267,,133.75263173404267,133.75263173404267,133.52989331730612,0.5,0.5,1.1474184912337648,,0,0,0,0,-0.22273841673654715,-3.0133066672988207e-06,0,0,0,0,0,1,0
166,1,133.52989331730612,134.02989331730612,134.02989331730612,135.18122133361246,,135.18122133361246,135.18122133361246,134.95610534031769,0.5,0.5,1.1513280163063371,,0,0,0,0,-0.22511599329476439,-1.5900896812581777e-06,0,0,0,0,0,1,0
167,1,134.95610534031769,135.45610534031769,135.45610534031769,136.66917192316544,,136.66917192316544,136.66917192316544,136.44157765536005,0.5,0.5,1.2130665828477447,,0,0,0,0,-0.22759426780538661,-2.0122351997997612e-06,0,0,0,0,0,1,0
168,1,136.44157765536005,136.94157765535999,136.94157765535999,138.07185625991983,,138.07185625991983,138.07185625991983,137.84192621200947,0.5,0.49999999999994316,1.1302786045598339,,0,0,0,0,-0.22993004791035787,-1.9320465298733325e-06,0,0,0,0,0,1,0
169,1,137.84192621200947,138.34192621200947,138.34192621200947,139.51569034469927,,139.51569034469927,139.51569034469927,139.28335606589616,0.5,0.5,1.1737641326897972,,0,0,0,0,-0.23233427880310842,-1.7768483360214304e-06,0,0,0,0,0,1,0
170,1,139.28335606589616,139.7833560658961,139.7833560658961,140.92111949833242,,140.92111949833242,140.92111949833242,140.68644448834095,0.5,0.49999999999994316,1.1377634324363157,,0,0,0,0,-0.23467500999146296,-2.076858379496116e-06,0,0,0,0,0,1,0
171,1,140.68644448834095,141.18644448834095,141.18644448834095,142.40316197583965,,142.40316197583965,142.40316197583965,142.16601939699507,0.5,0.5,1.2167174874986983,,0,0,0,0,-0.23714257884458334,-1.6319996802849346e-06,0,0,0,0,0,1,0
172,1,142.16601939699507,142.66601939699507,142.66601939699507,143.83560357732097,,143.83560357732097,143.83560357732097,143.59607453418064,0.5,0.5,1.1695841803258986,,0,0,0,0,-0.23952904314032253,-2.6818638332315459e-06,0,0,0,0,0,1,0
173,1,143.59607453418064,144.09607453418064,144.09607453418064,145.34598560268964,,145.34598560268964,145.34598560268964,145.10394355452658,0.5,0.5,1.2499110685089931,,0,0,0,0,-0.24204204816305719,-4.7993009388846986e-07,0,0,0,0,0,1,0
174,1,145.10394355452658,145.60394355452658,145.60394355452658,146.89005333238208,,146.89005333238208,146.89005333238208,146.64543774511367,0.5,0.5,1.2861097778555006,,0,0,0,0,-0.24461558726841304,-2.7159945830135257e-06,0,0,0,0,0,1,0
175,1,146.64543774511367,147.14543774511367,147.14543774511367,148.37777246760518,,148.37777246760518,148.37777246760518,148.1306803042506,0.5,0.5,1.2323347224915153,,0,0,0,0,-0.24709216335457995,-1.8251518554279755e-06,0,0,0,0,0,1,0
176,1,148.1306803042506,148.6306803042506,148.6306803042506,149.90427022019807,,149.90427022019807,149.90427022019807,149.65463589591064,0.5,0.5,1.2735899159474684,,0,0,0,0,-0.24963432428742749,-1.9419515240315377e-06,0,0,0,0,0,1,0
177,1,149.65463589591064,150.15463589591064,150.15463589591064,151.3121800288605,,151.3121800288605,151.3121800288605,151.06019989009954,0.5,0.5,1.1575441329498517,,0,0,0,0,-0.25198013876095615,-3.19426484907126e-06,0,0,0,0,0,1,0
178,1,151.06019989009954,151.56019989009954,151.56019989009954,152.8421034522749,,152.8421034522749,152.8421034522749,152.58757741208996,0.5,0.5,1.2819035621753585,,0,0,0,0,-0.25452604018494185,-1.346860045714493e-06,0,0,0,0,0,1,0
179,1,152.58757741208996,153.08757741208996,153.08757741208996,154.39703546871402,,154.39703546871402,154.39703546871402,154.13992032256451,0.5,0.5,1.3094580566240666,,0,0,0,0,-0.25711514614951625,-1.0577183502391563e-06,0,0,0,0,0,1,0
180,1,154.13992032256451,154.63992032256451,154.63992032256451,155.91893943250847,,155.91893943250847,155.91893943250847,155.65928915329769,0.5,0.5,1.2790191099439596,,0,0,0,0,-0.25965027921077422,-1.7965849963275105e-06,0,0,0,0,0,1,0
181,1,155.65928915329769,156.15928915329769,156.15928915329769,157.46510754586117,,157.46510754586117,157.46510754586117,157.20288158629413,0.5,0.5,1.3058183925634808,,0,0,0,0,-0.26222595956704708,-2.6761765070659749e-06,0,0,0,0,0,1,0
182,1,157.20288158629413,157.70288158629413,157.70288158629413,158.95447952424232,,158.95447952424232,158.95447952424232,158.68977263430793,0.5,0.5,1.2515979379481905,,0,0,0,0,-0.26470688993438785,-3.3871708637889242e-06,0,0,0,0,0,1,0
183,1,158.68977263430793,159.18977263430793,159.18977263430793,160.49317664051179,,160.49317664051179,160.49317664051179,160.22590749021597,0.5,0.5,1.3034040062038628,,0,0,0,0,-0.26726915029581733,-3.2880592470974079e-06,0,0,0,0,0,1,0
184,1,160.22590749021597,160.72590749021597,160.72590749021597,162.00673437040851,,162.00673437040851,162.00673437040851,161.73694620068292,0.5,0.5,1.2808268801925351,,0,0,0,0,-0.26978816972558661,-1.8120994127457379e-06,0,0,0,0,0,1,0
185,1,161.73694620068292,162.23694620068292,162.23694620068292,163.57262570167012,,163.57262570167012,163.57262570167012,163.30022921010169,0.5,0.5,1.3356795009871973,,0,0,0,0,-0.27239649156842916,-2.4885237621674605e-06,0,0,0,0,0,1,0
186,1,163.30022921010169,163.80022921010169,163.80022921010169,165.18979219930759,,165.18979219930759,165.18979219930759,164.91470275086186,0.5,0.5,1.3895629892058992,,0,0,0,0,-0.27508944844572625,-2.4125414483933127e-06,0,0,0,0,0,1,0
187,1,164.91470275086186,165.41470275086186,165.41470275086186,166.79559469948853,,166.79559469948853,166.79559469948853,166.5178320418469,0.5,0.5,1.3808919486266689,,0,0,0,0,-0.27776265764163099,-1.5131005568491673e-06,0,0,0,0,0,1,0
188,1,166.5178320418469,167.0178320418469,167.0178320418469,168.3607331153693,,168.3607331153693,168.3607331153693,168.08036334490507,0.5,0.5,1.3429010735223983,,0,0,0,0,-0.28036977046423317,-2.234318998262097e-06,0,0,0,0,0,1,0
189,1,168.08036334490507,168.58036334490507,168.58036334490507,169.98059596805547,,169.98059596805547,169.98059596805547,169.69752863518679,0.5,0.5,1.4002326231504014,,0,0,0,0,-0.2830673328686828,-2.273680848929871e-06,0,0,0,0,0,1,0
190,1,169.69752863518679,170.19752863518679,170.19752863518679,171.55856922784838,,171.55856922784838,171.55856922784838,171.27287277187952,0.5,0.5,1.3610405926615954,,0,0,0,0,-0.28569645596886062,-3.6315850024948304e-06,0,0,0,0,0,1,0
191,1,171.27287277187952,171.77287277187952,171.77287277187952,173.15416050622926,,173.15416050622926,173.15416050622926,172.86580784157772,0.5,0.5,1.3812877343497405,,0,0,0,0,-0.28835266465154064,-2.7361606100839708e-06,0,0,0,0,0,1,0
192,1,172.86580784157772,173.36580784157772,173.36580784157772,174.73214740677517,,174.73214740677517,174.73214740677517,174.44116654681611,0.5,0.5,1.3663395651974497,,0,0,0,0,-0.29098085995906331,-3.1435558582870726e-06,0,0,0,0,0,1,0
193,1,174.44116654681611,174.94116654681611,174.94116654681611,176.36428945649001,,176.36428945649001,176.36428945649001,176.07059006298564,0.5,0.5,1.4231229096739071,,0,0,0,0,-0.2936993935043688,-3.7057744464163989e-06,0,0,0,0,0,1,0
194,1,176.07059006298564,176.57059006298564,176.57059006298564,178.01910011342579,,178.01910011342579,178.01910011342579,177.72264622078768,0.5,0.5,1.4485100504401487,,0,0,0,0,-0.29645389263811239,-2.4840333878728416e-06,0,0,0,0,0,1,0
195,1,177.72264622078768,178.22264622078768,178.22264622078768,179.61771739580209,,179.61771739580209,179.61771739580209,179.31860148876692,0.5,0.5,1.395071175014408,,0,0,0,0,-0.29911590703517277,-2.3551837387003616e-06,0,0,0,0,0,1,0
196,1,179.31860148876692,179.81860148876692,179.81860148876692,181.23694019230896,,181.23694019230896,181.23694019230896,180.9351268803824,0.5,0.5,1.4183387035420481,,0,0,0,0,-0.30181331192656558,-3.3029055543920549e-06,0,0,0,0,0,1,0
197,1,180.9351268803824,181.4351268803824,181.4351268803824,182.87047050692024,,182.87047050692024,182.87047050692024,182.56593766451829,0.5,0.5,1.4353436265378434,,0,0,0,0,-0.30453284240195444,-2.5502065739146929e-06,0,0,0,0,0,1,0
198,1,182.56593766451829,183.06593766451829,183.06593766451829,184.45084377446634,,184.45084377446634,184.45084377446634,184.14367838002266,0.5,0.5,1.384906109948048,,0,0,0,0,-0.30716539444367186,-3.340370426485606e-06,0,0,0,0,0,1,0
199,1,184.14367838002266,184.64367838002266,184.64367838002266,186.05946631898573,,186.05946631898573,186.05946631898573,185.7496214938281,0.5,0.5,1.4157879389630637,,0,0,0,0,-0.30984482515762579,-3.9662870676693274e-06,0,0,0,0,0,1,0
200,1,185.7496214938281,186.2496214938281,186.2496214938281,187.68849311796367,,187.68849311796367,187.68849311796367,187.37593689359502,0.5,0.5,1.4388716241355723,,0,0,0,0,-0.31255622436864883,-2.5819330744525359e-06,0,0,0,0,0,1,0
201,1,187.37593689359502,187.87593689359502,187.87593689359502,189.31209451446543,,189.31209451446543,189.31209451446543,188.99683364393994,0.5,0.5,1.4361576208704037,,0,0,0,0,-0.31526087052549201,-3.4793308714142768e-06,0,0,0,0,0,1,0
202,1,188.99683364393994,189.49683364393994,189.49683364393994,190.95931326672931,,190.95931326672931,190.95931326672931,190.64130979921052,0.5,0.5,1.4624796227893739,,0,0,0,0,-0.3180034675187926,-2.9980864439949073e-06,0,0,0,0,0,1,0
203,1,190.64130979921052,191.14130979921052,191.14130979921052,192.58727293400352,,192.58727293400352,192.58727293400352,192.26655877351351,0.5,0.5,1.4459631347930042,,0,0,0,0,-0.320714160490013,-2.6845636966754682e-06,0,0,0,0,0,1,0
204,1,192.26655877351351,192.76655877351351,192.76655877351351,194.28213219778374,,194.28213219778374,194.28213219778374,193.95859455584628,0.5,0.5,1.5155734242702295,,0,0,0,0,-0.32353764193746315,-3.7530455472278845e-06,0,0,0,0,0,1,0
205,1,193.95859455584628,194.45859455584628,194.45859455584628,195.92388442599022,,195.92388442599022,195.92388442599022,195.59761320447845,0.5,0.5,1.4652898701439483,,0,0,0,0,-0.32627122151177446,-3.3576680493752065e-06,0,0,0,0,0,1,0
206,1,195.59761320447845,196.09761320447845,196.09761320447845,197.59683391520755,,197.59683391520755,197.59683391520755,197.26777658129282,0.5,0.5,1.4992207107291051,,0,0,0,0,-0.32905733391473291,-3.542986803495296e-06,0,0,0,0,0,1,0
207,1,197.26777658129282,197.76777658129282,197.76777658129282,199.30534941522311,,199.30534941522311,199.30534941522311,198.97344816964065,0.5,0.5,1.5375728339302839,,0,0,0,0,-0.3319012455824577,-2.3002513671599445e-06,0,0,0,0,0,1,0
208,1,198.97344816964065,199.47344816964065,199.47344816964065,201.00413094336494,,201.00413094336494,201.00413094336494,200.66939997521754,0.5,0.5,1.5306827737242941,,0,0,0,0,-0.33473096814739733,-3.0781881719121884e-06,0,0,0,0,0,1,0
209,1,200.66939997521754,201.16939997521754,201.16939997521754,202.63259633404215,,202.63259633404215,202.63259633404215,202.29515331336754,0.5,0.5,1.4631963588246037,,0,0,0,0,-0.33744302067461263,-3.2820504998198885e-06,0,0,0,0,0,1,0
210,1,202.29515331336754,202.79515331336754,202.79515331336754,204.29368030538998,,204.29368030538998,204.29368030538998,203.95347142656601,0.5,0.5,1.4985269920224482,,0,0,0,0,-0.34020887882397233,-2.9725089802923321e-06,0,0,0,0,0,1,0
211,1,203.95347142656601,204.45347142656601,204.45347142656601,206.00147399483131,,206.00147399483131,206.00147399483131,205.65842019397257,0.5,0.5,1.5480025682653036,,0,0,0,0,-0.34305380085874049,-3.9421559847596654e-06,0,0,0,0,0,1,0
212,1,205.65842019397257,206.15842019397257,206.15842019397257,207.70556316026253,,207.70556316026253,207.70556316026253,207.35967197322196,0.5,0.5,1.5471429662899538,,0,0,0,0,-0.34589118704056432,-3.5450145219328988e-06,0,0,0,0,0,1,0
213,1,207.35967197322196,207.85967197322196,207.85967197322196,209.38010479114098,,209.38010479114098,209.38010479114098,209.03142497831254,0.5,0.5,1.5204328179190156,,0,0,0,0,-0.3486798128284363,-3.592358893911296e-06,0,0,0,0,0,1,0
214,1,209.03142497831254,209.53142497831254,209.53142497831254,211.1182037882518,,211.1182037882518,211.1182037882518,210.7666298711745,0.5,0.5,1.5867788099392612,,0,0,0,0,-0.35157391707730312,-3.2774373153188208e-06,0,0,0,0,0,1,0
215,1,210.7666298711745,211.2666298711745,211.2666298711745,212.86284094879048,,212.86284094879048,212.86284094879048,212.50836167028137,0.5,0.5,1.5962110776159761,,0,0,0,0,-0.35447927850910332,-3.3318356429390406e-06,0,0,0,0,0,1,0
216,1,212.50836167028137,213.00836167028137,213.00836167028137,214.55936477283507,,214.55936477283507,214.55936477283507,214.20205955564936,0.5,0.5,1.5510031025536932,,0,0,0,0,-0.3573052171857114,-4.085590148861229e-06,0,0,0,0,0,1,0
217,1,214.20205955564936,214.70205955564936,214.70205955564936,216.27390886145295,,216.27390886145295,216.27390886145295,215.91374871967761,0.5,0.5,1.5718493058035961,,0,0,0,0,-0.36016014177533862,-3.8164968714227143e-06,0,0,0,0,0,1,0
218,1,215.91374871967761,216.41374871967761,216.41374871967761,217.94241662333732,,217.94241662333732,217.94241662333732,217.57947805404393,0.5,0.5,1.5286679036597093,,0,0,0,0,-0.36293856929339086,-3.7136433945761382e-06,0,0,0,0,0,1,0
