step,emitter,before_source,after_source,before_advection,forward,reverse,corrected,limited,final,expected_injection,measured_injection,forward_delta,correction_delta,lower_changed_cells,lower_delta,upper_changed_cells,upper_delta,damping_and_positivity_delta,damping_residual,limiter_residual,pattern_errors,injection_errors,untouched_errors,nonfinite,readback_match,audit_failed
21,1,10.65259117138703,11.15259117138703,11.15259117138703,10.956856363867701,10.754923963937472,11.155690383891852,11.306394544224531,11.287565915859886,0.5,0.5,-0.19573480751932948,0.19883402002415096,1,0.15070416033267975,0,0,-0.018828628364644828,-3.3080144135055889e-07,0,0,0,0,0,1,0
22,1,11.287565915859886,11.787565915859886,11.787565915859886,11.584000110742636,11.33887753480667,11.808343823962787,11.964810024910548,11.944884656437353,0.5,0.5,-0.20356580511725042,0.22434371322015068,1,0.15646620094776154,0,0,-0.019925368473195704,-6.2566017078324876e-07,0,0,0,0,0,1,0
23,1,11.944884656437353,12.444884656437353,12.444884656437353,12.228811562497867,11.979271122210776,12.46161827279866,12.643854005473258,12.622798508011329,0.5,0.5,-0.21607309393948526,0.23280671030079247,1,0.18223573267459869,0,0,-0.021055497461929917,4.2801554300808675e-08,0,0,0,0,0,1,0
24,1,12.622798508011329,13.122798508011329,13.122798508011329,12.892726249279804,12.639925757830497,13.134162147558527,13.343210686958628,13.320989944870234,0.5,0.5,-0.23007225873152493,0.24143589827872347,1,0.20904853940010071,0,0,-0.022220742088393308,-5.7806705733298713e-07,0,0,0,0,0,1,0
25,1,13.320989944870234,13.820989944870234,13.820989944870234,13.582492462985101,13.456837915829965,13.764568598206097,14.065143768872076,14.041721320136276,0.5,0.5,-0.23849748188513331,0.18207613522099564,5,0.30057517066597939,0,0,-0.023422448735800572,-6.4958751266885884e-08,0,0,0,0,0,1,0
26,1,14.041721320136276,14.541721320136276,14.541721320136276,14.325960504997056,14.204019888158655,14.494810851145303,14.826055856276071,14.801366068830248,0.5,0.5,-0.21576081513921963,0.1688503461482469,5,0.33124500513076782,0,0,-0.024689787445822731,-2.7300700367050013e-07,0,0,0,0,0,1,0
27,1,14.801366068830248,15.301366068830248,15.301366068830248,15.077066074998584,14.881320927874185,15.287088771408889,15.626192015653942,15.600169577199267,0.5,0.5,-0.22429999383166432,0.2100226964103058,5,0.33910324424505234,0,0,-0.026022438454674557,-4.7434403782631307e-07,0,0,0,0,0,1,0
28,1,15.600169577199267,16.100169577199267,16.100169577199267,15.865899144866944,15.675516056189281,16.078226026836774,16.447969999853512,16.420579617065528,0.5,0.5,-0.23427043233232325,0.21232688196982963,5,0.36974397301673889,0,0,-0.02739038278798489,7.066351415119243e-08,0,0,0,0,0,1,0
29,1,16.420579617065528,16.920579617065528,16.920579617065528,16.66441881724586,16.434396326101705,16.907510097154272,17.284320893713129,17.255537376767506,0.5,0.5,-0.25616079981966777,0.24309127990841262,5,0.37681079655885696,0,0,-0.028783516945622978,-3.061977800200566e-07,0,0,0,0,0,1,0
30,1,17.255537376767506,17.755537376767506,17.755537376767506,17.528909501796079,17.291352424242632,17.761001511523546,18.167814499745191,18.137559262282593,0.5,0.5,-0.22662787497142745,0.23209200972746657,5,0.40681298822164536,0,0,-0.030255237462597506,-7.6366580969988718e-07,0,0,0,0,0,1,0
31,1,18.137559262282593,18.637559262282593,18.637559262282593,18.39833200922385,18.121646617490569,18.656288553041804,19.068283535552609,19.036529445500264,0.5,0.5,-0.23922725305874337,0.2579565438179543,5,0.41199498251080513,0,0,-0.031754090052345418,-8.4385664678165995e-08,0,0,0,0,0,1,0
32,1,19.036529445500264,19.536529445500264,19.536529445500264,19.319536222189527,19.054950681305854,19.560325619534524,20.000700291947396,19.96739305637584,0.5,0.5,-0.21699322331073745,0.24078939734499727,5,0.44037467241287231,0,0,-0.033307235571555793,-4.9617763764331357e-07,0,0,0,0,0,1,0
33,1,19.96739305637584,20.46739305637584,20.46739305637584,20.234726291215338,20.110259170440258,20.413293458052067,20.954876340456394,20.91997997716453,0.5,0.5,-0.23266676516050211,0.17856716683672857,5,0.54158288240432739,0,0,-0.034896363291863963,-6.5488587708273371e-07,0,0,0,0,0,1,0
34,1,20.91997997716453,21.41997997716453,21.41997997716453,21.203651790198819,21.046360602978893,21.390461488936126,21.93325105992335,21.896726246168328,0.5,0.5,-0.21632818696571121,0.18680969873730646,5,0.54278957098722458,0,0,-0.036524813755022478,1.6119339818487788e-07,0,0,0,0,0,1,0
35,1,21.896726246168328,22.396726246168328,22.396726246168328,22.213158941618531,22.05037172397715,22.386336720644977,22.952883823871161,22.914660399323111,0.5,0.5,-0.18356730454979697,0.17317777902644593,5,0.56654710322618484,0,0,-0.038223424548050389,-4.7691613858091841e-07,0,0,0,0,0,1,0
36,1,22.914660399323111,23.414660399323111,23.414660399323111,23.217223317999014,22.998440922761802,23.425332821315351,23.988555177455964,23.948607134513622,0.5,0.5,-0.19743708132409665,0.20810950331633649,5,0.56322235614061356,0,0,-0.039948042942341999,-4.1390588734202538e-07,0,0,0,0,0,1,0
37,1,23.948607134513622,24.448607134513622,24.448607134513622,24.279051020230781,24.03128181739396,24.487713730707753,25.045194468274701,25.003487440996594,0.5,0.5,-0.16955611428284101,0.20866271047697182,5,0.55748073756694794,0,0,-0.041707027278107489,2.0062132222165019e-07,0,0,0,0,0,1,0
38,1,25.003487440996594,25.503487440996594,25.503487440996594,25.383430324491769,25.13104670106668,25.569650667570272,26.145364637337366,26.101825101808714,0.5,0.5,-0.12005711650482453,0.18622034307850299,5,0.57571396976709366,0,0,-0.043539535528651641,-2.1772360270233548e-07,0,0,0,0,0,1,0
39,1,26.101825101808714,26.601825101808714,26.601825101808714,26.481483361970618,26.17353170806939,26.695629981038792,27.261234295246823,27.215836022210283,0.5,0.5,-0.12034173983809637,0.214146619068174,5,0.5656043142080307,0,0,-0.045398273036539649,-7.2130211847820647e-07,0,0,0,0,0,1,0
40,1,27.215836022210283,27.715836022210283,27.715836022210283,27.453027551811346,27.298023958961622,27.66193310839073,28.307248882175845,28.260108842785296,0.5,0.5,-0.26280847039893729,0.20890555657938492,5,0.64531577378511429,0,0,-0.047140039390548338,-5.8188579643569938e-07,0,0,0,0,0,1,0
41,1,28.260108842785296,28.760108842785296,28.760108842785296,28.57946002494165,28.40040594785258,28.759312398841431,29.389397807529022,29.340455662275861,0.5,0.5,-0.18064881784364673,0.17985237389978082,5,0.63008540868759155,0,0,-0.048942145253160874,-6.0823539627108403e-07,0,0,0,0,0,1,0
42,1,29.340455662275861,29.840455662275861,29.840455662275861,29.658303938287602,29.429060477916813,29.864001229159655,30.477276937746325,30.426524052672651,0.5,0.5,-0.18215172398825885,0.20569729087205246,9,0.6132757085866718,0,0,-0.050752885073674037,2.738449822459188e-07,-1.7763568394002505e-15,0,0,0,0,1,0
43,1,30.426524052672651,30.926524052672651,30.926524052672651,30.790420327233591,30.508684343437146,30.999339875586227,30.975945911600181,30.924362024534492,0.5,0.5,-0.13610372543906024,0.20891954835263604,9,0.59338345605789833,1,-0.61677742004394531,-0.051583887065689282,-3.0534615902411133e-07,1.7763568394002505e-15,0,0,0,0,1,0
44,1,30.924362024534492,31.424362024534492,31.424362024534492,31.205087059072127,30.928960243525665,31.452789136494701,31.492583923955451,31.440139754877329,0.5,0.5,-0.21927496546236469,0.24770207742257355,9,0.57201333243753494,9,-0.53221854497678578,-0.052444169078121661,-2.4110132557098041e-07,4.4408920985006262e-16,0,0,0,0,1,0
45,1,31.440139754877329,31.940139754877329,31.940139754877329,31.776026811257715,31.462846184463672,32.014673390878983,32.109386352215694,32.055914685247295,0.5,0.5,-0.16411294361961382,0.23864657962126756,17,0.55088924533884442,9,-0.45617628400214016,-0.053471666968398779,-5.9107001959546324e-07,6.7723604502134549e-15,0,0,0,0,1,0
46,1,32.055914685247295,32.555914685247295,32.555914685247295,32.41046889719793,32.088149882759275,32.644350806069404,32.812268693316966,32.757626872296477,0.5,0.5,-0.14544578804936492,0.23388190887147431,17,0.52780694983473131,9,-0.35988906258717179,-0.05464182102048909,-2.5015852145315876e-07,2.2204460492503131e-15,0,0,0,0,1,0
47,1,32.757626872296477,33.257626872296477,33.257626872296477,33.164916919748947,32.992230397542151,33.297615209764103,33.548369167847909,33.492502036561135,0.5,0.5,-0.092709952547529895,0.13269829001515632,17,0.5064431788196051,9,-0.25568922073580325,-0.055867131286774452,2.5198750819299676e-07,3.7747582837255322e-15,0,0,0,0,1,0
48,1,33.492502036561135,33.992502036561135,33.992502036561135,34.009552085224499,33.826798356447163,34.092403407649975,34.43628444055053,34.37893702815979,0.5,0.5,0.017050048663364237,0.082851322425476326,17,0.48776001786407946,5,-0.14387898496352136,-0.05734741239074026,-1.402760368307554e-06,-3.2751579226442118e-15,0,0,0,0,1,0
49,1,34.37893702815979,34.87893702815979,34.87893702815979,34.844088316231819,34.678612451230194,34.944251376302482,35.377459383755848,35.318544924931658,0.5,0.5,-0.03484871192797101,0.10016306007066333,17,0.47125198328344481,1,-0.038043975830078125,-0.058914458824190774,-1.1306449891890225e-06,-2.7755575615628914e-16,0,0,0,0,1,0
50,1,35.318544924931658,35.818544924931658,35.818544924931658,35.81506132067048,35.756503732037018,35.846081834092402,36.362351237631607,36.301798165845383,0.5,0.5,-0.00348360426117722,0.031020513421921692,17,0.51626940353920747,0,0,-0.060553071786223711,3.757802602422089e-07,-2.4424906541753444e-15,0,0,0,0,1,0
51,1,36.301798165845383,36.801798165845383,36.801798165845383,36.865929077726555,36.941396198160135,36.796130122102262,37.293345754125156,37.231241717882085,0.5,0.5,0.064130911881171926,-0.069798955624293058,25,0.49721563202288832,0,0,-0.062104036243070482,-2.2337508198688738e-07,4.9960036108132044e-15,0,0,0,0,1,0
52,1,37.231241717882085,37.731241717882085,37.731241717882085,37.856774269915306,37.891437533566567,37.776675859463126,38.255102831895378,38.191396298583854,0.5,0.5,0.12553255203322067,-0.080098410452180246,26,0.47842697243225674,0,0,-0.063706533311524538,-1.126905203818751e-06,-3.9968028886505635e-15,0,0,0,0,1,0
53,1,38.191396298583854,38.691396298583854,38.691396298583854,38.758461096226931,38.793123117158736,38.707597917840161,38.718688802238461,38.654210144553041,0.5,0.5,0.067064797643077156,-0.050863178386769903,29,0.4613081314075772,1,-0.45021724700927734,-0.06447865768542016,-1.2514553304754372e-06,-1.1102230246251565e-16,0,0,0,0,1,0
54,1,38.654210144553041,39.154210144553041,39.154210144553041,39.302714169726777,39.303164195369853,39.22823690815374,39.022797884805371,38.957813500362072,0.5,0.5,0.14850402517373595,-0.074477261573036913,29,0.4433561045202864,1,-0.64879512786865234,-0.064984384443299348,-5.5184757030701803e-07,-2.7755575615628914e-15,0,0,0,0,1,0
55,1,38.957813500362072,39.457813500362072,39.457813500362072,39.509823676193051,39.635215092110187,39.421122541710957,39.29150365024919,39.226072259688834,0.5,0.5,0.052010175830979222,-0.08870113448209338,29,0.41342233778628734,1,-0.54304122924804688,-0.065431390560355851,-8.7987331198746688e-08,-7.7715611723760958e-15,0,0,0,0,1,0
56,1,39.226072259688834,39.726072259688834,39.726072259688834,39.83753914703103,39.923491009882788,39.738829599049438,39.712292791279467,39.646159831132898,0.5,0.5,0.11146688734219623,-0.098709547981592038,29,0.39857973123149359,1,-0.42511653900146484,-0.066132960146568109,-9.2639641025016317e-07,-6.6613381477509392e-16,0,0,0,0,1,0
57,1,39.646159831132898,40.146159831132898,40.146159831132898,40.363853263469068,40.431129952708126,40.22136777697299,40.536505356781753,40.469000311019563,0.5,0.5,0.21769343233616922,-0.14248548649607784,25,0.60108824051431831,1,-0.28595066070556641,-0.067505045762189297,-4.6841486067705773e-07,1.0880185641326534e-14,0,0,0,0,1,0
58,1,40.469000311019563,40.969000311019563,40.969000311019563,41.098582065824097,41.16521022643667,41.000476926494827,41.466055389971494,41.397002247908517,0.5,0.5,0.12958175480453349,-0.09810513932927023,25,0.61161937991954674,1,-0.14604091644287109,-0.069053142062976747,-6.048813929737662e-07,-8.1046280797636427e-15,0,0,0,0,1,0
59,1,41.397002247908517,41.897002247908517,41.897002247908517,42.074556262753994,42.132251153509849,41.956931256280271,42.551806272186148,42.480945217196755,0.5,0.5,0.17755401484547662,-0.1176250064737232,29,0.5950609628398037,8,-0.00018594693392515182,-0.070861054989393324,-4.4003289190186479e-07,-9.9920072216264089e-16,0,0,0,0,1,0
60,1,42.480945217196755,42.980945217196755,42.980945217196755,43.14927737613845,43.345781218602575,42.966860718030226,43.548084207834101,43.47556401512292,0.5,0.5,0.16833215894169484,-0.18241665810822383,29,0.58147022980838758,16,-0.00024674000451341271,-0.072520192711181153,-4.973683900288961e-07,1.1102230246251565e-15,0,0,0,0,1,0
61,1,43.47556401512292,43.97556401512292,43.97556401512292,44.201033338149919,44.246525612636994,44.065552375968473,44.574915866867578,44.500685712088938,0.5,0.5,0.22546932302699929,-0.13548096218144678,33,0.50968188401033987,8,-0.00031839311122894287,-0.074230154778639701,-4.9858599737717668e-07,-5.9952043329758453e-15,0,0,0,0,1,0
62,1,44.500685712088938,45.000685712088938,45.000685712088938,45.169551067751854,45.259961398429688,45.039913050348318,45.346738608265575,45.271223312775213,0.5,0.5,0.16886535566291627,-0.12963801740353631,41,0.49918357488502718,1,-0.19235801696777344,-0.075515295490362178,-3.393566601062048e-07,3.4416913763379853e-15,0,0,0,0,1,0
63,1,45.271223312775213,45.771223312775213,45.771223312775213,46.055641886132889,46.260797059607093,45.810855091290058,45.610147799961673,45.534193223276141,0.5,0.5,0.28441857335767651,-0.24478679484283106,41,0.49158301476290883,1,-0.69229030609130859,-0.075954576685532516,-9.7084586769824455e-07,1.4876988529977098e-14,0,0,0,0,1,0
64,1,45.534193223276141,46.034193223276141,46.034193223276141,46.414675021490218,46.593513491712358,46.135015061354807,46.065441547199868,45.988729590113103,0.5,0.5,0.38048179821407757,-0.27965996013541172,41,0.48958671838901324,1,-0.55916023254394531,-0.076711957086764926,-1.6028551641511513e-07,-7.1054273576010019e-15,0,0,0,0,1,0
65,1,45.988729590113103,46.488729590113103,46.488729590113103,46.841650036760853,47.01031298515511,46.580858772185046,46.656399664730252,46.578702882598172,0.5,0.5,0.35292044664775091,-0.2607912645758077,41,0.48460613912723555,1,-0.40906524658203125,-0.077696782132079534,-8.753883875556312e-07,1.609823385706477e-15,0,0,0,0,1,0
66,1,46.578702882598172,47.078702882598172,47.078702882598172,47.514533926222256,47.658597922654806,47.224586432434329,47.463113648070419,47.3840734467299,0.5,0.5,0.4358310436240842,-0.28994749378792761,45,0.48136226049692737,1,-0.24283504486083984,-0.079040201340518479,-8.9101516209666443e-07,2.2759572004815709e-15,0,0,0,0,1,0
67,1,47.3840734467299,47.8840734467299,47.8840734467299,48.291964975797434,48.438245227442806,48.014879368152883,48.426589348815391,48.345944900191427,0.5,0.5,0.40789152906753401,-0.27708560764455115,49,0.48114223926845912,1,-0.069432258605957031,-0.080644448623964138,-6.8277412168527007e-07,5.6621374255882984e-15,0,0,0,0,1,0
68,1,48.345944900191427,48.845944900191427,48.845944900191427,49.223054290183931,49.35575103963729,48.968150760108088,49.449868756753936,49.367519646100554,0.5,0.5,0.37710938999250487,-0.25490353007584332,41,0.48171799664584991,0,0,-0.08234911065338224,-1.2994416422884569e-06,-1.6653345369377348e-15,0,0,0,0,1,0
69,1,49.367519646100554,49.867519646100554,49.867519646100554,50.146919790113451,50.399009306348873,49.881175040704598,50.364709607260771,50.280837019241602,0.5,0.5,0.27940014401289659,-0.26574474940885295,41,0.48353456655617838,0,0,-0.083872588019168859,-1.3118611406071068e-06,-5.1625370645069779e-15,0,0,0,0,1,0
70,1,50.280837019241602,50.780837019241602,50.780837019241602,51.168378832588402,51.408525132093999,50.85453471218797,51.340639802738288,51.255142030883981,0.5,0.5,0.38754181334680027,-0.3138441204004323,45,0.48610509055031709,0,0,-0.085497771854306848,-1.2999674936509109e-06,6.106226635438361e-16,0,0,0,0,1,0
71,1,51.255142030883981,51.755142030883981,51.755142030883981,52.100427464912158,52.469400364138345,51.743298242541726,51.555689470329114,51.469834289044307,0.5,0.5,0.34528543402817746,-0.35712922237043188,49,0.49046485007371221,9,-0.67807362228631973,-0.085855181284806292,-5.9177559563750037e-07,-5.440092820663267e-15,0,0,0,0,1,0
72,1,51.469834289044307,51.969834289044307,51.969834289044307,52.447364744385361,52.773349971901283,52.045606332538483,51.92750267148611,51.841028170740621,0.5,0.5,0.47753045534105354,-0.40175841184687755,53,0.49682200128700948,21,-0.61492566233937396,-0.086474500745488569,-7.386466691627902e-07,-8.8817841970012523e-15,0,0,0,0,1,0
73,1,51.841028170740621,52.341028170740621,52.341028170740621,52.809290553919723,53.112025716832278,52.423790899100467,52.463343958791668,52.375977531215071,0.5,0.5,0.46826238317910196,-0.38549965481925597,53,0.5007218834549112,9,-0.46116882376372814,-0.087366427576597516,-3.4041648433458249e-07,1.7985612998927536e-14,0,0,0,0,1,0
74,1,52.375977531215071,52.875977531215071,52.875977531215071,53.424841460178563,53.739404538252465,52.99312826237017,53.21273291508485,53.124117921445922,0.5,0.5,0.54886392896349179,-0.43171319780839212,53,0.50490872223372429,1,-0.28530406951904297,-0.088614993638927331,-9.650414085626835e-07,-2.2204460492503131e-15,0,0,0,0,1,0
75,1,53.124117921445922,53.624117921445922,53.624117921445922,54.120441068856714,54.538998845670292,53.663000885762578,54.08042875542872,53.990369384997081,0.5,0.5,0.49632314741079142,-0.45744018309413548,54,0.50920662485412815,1,-0.091778755187988281,-0.090059370431639252,-3.8646726352453697e-07,1.8873791418627661e-15,0,0,0,0,1,0
76,1,53.990369384997081,54.490369384997081,54.490369384997081,54.919989193713093,55.310983229056021,54.50968287752606,55.089020540677581,54.997281014196645,0.5,0.5,0.42961980871601213,-0.41030631618703239,61,0.57933766315153878,0,0,-0.091739526480935751,-9.5613938100314044e-07,-1.865174681370263e-14,0,0,0,0,1,0
77,1,54.997281014196645,55.497281014196645,55.497281014196645,56.055923079358024,56.455200934093931,55.576963576884026,56.272234660675316,56.17852400654251,0.5,0.5,0.55864206516137926,-0.4789595024739981,53,0.69527108379129532,0,0,-0.093710654132806326,-1.7025661662728453e-06,-4.9960036108132044e-15,0,0,0,0,1,0
78,1,56.17852400654251,56.67852400654251,56.67852400654251,57.239361198069368,57.641689754142206,56.757778180124966,57.458248303663574,57.362563468810897,0.5,0.5,0.56083719152685774,-0.48158301794440206,53,0.70047012353859361,0,0,-0.095684834852676204,-8.4007518097450884e-07,1.4321877017664519e-14,0,0,0,0,1,0
79,1,57.362563468810897,57.862563468810897,57.862563468810897,58.354099745005243,58.73385777869602,57.918452653527623,58.127236767889578,58.030437824600547,0.5,0.5,0.49153627619434559,-0.4356470914776196,57,0.70614774498600852,3,-0.49736363062402233,-0.096798943289030603,-8.9629785549050212e-07,-3.1974423109204508e-14,0,0,0,0,1,0
80,1,58.030437824600547,58.530437824600547,58.530437824600547,59.021687924619492,59.404192658644554,58.584810424036164,58.715010106400783,58.617231293383369,0.5,0.5,0.49125010001894509,-0.43687750058332853,61,0.71227819186299757,3,-0.58207850949838758,-0.097778813017413313,-1.9596283067357945e-06,9.2148511043887993e-15,0,0,0,0,1,0
81,1,58.617231293383369,59.117231293383369,59.117231293383369,59.766860404955139,60.10001620414068,59.275467486703313,59.574323733136488,59.475114496050551,0.5,0.5,0.64962911157176961,-0.49139291825182596,61,0.71844091560593726,5,-0.41958466917276382,-0.099209237085936763,-1.3870514123937028e-06,1.5543122344752192e-15,0,0,0,0,1,0
82,1,59.475114496050551,59.975114496050551,59.975114496050551,60.615049109460109,61.057550726348076,60.073830986590316,60.565308791892555,60.464449351148879,0.5,0.5,0.63993461340955804,-0.54121812286979321,61,0.72431604482302048,9,-0.23283823952078819,-0.10085944074367603,-1.3244377825571974e-06,6.5503158452884236e-15,0,0,0,0,1,0
83,1,60.464449351148879,60.964449351148879,60.964449351148879,61.726788581017026,62.151058549021812,61.133483943619545,61.820600618687145,61.71765161589542,0.5,0.5,0.76233922986814662,-0.59330463739748041,61,0.72978553660832757,21,-0.042668861540732905,-0.10294900279172481,-4.7579386830420844e-07,4.9960036108132044e-15,0,0,0,0,1,0
84,1,61.71765161589542,62.21765161589542,62.21765161589542,62.877310052640311,63.335976653121755,62.318146880433765,63.052756966753456,62.947756098222641,0.5,0.5,0.65965843674489122,-0.55916317220654577,70,0.7347922766475985,8,-0.00018219032790511847,-0.10500086853081569,-4.578599899218716e-07,-2.4424906541753444e-15,0,0,0,0,1,0
85,1,62.947756098222641,63.447756098222641,63.447756098222641,64.205865737235854,64.551566393505908,63.653960076380763,64.335766205934959,64.228628939306802,0.5,0.5,0.75810963901321315,-0.55190566085509118,81,0.68180612955427788,0,0,-0.10713726662815759,-2.8804987550756778e-07,-8.1268325402561459e-14,0,0,0,0,1,0
86,1,64.228628939306802,64.728628939306802,64.728628939306802,65.461709567062883,65.789084153349634,64.931481461920285,65.60848769088922,65.499229859190564,0.5,0.5,0.73308062775608107,-0.53022810514259788,69,0.68369911532147432,1,-0.0066928863525390625,-0.1092578316986561,-1.4171906457249861e-06,-3.3306690738754696e-16,0,0,0,0,1,0
