implementation,completed,steps_recorded,warmup_steps_excluded,solver_gpu_ms_mean,solver_gpu_ms_p50,solver_gpu_ms_p95,solver_gpu_ms_p99,diagnostics_gpu_ms_mean,source_gpu_ms_mean,velocity_advection_gpu_ms_mean,buoyancy_gpu_ms_mean,divergence_gpu_ms_mean,pressure_clear_gpu_ms_mean,pressure_solve_gpu_ms_mean,pressure_gradient_gpu_ms_mean,scalar_advection_gpu_ms_mean,pressure_fraction_mean,rms_divergence_before_mean,rms_divergence_after_mean,divergence_remaining_fraction_mean,max_abs_divergence_after_peak,kinetic_energy_mean,velocity_rms_mean,velocity_max_peak,nonfinite_diagnostic_samples_total
gpu_jacobi,1,480,30,0.091740799999999859,0.09151999999999999,0.093343999999999996,0.09350399999999999,0.12139057777777801,0.0015047111111111135,0.0042235733333333405,0.0014659555555555518,0.0024313599999999957,0.0023887644444444429,0.075325297777778077,0.0024609422222222287,0.0019401955555555508,0.82106650233896139,0.0038204040782796084,0.0005627489814948721,0.42111822095976037,0.016514033079147339,6.5860868213450077e-05,0.010094638068454473,0.8213922381401062,0
