step_index,simulation_time_s,emitter_enabled,solver_gpu_ms,diagnostics_gpu_ms,source_gpu_ms,velocity_advection_gpu_ms,buoyancy_gpu_ms,divergence_gpu_ms,pressure_clear_gpu_ms,pressure_solve_gpu_ms,pressure_gradient_gpu_ms,scalar_advection_gpu_ms,pressure_fraction,pressure_iteration_us,pressure_iterations,rms_divergence_before,max_abs_divergence_before,rms_divergence_after,max_abs_divergence_after,divergence_remaining_fraction,kinetic_energy,velocity_rms,velocity_max,nonfinite_divergence_before,nonfinite_divergence_after,nonfinite_velocity,density_min,density_max,density_sum,density_integral,density_centre_x,density_centre_y,density_centre_z,nonfinite_density_cells
11,0.18333333333333332,1,0.097855999999999999,0.12092799999999999,0.002016,0.0037759999999999998,0.0015039999999999999,0.0024319999999999997,0.002016,0.081984000000000001,0.002176,0.001952,0.83780248528449974,2.0495999999999999,40,0.0015779347801188289,0.20585080981254578,2.8792417585937439e-05,0.0002690926194190979,0.018246899649280293,2.818155664385813e-08,0.00023740916849969434,0.03081066906452179,0,0,0,0,5.151371955871582,5.3336642082722392,0.00016277051416846433,0.015625,-0.23330420052680279,0.015625,0
12,0.20000000000000001,1,0.097695999999999991,0.12134399999999999,0.0020479999999999999,0.0036479999999999998,0.001408,0.0023999999999999998,0.0023679999999999999,0.081344,0.0025279999999999999,0.001952,0.83262364886996409,2.0335999999999999,40,0.0016843571179222683,0.22148442268371582,3.1616134715487487e-05,0.00029201246798038483,0.018770446230836985,3.8642919975018231e-08,0.00027800330924295928,0.036046236753463745,0,0,0,0,5.531766414642334,5.781266181380488,0.00017643024235169946,0.015625,-0.23302004287391853,0.015625,0
13,0.21666666666666667,1,0.091231999999999994,0.12121599999999999,0.0020799999999999998,0.0036799999999999997,0.001472,0.0024319999999999997,0.001856,0.075327999999999992,0.002464,0.0019199999999999998,0.82567520168361974,1.8831999999999998,40,0.0017778591923929435,0.23576998710632324,3.4298058104738641e-05,0.00031315535306930542,0.019291774203205887,5.149993498321237e-08,0.00032093592813274232,0.04157247394323349,0,0,0,0,5.8805880546569824,6.2246891490649432,0.00018996243741042917,0.015625,-0.23263689710398475,0.015625,0
14,0.23333333333333334,1,0.093343999999999996,0.12131199999999999,0.0022079999999999999,0.0039359999999999994,0.0015039999999999999,0.002464,0.003552,0.075359999999999996,0.002336,0.0019840000000000001,0.80733630442235171,1.8839999999999999,40,0.0018876320895106996,0.25298535823822021,3.6854302759335394e-05,0.00033270567655563354,0.019524092096192613,6.6933729669926834e-08,0.0003658790228201853,0.04733533039689064,0,0,0,0,6.2206664085388184,6.6649846872314811,0.00020339919089451541,0.015625,-0.23227578770328214,0.015625,0
15,0.25,1,0.091615999999999989,0.12153599999999999,0.0019840000000000001,0.0037439999999999999,0.001472,0.0024319999999999997,0.0022079999999999999,0.075359999999999996,0.002464,0.001952,0.82256374432413559,1.8839999999999999,40,0.0019792292173053893,0.2658238410949707,3.9428373966144329e-05,0.00035336613655090332,0.019921075144506948,8.5362067636651773e-08,0.00041318777241504081,0.053383633494377136,0,0,0,0,6.5260124206542969,7.1005688617005944,0.00021669216496889021,0.015625,-0.23182412768174374,0.015625,0
16,0.26666666666666666,1,0.09151999999999999,0.12153599999999999,0.0019840000000000001,0.0036799999999999997,0.0014399999999999999,0.0024319999999999997,0.0022719999999999997,0.075296000000000002,0.002496,0.0019199999999999998,0.82272727272727286,1.8824000000000001,40,0.0020266228833726177,0.2717430591583252,4.2095681470991097e-05,0.00037563405930995941,0.02077134419845161,1.0692773599885186e-07,0.00046244510160418364,0.059643559157848358,0,0,0,0,6.7951145172119141,7.5056927110708784,0.00022905556369234858,0.015625,-0.23138701077504334,0.015625,0
17,0.28333333333333333,1,0.091583999999999999,0.121376,0.001952,0.0035839999999999999,0.0014399999999999999,0.0024319999999999997,0.0024319999999999997,0.075296000000000002,0.002464,0.0019840000000000001,0.82215234102026558,1.8824000000000001,40,0.0021742048947988842,0.29935699701309204,4.45508686334122e-05,0.00039345026016235352,0.020490648668847374,1.3145685784365924e-07,0.00051275112451102289,0.065989449620246887,0,0,0,0,7.0269241333007812,7.9043542061699554,0.00024122174701446397,0.015625,-0.2308682556983874,0.015625,0
18,0.29999999999999999,1,0.091296000000000002,0.121568,0.0021119999999999997,0.003712,0.0015039999999999999,0.0023999999999999998,0.001952,0.075263999999999998,0.002496,0.001856,0.82439537329127233,1.8815999999999999,40,0.0022208683348699039,0.30828738212585449,4.6748505127660315e-05,0.00040873885154724121,0.021049651793247255,1.5912551987184997e-07,0.00056413742983753518,0.072432287037372589,0,0,0,0,7.2208585739135742,8.2989914034260437,0.00025326511851275768,0.015625,-0.2302558451382401,0.015625,0
19,0.31666666666666665,1,0.09151999999999999,0.121472,0.0021440000000000001,0.0037759999999999998,0.001472,0.002464,0.001952,0.075359999999999996,0.0024319999999999997,0.0019199999999999998,0.82342657342657344,1.8839999999999999,40,0.0022651594991542185,0.30799537897109985,5.0454970934208814e-05,0.00044561177492141724,0.022274356818161395,1.9038377274682716e-07,0.00061706364784652019,0.078984290361404419,0,0,0,0,7.3767976760864258,8.6598351448774338,0.00026427719558341778,0.015625,-0.22966090944655398,0.015625,0
20,0.33333333333333331,1,0.091455999999999996,0.12153599999999999,0.0021119999999999997,0.0037759999999999998,0.001472,0.0023999999999999998,0.0019840000000000001,0.075359999999999996,0.0024319999999999997,0.0019199999999999998,0.82400279916025188,1.8839999999999999,40,0.0023232383273005634,0.32088804244995117,5.3179632671481577e-05,0.00046401843428611755,0.022890304471376598,2.2467828841854498e-07,0.00067034064238795041,0.085513770580291748,0,0,0,0,7.4950704574584961,9.0122304052638356,0.00027503144547313951,0.015625,-0.2290028751302961,0.015625,0
21,0.34999999999999998,1,0.091167999999999999,0.121376,0.002016,0.0037759999999999998,0.001472,0.0024319999999999997,0.001696,0.075359999999999996,0.002464,0.001952,0.8266058266058266,1.8839999999999999,40,0.0023093259509301052,0.31533253192901611,5.5667503425557908e-05,0.00048143789172172546,0.02410552022902494,2.6224029170407448e-07,0.00072421031710971152,0.092016682028770447,0,0,0,0,7.5764327049255371,9.355700571264606,0.00028551332309767474,0.015625,-0.22828774714505604,0.015625,0
22,0.36666666666666664,1,0.091392000000000001,0.12128,0.0022079999999999999,0.003872,0.0015039999999999999,0.0024319999999999997,0.001632,0.075327999999999992,0.002464,0.001952,0.82422969187675066,1.8831999999999998,40,0.0023234140938886709,0.31504368782043457,5.7977769943042622e-05,0.00049832463264465332,0.024953696414058462,3.0330093636621314e-07,0.00077884650139319891,0.098539933562278748,0,0,0,0,7.6535348892211914,9.7510621243272908,0.00029757880018088656,0.015625,-0.22745352369336799,0.015625,0
23,0.3833333333333333,1,0.091455999999999996,0.12121599999999999,0.0020479999999999999,0.0037759999999999998,0.0015039999999999999,0.002464,0.001856,0.075392000000000001,0.002464,0.001952,0.82435269419174251,1.8847999999999998,40,0.0023637324391830705,0.31544101238250732,6.0278573180354167e-05,0.00051502138376235962,0.025501436702872787,3.4755640854200465e-07,0.00083373426047153012,0.10494208335876465,0,0,0,0,7.6948027610778809,10.138461980910506,0.00030940130556977863,0.015625,-0.22658342648158095,0.015625,0
24,0.40000000000000002,1,0.091647999999999993,0.121376,0.0021440000000000001,0.0036799999999999997,0.0014399999999999999,0.0023999999999999998,0.0022719999999999997,0.075327999999999992,0.002496,0.0018879999999999999,0.82192737430167595,1.8831999999999998,40,0.0024453991038010338,0.32853806018829346,6.2154767163653162e-05,0.00052502378821372986,0.025417023776218042,3.9403249729730305e-07,0.00088773024877752483,0.11109833419322968,0,0,0,0,7.7017922401428223,10.50074273138307,0.00032045723667550874,0.015625,-0.22569643294719277,0.015625,0
25,0.41666666666666669,1,0.091488,0.12134399999999999,0.0021440000000000001,0.0038079999999999998,0.001472,0.002464,0.0019199999999999998,0.075263999999999998,0.002496,0.0019199999999999998,0.8226652675760755,1.8815999999999999,40,0.0024679119762464224,0.32484340667724609,6.4335121070540637e-05,0.0005412176251411438,0.026068644947536305,4.439538372480456e-07,0.00094228853038551372,0.1171584352850914,0,0,0,0,7.6763758659362793,10.853807341656648,0.00033123191350270531,0.015625,-0.22478240906127267,0.015625,0
26,0.43333333333333335,1,0.091551999999999994,0.12182399999999999,0.0021440000000000001,0.0037759999999999998,0.0015039999999999999,0.0024319999999999997,0.001952,0.075359999999999996,0.0024319999999999997,0.001952,0.82313876267039499,1.8839999999999999,40,0.0024122015970967883,0.30582189559936523,6.6390604887106488e-05,0.00055404007434844971,0.027522826022091634,4.9655778866508626e-07,0.00099655184377440823,0.12299714237451553,0,0,0,0,7.620701789855957,11.196123919449747,0.00034167858640898885,0.015625,-0.22385003331813408,0.015625,0
27,0.45000000000000001,1,0.091551999999999994,0.121472,0.0020799999999999998,0.0039359999999999994,0.0015039999999999999,0.002464,0.001856,0.075296000000000002,0.002496,0.0019199999999999998,0.82243970639636499,1.8824000000000001,40,0.0023779891549347062,0.29403066635131836,6.8362204524976647e-05,0.00056739151477813721,0.028747904246373111,5.5197358506120509e-07,0.001050688902635985,0.12868258357048035,0,0,0,0,7.5688114166259766,11.568415690911934,0.00035304002962988079,0.015625,-0.22289141755161032,0.015625,0
28,0.46666666666666667,1,0.091615999999999989,0.12140799999999999,0.0019840000000000001,0.003712,0.0014399999999999999,0.0024319999999999997,0.0022719999999999997,0.075263999999999998,0.0025599999999999998,0.001952,0.82151589242053802,1.8815999999999999,40,0.002401622619855152,0.28479909896850586,7.0222455322551113e-05,0.00057744979858398438,0.029239587744550145,6.0957029290875653e-07,0.0011041469946603637,0.13405847549438477,0,0,0,0,7.488980770111084,11.938294402556494,0.000364327832109268,0.015625,-0.22187929802645742,0.015625,0
29,0.48333333333333334,1,0.090911999999999993,0.121376,0.0019840000000000001,0.0037759999999999998,0.001472,0.0023999999999999998,0.0015039999999999999,0.075392000000000001,0.002464,0.0019199999999999998,0.82928546286518834,1.8847999999999998,40,0.0023989683589885225,0.25783276557922363,7.3227150432521415e-05,0.00060388445854187012,0.030524433620873679,6.7027713157585822e-07,0.0011578230707460083,0.13925337791442871,0,0,0,0,7.3837318420410156,12.293092268519104,0.00037515540370236522,0.015625,-0.22086995034120832,0.015625,0
30,0.5,1,0.091551999999999994,0.121472,0.002016,0.0036799999999999997,0.001472,0.0023999999999999998,0.002336,0.075263999999999998,0.002464,0.0019199999999999998,0.82209017825934994,1.8815999999999999,40,0.0024453608886439819,0.24433636665344238,7.3043494988082828e-05,0.00058070570230484009,0.029870231149639187,7.3278539503007778e-07,0.0012106076119288841,0.14412550628185272,0,0,0,0,7.2864570617675781,12.676383908372372,0.00038685253626624672,0.015625,-0.21984477572849689,0.015625,0
31,0.51666666666666661,1,0.091488,0.121472,0.0022719999999999997,0.0037439999999999999,0.0014399999999999999,0.002496,0.001856,0.075263999999999998,0.002464,0.001952,0.8226652675760755,1.8815999999999999,40,0.0024295477910569003,0.25298178195953369,7.4403188490171929e-05,0.000590495765209198,0.030624295090653515,7.990436756699637e-07,0.0012641547972222103,0.14885561168193817,0,0,0,0,7.1661863327026367,13.062450914865622,0.00039863436629838933,0.015625,-0.21875367266686715,0.015625,0
32,0.53333333333333333,1,0.091359999999999997,0.12143999999999999,0.0021440000000000001,0.0039359999999999994,0.0015039999999999999,0.002464,0.0017279999999999999,0.075231999999999993,0.0023679999999999999,0.0019840000000000001,0.82346760070052538,1.8808,40,0.0024606721270550988,0.27461361885070801,7.5736579201963241e-05,0.00059525668621063232,0.030778817855999296,8.6665818344044965e-07,0.0013165547337201365,0.15315468609333038,0,0,0,0,7.0256004333496094,13.430885566907818,0.00040987809957604426,0.015625,-0.21767443062897066,0.015625,0
33,0.55000000000000004,1,0.091551999999999994,0.12143999999999999,0.0019840000000000001,0.0037759999999999998,0.001472,0.0024319999999999997,0.0022079999999999999,0.075296000000000002,0.0024319999999999997,0.001952,0.82243970639636499,1.8824000000000001,40,0.0024451412561377495,0.29474210739135742,7.7328389756789237e-05,0.00060512125492095947,0.031625326169881146,9.3661532218902721e-07,0.0013686601639479592,0.1571829617023468,0,0,0,0,6.8967618942260742,13.827202043309626,0.00042197271860686114,0.015627359230039106,-0.21659082611309532,0.015625,0
34,0.56666666666666665,1,0.091551999999999994,0.121568,0.001952,0.0036479999999999998,0.001472,0.0023999999999999998,0.0023679999999999999,0.075327999999999992,0.002464,0.0019199999999999998,0.82278923453337993,1.8831999999999998,40,0.0025259459094969889,0.3216930627822876,7.9298967862865644e-05,0.00061944127082824707,0.031393771166959412,1.008836420623993e-06,0.0014204481128319985,0.16089451313018799,0,0,0,0,6.7498435974121094,14.221228802773254,0.000433997461022133,0.015629712756945167,-0.21546126154630216,0.015625000000000003,0
35,0.58333333333333337,1,0.091455999999999996,0.12140799999999999,0.0020479999999999999,0.003872,0.0015039999999999999,0.002464,0.0019199999999999998,0.075296000000000002,0.002464,0.0018879999999999999,0.82330300909727083,1.8824000000000001,40,0.0025608923032571385,0.34929227828979492,8.1501080757621027e-05,0.00064122676849365234,0.031825266784535108,1.0842087476703455e-06,0.0014725547512200322,0.16433997452259064,0,0,0,0,6.6157746315002441,14.638990192012329,0.00044674652685584501,0.015629603983776479,-0.21434371395976012,0.015624999999999997,0
36,0.59999999999999998,1,0.09151999999999999,0.121376,0.002016,0.003712,0.0014399999999999999,0.0023999999999999998,0.0023040000000000001,0.075263999999999998,0.002464,0.0019199999999999998,0.82237762237762246,1.8815999999999999,40,0.0025569820731110322,0.35443115234375,8.4120068113912122e-05,0.00066635012626647949,0.032898184542828966,1.1633496797003318e-06,0.0015253522083114653,0.16760291159152985,0,0,0,0,6.493431568145752,15.077140501234961,0.00046011781314803958,0.015629494297816737,-0.21324511032021154,0.015625,0
37,0.6166666666666667,1,0.091423999999999991,0.12143999999999999,0.0020479999999999999,0.0038399999999999997,0.001472,0.002464,0.0019199999999999998,0.075392000000000001,0.0023999999999999998,0.0018879999999999999,0.82464123206160311,1.8847999999999998,40,0.0025823885741810093,0.36702859401702881,8.6095551522356506e-05,0.00068002939224243164,0.033339502963709189,1.2429128446456161e-06,0.0015766501480326042,0.17355452477931976,0,0,0,0,6.3545160293579102,15.434664628135103,0.00047102858362228707,0.015629412902213952,-0.21215156208401695,0.015625,0
38,0.6333333333333333,1,0.092991999999999991,0.1216,0.002176,0.0037759999999999998,0.001472,0.0023999999999999998,0.0033599999999999997,0.075392000000000001,0.0024319999999999997,0.0019840000000000001,0.81073640743289754,1.8847999999999998,40,0.0026198560012130976,0.36824095249176025,8.890307508846836e-05,0.00070473551750183105,0.033934336485403283,1.3240888847576571e-06,0.0016273222697165163,0.18047121167182922,0,0,0,0,6.2282915115356445,15.800969234872809,0.00048220731307595244,0.015629332424802755,-0.2110654221985957,0.015625,0
39,0.65000000000000002,1,0.091392000000000001,0.12128,0.0019840000000000001,0.003712,0.0014399999999999999,0.0023679999999999999,0.0022399999999999998,0.075231999999999993,0.002496,0.0019199999999999998,0.82317927170868344,1.8808,40,0.002639387356509067,0.36994946002960205,9.1978517999801357e-05,0.00073412060737609863,0.03484843472216026,1.4100594398769317e-06,0.0016793209579332544,0.18739499151706696,0,0,0,0,6.1135983467102051,16.186749868959552,0.00049398040371580665,0.015629251145591726,-0.20997129616124219,0.015625,0
40,0.66666666666666663,1,0.091647999999999993,0.12140799999999999,0.0020479999999999999,0.003712,0.001472,0.0024319999999999997,0.002176,0.075327999999999992,0.002496,0.0019840000000000001,0.82192737430167595,1.8831999999999998,40,0.0027959691476799192,0.4049227237701416,9.4386909780092069e-05,0.0007476508617401123,0.033758208619152269,1.4965319223847473e-06,0.0017300473533315482,0.19395311176776886,0,0,0,0,5.9835925102233887,16.587939461356513,0.00050622373844471779,0.015629155001615325,-0.20879397340478553,0.015625,0
41,0.68333333333333335,1,0.091551999999999994,0.121376,0.002016,0.0037759999999999998,0.0015039999999999999,0.002464,0.002016,0.075392000000000001,0.0024319999999999997,0.001952,0.82348829080741004,1.8847999999999998,40,0.0028003413382549939,0.39200782775878906,9.7117812514681091e-05,0.0007680058479309082,0.034680705236883422,1.5861814972595312e-06,0.0017811128528307976,0.20033073425292969,0,0,0,0,5.8659710884094238,17.010143034211978,0.0005191083689639886,0.015629058757144123,-0.20761431673225333,0.015625,0
42,0.69999999999999996,1,0.091488,0.12121599999999999,0.0021119999999999997,0.0038079999999999998,0.0015039999999999999,0.0024319999999999997,0.001952,0.075263999999999998,0.002464,0.001952,0.8226652675760755,1.8815999999999999,40,0.002837406598273222,0.38892233371734619,9.9892610112057635e-05,0.00078824162483215332,0.035205602951952637,1.6779246152509586e-06,0.0018318977128928126,0.20641836524009705,0,0,0,0,5.9015016555786133,17.442992184395621,0.00053231787672105776,0.015628965945630069,-0.20646220861612508,0.015625,0
43,0.71666666666666667,1,0.090880000000000002,0.12134399999999999,0.0020479999999999999,0.003712,0.0014399999999999999,0.0024319999999999997,0.001536,0.075263999999999998,0.0025279999999999999,0.0019199999999999998,0.82816901408450694,1.8815999999999999,40,0.0028452821686450113,0.3773643970489502,0.0001028060560600153,0.00081205368041992188,0.03613211272784727,1.7728054899635026e-06,0.0018829792829255995,0.2122444361448288,0,0,0,0,5.9321670532226562,17.912418667221345,0.00054664363608463579,0.015628868729502324,-0.20527216572145965,0.015625,0
44,0.73333333333333328,1,0.09151999999999999,0.12143999999999999,0.002016,0.0036159999999999999,0.001472,0.0023999999999999998,0.0023999999999999998,0.075231999999999993,0.002464,0.0019199999999999998,0.82202797202797206,1.8808,40,0.0028142319895331125,0.35312855243682861,0.00010600283478761857,0.0008373260498046875,0.037666700962064141,1.8712156588662765e-06,0.0019345364606883357,0.21782174706459045,0,0,0,0,5.9493260383605957,18.31700622185781,0.00055899066839165679,0.01562878865639547,-0.20409045024352607,0.015625,0
45,0.75,1,0.09151999999999999,0.12140799999999999,0.001952,0.0037439999999999999,0.0014399999999999999,0.0024319999999999997,0.0023040000000000001,0.075231999999999993,0.002496,0.0019199999999999998,0.82202797202797206,1.8808,40,0.0028369308810137681,0.33710205554962158,0.00010899948341629178,0.000858306884765625,0.03842162110672967,1.9727135622815695e-06,0.0019863099266134525,0.22310146689414978,0,0,0,0,5.9547524452209473,18.731872946248814,0.00057165139606472209,0.015628709622702019,-0.20290333924072965,0.015625,0
46,0.76666666666666661,1,0.093343999999999996,0.12143999999999999,0.001952,0.0043200000000000001,0.0014399999999999999,0.0024319999999999997,0.003424,0.075392000000000001,0.002464,0.0019199999999999998,0.80767912238601303,1.8847999999999998,40,0.0027697298030728902,0.30699872970581055,0.00010935131630405932,0.00083717703819274902,0.039480860617789854,2.0766758552781539e-06,0.0020379773577143363,0.22806598246097565,0,0,0,0,5.949986457824707,19.153185686763436,0.00058450884053843494,0.015628632538109265,-0.20174955039385309,0.015625,0
47,0.78333333333333333,1,0.091392000000000001,0.12124799999999999,0.001952,0.0037439999999999999,0.0014399999999999999,0.0024319999999999997,0.0020479999999999999,0.075392000000000001,0.0024319999999999997,0.001952,0.82492997198879547,1.8847999999999998,40,0.0028084264306850143,0.33016622066497803,0.00011095728019050762,0.00084644556045532227,0.039508701021391396,2.1831258436577627e-06,0.0020895577731461566,0.23270097374916077,0,0,0,0,5.9370913505554199,19.602831805334063,0.00059823095109051705,0.015628553267029471,-0.20057127072793743,0.015625,0
48,0.80000000000000004,1,0.091488,0.12140799999999999,0.0020479999999999999,0.003712,0.001472,0.0024319999999999997,0.0021440000000000001,0.075327999999999992,0.0024319999999999997,0.0019199999999999998,0.82336481287163332,1.8831999999999998,40,0.0028415721284383282,0.35091710090637207,0.00011293962739156606,0.00086072087287902832,0.039745472677350423,2.2919209641258931e-06,0.0021409908753312768,0.23697543144226074,0,0,0,0,5.9177761077880859,20.045451938464794,0.00061173864558303204,0.01562855601855594,-0.19935732502292344,0.015625,0
49,0.81666666666666665,1,0.091679999999999998,0.12140799999999999,0.0019840000000000001,0.003712,0.0014399999999999999,0.0024319999999999997,0.0023040000000000001,0.075392000000000001,0.002496,0.0019199999999999998,0.82233856893542756,1.8847999999999998,40,0.0029359658032112258,0.37679970264434814,0.00011775168365323105,0.00091636180877685547,0.040106626420661852,2.4058342660282506e-06,0.0021935515795295313,0.24093863368034363,0,0,0,0,5.8902316093444824,20.502377042968419,0.00062568289315699521,0.015628478727472212,-0.19815373854370244,0.015625,0
50,0.83333333333333337,1,0.091583999999999999,0.12140799999999999,0.0020799999999999998,0.003712,0.0014399999999999999,0.0024319999999999997,0.0021440000000000001,0.075392000000000001,0.0024319999999999997,0.001952,0.82320055904961564,1.8847999999999998,40,0.002906477652546635,0.38265073299407959,0.00012173957234655904,0.00095582008361816406,0.041885604122877632,2.5227759579138365e-06,0.0022462306016586258,0.24456021189689636,0,0,0,0,5.8568615913391113,20.997927906521909,0.00064080590535040005,0.015628387973032318,-0.19686957161944077,0.015625,0
51,0.84999999999999998,1,0.091488,0.121376,0.0021119999999999997,0.0038399999999999997,0.001472,0.002464,0.001952,0.075263999999999998,0.002464,0.0019199999999999998,0.8226652675760755,1.8815999999999999,40,0.0030489480972149181,0.43881106376647949,0.00012566327966152712,0.00099277496337890625,0.041215289881882569,2.6441291538503719e-06,0.0022996213400690003,0.2479112297296524,0,0,0,0,5.8185176849365234,21.446218769766347,0.00065448665679218587,0.015628317606437753,-0.19566969237528328,0.015625,0
52,0.8666666666666667,1,0.091679999999999998,0.12182399999999999,0.001952,0.0037439999999999999,0.0014399999999999999,0.0024319999999999997,0.0022719999999999997,0.075423999999999991,0.0024319999999999997,0.0019840000000000001,0.82268760907504357,1.8855999999999997,40,0.0031141412318473139,0.45351672172546387,0.00012975452021740251,0.00102996826171875,0.041666228522471961,2.7702271836460568e-06,0.0023538169782912422,0.25090938806533813,0,0,0,0,5.7774486541748047,21.916782160170982,0.0006688471118216242,0.015628246512298553,-0.19445808155878611,0.015625,0
