step,density_sum,density_min,density_max,density_hash_fnv1a64,kinetic_energy,rms_divergence_after
53,22.418949221445871,0,5.7348012924194336,16526228731755132237,2.8991742055950454e-06,0.00013369224829030675
54,22.9497309458106,0,5.6934399604797363,2189180264586548432,3.0324954423122108e-06,0.00013809470709371204
55,23.499722016231622,0,5.6545042991638184,14839774710762483830,3.1679835501563502e-06,0.00013867280326069616
56,24.070031236541237,0,5.6179733276367188,3459706306809246580,3.3078370051953243e-06,0.00014117057810444323
57,24.57622685930583,0,5.5837979316711426,16204431997243362667,3.4531215078459354e-06,0.00014561930730048659
58,25.099766734572796,0,5.5519084930419922,551250059595639847,3.5999667034047889e-06,0.00014667374569341592
59,25.629561084138448,0,5.522221565246582,10039339104609429095,3.752192469619331e-06,0.00014986317024214135
60,26.163660430434113,0,5.494117259979248,15768631776875392006,3.9093915802368429e-06,0.00015323608805773096
61,26.727161270576104,0,5.4681506156921387,4149905428462658289,4.0717000047152396e-06,0.0001574990679340258
62,27.288902135333331,0,5.4441947937011719,3941632119517514286,4.2395245145598892e-06,0.00016145485650388396
63,27.822557203045641,0,5.4221234321594238,12329587101216739427,4.4116568460594863e-06,0.00016547794185760206
64,28.372024889009026,0,5.4018135070800781,6381546849914686237,4.5907627281849273e-06,0.00017007098901425643
65,28.950289533847595,0,5.3831462860107422,4600124270194297519,4.7764169721631333e-06,0.00017526443513622323
66,29.55143972693071,0,5.3660063743591309,17784820038438165164,4.9653990572551265e-06,0.00017954721699088143
67,30.196007950207218,0,5.3502840995788574,18226386749382347836,5.1578804232121911e-06,0.00018143886882348431
68,30.861312302870516,0,5.3358745574951172,3484320053518947450,5.3567077884508763e-06,0.00018577403340308869
69,31.477258756507084,0,5.3226790428161621,17335896493950010289,5.5643072300881613e-06,0.00018919194040422296
70,32.128240422362012,0,5.3133730888366699,200304376097489677,5.7769952945818659e-06,0.00019343835980983374
71,32.798025725149358,0,5.3040604591369629,7031853100349374852,5.9962758314213715e-06,0.00019754675258261748
72,33.498040614337015,0,5.2944560050964355,11027532912925789012,6.2183712543628644e-06,0.00019906288958428003
73,34.214180887024384,0,5.2847843170166016,5311253664389149200,6.4488954194530379e-06,0.00020278987586082003
74,34.899202984470442,0,5.27520751953125,13262536643818209635,6.6849602262664121e-06,0.00020755382334327406
75,35.601967498445759,0,5.2658467292785645,9667992571983860972,6.931896223250078e-06,0.00021460008990671403
76,36.340183745713816,0,5.2571086883544922,1519451704258181401,7.180967259046156e-06,0.00021701524847815416
77,37.107547739586948,0,5.2506775856018066,12050655877244275778,7.4382469392730854e-06,0.00022165044862472265
78,37.829034353781935,0,5.2476134300231934,9640203832843105165,7.7039230745867826e-06,0.00022774121254481183
79,38.51927442001336,0,5.2472248077392578,78551195235472983,7.9786168498685583e-06,0.00023408154012138175
80,39.236375999407002,0,5.2489356994628906,5170643221040567018,8.2644273788901046e-06,0.00024082560979715904
81,39.967142812652625,0,5.2522702217102051,6464243731033294246,8.5611545728170313e-06,0.00024801400297222469
82,40.759883316600316,0,5.256833553314209,9043683111422626766,8.8578708528075367e-06,0.00025060871953163982
83,41.518641728653108,0,5.262300968170166,4703897988790463774,9.1638312369468622e-06,0.00025650265907473211
84,42.288920521711631,0,5.2684078216552734,15337063845765726242,9.4799925136612728e-06,0.00026479211662181634
85,43.092752527122101,0,5.2749385833740234,2382439152932849707,9.8032869573216885e-06,0.00026735648630769795
86,43.93397841387241,0,5.2817182540893555,13778769706910843316,1.0136182936548721e-05,0.0002726206727232205
87,44.700855788708701,0,5.2886080741882324,15108238426648095369,1.0474755072209518e-05,0.00027478527339191516
88,45.500784193174113,0,5.295496940612793,897020013731820761,1.0820089300977997e-05,0.00027806647060993361
89,46.326759045698701,0,5.3022975921630859,680820409081446145,1.1177399755979422e-05,0.00028369126072640225
90,47.187479030436116,0,5.3089442253112793,6097716793426216118,1.1543645996425766e-05,0.00028998479924651898
91,48.080046222195676,0,5.3153858184814453,13379353361153904472,1.1917672964045778e-05,0.00029323495917573549
92,48.939066613221243,0,5.3215856552124023,7289155401422495294,1.2301942660997156e-05,0.00029870620193157995
93,49.756856326820923,0,5.3275175094604492,5275464997619102102,1.2692847121797968e-05,0.00030480666114676724
94,50.617602335619438,0,5.3331656455993652,2001843787169883501,1.309986510023009e-05,0.0003125464336762642
95,51.510372403365047,0,5.3385195732116699,2762985961482178402,1.3509898963093292e-05,0.00031658322394351429
96,52.358620590594064,0,5.3435754776000977,9147157914512952234,1.393049842590699e-05,0.00032308954871994208
97,53.228294858596364,0,5.3483338356018066,10275658733314145113,1.4366849427460693e-05,0.00033081286654740083
98,54.14812358090731,0,5.3527998924255371,5498714167275489973,1.4818032468610909e-05,0.00033989603950032447
99,55.104673510499808,0,5.3569803237915039,3685305222235026924,1.5281100786523893e-05,0.00034620725667685128
100,56.03255640466358,0,5.3608846664428711,11604925305811944074,1.5746803910587914e-05,0.00035048080540587076
101,56.949632821787986,0,5.3645234107971191,18187305683696572416,1.6221334590227343e-05,0.00035666311789974645
102,57.902248190178277,0,5.3679080009460449,16805512801873665428,1.67152193171205e-05,0.0003661174828771777
103,58.900007234921873,0,5.3710508346557617,15892822627965643388,1.7210497389896773e-05,0.00036852076420099106
104,59.851187513027867,0,5.373964786529541,15189126208402879324,1.7721713447826914e-05,0.00037551164626318314
105,60.800079832129619,0,5.3766622543334961,7789640849698970872,1.8245838873554021e-05,0.00038320882566548114
106,61.790755445757114,0,5.3791570663452148,14967024935550173227,1.8774109776131809e-05,0.00038772447120243725
107,62.827699821829405,0,5.3814611434936523,17996326345763346467,1.9308316041133367e-05,0.00039198291206595616
108,63.808643376756152,0,5.3835864067077637,10501934525139111477,1.985908966162242e-05,0.00040050757269447689
109,64.797138685637563,0,5.3855452537536621,12096998220472456996,2.0431705706869252e-05,0.00041047900905181756
110,65.839958221874923,0,5.3873491287231445,12407346844421154116,2.1021955035394058e-05,0.00042151015785254928
111,66.86144696921626,0,5.3890089988708496,1824690867892337802,2.1600588297587819e-05,0.00042144621412577225
112,67.941403363338267,0,5.3905348777770996,15328699481121860236,2.2200514649739489e-05,0.00042749875670432155
113,68.985594031387635,0,5.3919367790222168,13548295319437285798,2.2814510884927586e-05,0.00043546933197855333
114,70.074510929054469,0,5.3932232856750488,486296154458743455,2.343111191294156e-05,0.00044120664159783072
115,71.120842172621153,0,5.3944039344787598,13294989795557216890,2.4068694983725436e-05,0.00044927471409101537
116,72.176780988702248,0,5.3954868316650391,12448561666928585816,2.4722559828660451e-05,0.00045953775636725294
117,73.269134654259531,0,5.3964786529541016,3578862648027280348,2.5388830181327648e-05,0.00046830637706897385
118,74.340927813031001,0,5.3973875045776367,5343319824804444141,2.6052517569041811e-05,0.0004687767646705882
119,75.448599877020712,0,5.3982195854187012,3020967238211731096,2.6737123334896751e-05,0.00047634104908324769
120,76.54138599105147,0,5.3989806175231934,6691641528638949053,2.7447160391602665e-05,0.00048737096500025651
121,77.625842644191252,0,5.3996767997741699,190651831851824859,2.8180311346659437e-05,0.00050309486764076104
122,78.787795236662248,0,5.4003138542175293,7435841639122577380,2.890377254516352e-05,0.00050717712373173193
123,79.915095140684045,0,5.4008960723876953,9936605628760403,2.963956467283424e-05,0.00051297750540678182
124,81.077797835951998,0,5.40142822265625,7554721311856328569,3.0400733521673828e-05,0.0005212131153010186
125,82.207167579746113,0,5.401914119720459,9652078250847570720,3.1160445360001177e-05,0.00052743101731958183
126,83.306545407605739,0,5.4023575782775879,15056602361606873080,3.1948653486324474e-05,0.00053658965510423428
127,84.437162489171442,0,5.4027624130249023,6774793761704590221,3.2751548133092001e-05,0.00054964842588793301
128,85.607920946162608,0,5.4031319618225098,13304219177560561513,3.3546642953297123e-05,0.00055431081388856236
129,86.791193363976078,0,5.4034695625305176,7613306596856873397,3.4363420127192512e-05,0.00056299408753086085
130,87.940903332282687,0,5.4037775993347168,298151747221244808,3.5210381611250341e-05,0.00057222242128880728
131,89.119908747915019,0,5.4040584564208984,10654788369609540704,3.6045243177795783e-05,0.00057677534557519473
132,90.30699410030617,0,5.4043145179748535,15767567459424666718,3.6901918065268546e-05,0.0005839734463381534
133,91.540664271512497,0,5.4045476913452148,5572439413542866475,3.7780384445795789e-05,0.00059543549697521278
134,92.760765015872892,0,5.4047603607177734,457739835771527962,3.8659909478155896e-05,0.00059884586974139954
135,93.91462660222696,0,5.4049539566040039,2011210689054985143,3.9567672502016649e-05,0.00060990100860628988
136,95.113309980952721,0,5.4051303863525391,804901694874271546,4.0499377064406872e-05,0.00062112231488378451
137,96.290742596948945,0,5.4052910804748535,11933492403618359872,4.14337519032415e-05,0.00063034305853956274
138,97.543724706856665,0,5.4054379463195801,2110280400316109948,4.2371240851934999e-05,0.00063759872783053712
139,98.799236034232123,0,5.405571460723877,4542478073215102131,4.3339663534425199e-05,0.00064848273535021944
140,99.995618304643443,0,5.4056930541992188,9007090987709924788,4.4340697058942169e-05,0.00065917781019247034
141,101.26361946775849,0,5.4058036804199219,3032619070790635694,4.532251477940008e-05,0.00066663105247188642
142,102.54216508968265,0,5.4059042930603027,16694590584763888742,4.6341694542206824e-05,0.00067723310447150194
143,103.83880252250874,0,5.4059963226318359,4176245071020248600,4.7363315388793126e-05,0.00068490518539137399
144,105.10397707412031,0,5.4060792922973633,7892603329851633632,4.8408135626232252e-05,0.00069154828508143247
145,106.41900393500296,0,5.4061551094055176,9902617224569105721,4.9470494559500366e-05,0.00069944607876646606
146,107.69995703359432,0,5.406224250793457,18030118261546654615,5.0554845074657351e-05,0.00071386058161752451
147,109.05394411653212,0,5.406287670135498,4318392948970490703,5.1638711738632992e-05,0.00072448992374701186
148,110.37550950565625,0,5.4063453674316406,16307638566633007016,5.2752726332983002e-05,0.00073561362548229896
149,111.70152156303129,0,5.4063973426818848,14242367185317059476,5.3838994062971324e-05,0.00073718685381307246
150,113.0128881296182,0,5.4064445495605469,9481388018670599723,5.4962049034656957e-05,0.00074830803624025834
151,114.36300853991315,0,5.4064874649047852,1395811473866371307,5.6116507039405406e-05,0.00076072759678958303
152,115.67657627846148,0,5.4065265655517578,11944200495063375721,5.7286997616756707e-05,0.00077403971421673146
153,116.99821347050181,0,5.406562328338623,889076138856330123,5.8477784477872774e-05,0.00078312058334622636
154,118.28813472787341,0,5.4065947532653809,6115754632772561921,5.9659512771759182e-05,0.00079061739809806306
155,119.68706332025747,0,5.4066243171691895,16108016884351854327,6.0856487834826112e-05,0.00080015569785841394
156,121.08752595024561,0,5.4066510200500488,10552329767193709229,6.2097751651890576e-05,0.00081794051742639466
157,122.45065144437881,0,5.4066753387451172,161228879351198598,6.3303567003458738e-05,0.00082546606615665423
158,123.81648703137249,0,5.4066972732543945,3185987678043052259,6.4530977397225797e-05,0.00082915075062744645
159,125.24206246849366,0,5.4067173004150391,710405311506077510,6.5810090745799243e-05,0.00084432828643378629
160,126.57880187561376,0,5.406735897064209,7982197597236768481,6.7108987423125654e-05,0.00085859760685497405
161,127.90508423364787,0,5.4067525863647461,8636414319178789175,6.8425244535319507e-05,0.00086699636989624078
162,129.26098314013876,0,5.4067678451538086,1053683648815693797,6.973771087359637e-05,0.0008726582163156452
163,130.68728956844828,0,5.4067816734313965,5055334885015921583,7.1063666837289929e-05,0.00088190987291244594
164,132.1052132428089,0,5.4067940711975098,12531795470219921472,7.2432048909831792e-05,0.00089896660297692161
165,133.52989331730612,0,5.4068055152893066,15433377544919783976,7.3760726081673056e-05,0.00090765483364997168
166,134.95610534031769,0,5.4068160057067871,17140099372915311361,7.5123884016647935e-05,0.00091411760194173191
167,136.44157765536005,0,5.4068255424499512,5177338499240183335,7.648658356629312e-05,0.0009228068025443582
168,137.84192621200947,0,5.4068341255187988,14311266693231519758,7.791054667904973e-05,0.00094027820165723162
169,139.28335606589616,0,5.4068422317504883,16996938991456955919,7.9359284427482635e-05,0.00095335674958977722
170,140.68644448834095,0,5.4068493843078613,16146229516574848849,8.0796657130122185e-05,0.00096004631269392695
171,142.16601939699507,0,5.4068560600280762,17991804722674044806,8.225416240748018e-05,0.00096762103224880226
172,143.59607453418064,0,5.4068622589111328,7408505490044162016,8.3767066826112568e-05,0.00098717563207257599
173,145.10394355452658,0,5.406867504119873,14079402268191467461,8.5237777966540307e-05,0.00099821961274181546
174,146.64543774511367,0,5.4068722724914551,14737287702341292823,8.6747109889984131e-05,0.001005007134827373
175,148.1306803042506,0,5.4068770408630371,5802866424626739219,8.8278517068829387e-05,0.0010189217914642168
176,149.65463589591064,0,5.4068813323974609,12027809127831734051,8.982706640381366e-05,0.0010315158264360695
177,151.06019989009954,0,5.4068851470947266,4857004132757561765,9.1389098088257015e-05,0.0010460164054968677
178,152.58757741208996,0,5.406888484954834,12077163617087957482,9.2941001639701426e-05,0.0010487739806460021
179,154.13992032256451,0,5.4068913459777832,7210664275230635257,9.4560789875686169e-05,0.0010647839940194611
180,155.65928915329769,0,5.4068942070007324,18019528672221421767,9.6135656349360943e-05,0.0010754405388288073
181,157.20288158629413,0,5.4068965911865234,11349565840124739430,9.7797470516525209e-05,0.0010986390212996198
182,158.68977263430793,0,5.4068989753723145,11040258152853633298,9.9438962934073061e-05,0.0011046258770079918
183,160.22590749021597,0,5.4069008827209473,4224682988587689728,0.00010114645556313917,0.0011218517632329711
184,161.73694620068292,0,5.4069027900695801,277729618718944013,0.00010288543126080185,0.0011381460706267885
185,163.30022921010169,0,5.4069046974182129,7597430013171696417,0.00010456877498654649,0.0011432344646147409
186,164.91470275086186,0,5.4069061279296875,11039064310549953759,0.00010630124597810209,0.0011594815421993123
187,166.5178320418469,0,5.4069075584411621,16898554403478777326,0.0001080674774129875,0.0011759487845362151
188,168.08036334490507,0,5.4069089889526367,2310467009785415374,0.00010983379615936428,0.0011940127648589829
189,169.69752863518679,0,5.4069104194641113,9582535862781489482,0.00011157794506289065,0.0011992911923523072
190,171.27287277187952,0,5.4069113731384277,3135504334784831203,0.00011340899072820321,0.0012194042168353874
191,172.86580784157772,0,5.4069123268127441,903738826561092526,0.00011526793969096616,0.0012386252026672954
192,174.44116654681611,0,5.4069132804870605,15031430428991105506,0.00011708150123013183,0.0012517444056865401
193,176.07059006298564,0,5.406914234161377,17381009131175727704,0.00011895965144503862,0.0012718465415565529
194,177.72264622078768,0,5.4069151878356934,18077126324393476616,0.00012079330917913467,0.0012830489133464308
195,179.31860148876692,0,5.4069161415100098,9301126885066638220,0.00012269291619304568,0.0013042965497624803
196,180.9351268803824,0,5.406916618347168,8500147633591774833,0.00012457548291422427,0.0013149430275539913
197,182.56593766451829,0,5.4069170951843262,9525007423196402343,0.00012653344310820103,0.0013383083652295834
198,184.14367838002266,0,5.4069175720214844,9013216511849029620,0.00012845252058468759,0.0013582935995887903
199,185.7496214938281,0,5.4069180488586426,3663375669199363748,0.00013039297482464463,0.0013781904699422709
200,187.37593689359502,0,5.4069185256958008,3029034256410129835,0.00013244067667983472,0.0014049802754717655
201,188.99683364393994,0,5.406919002532959,5734826591778796587,0.00013442667841445655,0.0014225449463095205
202,190.64130979921052,0,5.406919002532959,14606446826577281412,0.00013647018931806087,0.0014491383278583863
203,192.26655877351351,0,5.406919002532959,14032840069983362390,0.00013848811795469373,0.0014681378593752686
204,193.95859455584628,0,5.406919002532959,333382800310037785,0.00014054690836928785,0.0014954749831730893
205,195.59761320447845,0,5.406919002532959,3948685630649244852,0.00014259935414884239,0.0015232034413731948
206,197.26777658129282,0,5.406919002532959,988443843055252485,0.0001447123649995774,0.0015546032214279579
207,198.97344816964065,0,5.406919002532959,699686527814462299,0.00014685995120089501,0.0015839814118801952
208,200.66939997521754,0,5.406919002532959,15723435232496618797,0.00014898247900418937,0.0016148445012010995
209,202.29515331336754,0,5.406919002532959,1921371230451715704,0.00015112348773982376,0.0016497034486929346
210,203.95347142656601,0,5.406919002532959,4284376731210396836,0.0001533361355541274,0.0016839556057313015
211,205.65842019397257,0,5.406919002532959,13454046791888467056,0.00015549002273473889,0.001717541232165882
212,207.35967197322196,0,5.406919002532959,17512855484942607408,0.00015771586913615465,0.0017555376333720939
213,209.03142497831254,0,5.406919002532959,4256884731546143300,0.00016005201905500144,0.0017936604142353076
214,210.7666298711745,0,5.406919002532959,4322239491718331128,0.00016232927737291902,0.0018269192915913073
215,212.50836167028137,0,5.406919002532959,10082606532307197562,0.00016467369277961552,0.0018667896434321986
216,214.20205955564936,0,5.406919002532959,16050888221745046978,0.00016703855362720788,0.0019013989158254874
217,215.91374871967761,0,5.406919002532959,10376501802182858756,0.00016948913980741054,0.0019375782568696904
218,217.57947805404393,0,5.406919002532959,14715569169132792904,0.00017190621292684227,0.0019668366946725335
219,219.1734903970862,0,5.406919002532959,14716237555266026423,0.00017439734074287117,0.001992278032175649
220,220.70291835128782,0,5.406919002532959,11806972139504021384,0.00017683254554867744,0.0020092798707898054
221,222.11379658339524,0,5.406919002532959,8467667872543893478,0.00017922904225997627,0.002018692460491829
222,223.31589897920034,0,5.406919002532959,3070891843609618682,0.00018159007595386356,0.0020159391562641718
223,224.34361482528439,0,5.406919002532959,12311840429759053639,0.00018381314293947071,0.0020051411296836716
224,225.11533531048295,0,5.406919002532959,6390271335151622161,0.00018586927035357803,0.0019806986751490611
225,225.63513389590045,0,5.406919002532959,15082785606708756610,0.00018772282055579126,0.001942218388079661
226,225.85956313314901,0,5.406919002532959,8379490384501365846,0.00018926826305687428,0.0018917540571447237
227,225.99450486165108,0,5.406919002532959,6866343773505180948,0.00019044720102101564,0.0018234710557933041
228,225.83258726751671,0,5.406919002532959,6915308740779819182,0.00019140681251883507,0.0017668627441524227
229,225.54106970259366,0,5.406919002532959,11833305137009705700,0.00019201739632990211,0.0016972449131426616
230,225.0239435264379,0,5.406919002532959,12375960078013550280,0.00019238716049585491,0.0016280509694328411
231,224.39679073613542,0,5.406919002532959,13303941423045262720,0.00019250795594416559,0.0015600539282104413
232,223.66989247688093,0,5.406919002532959,8050753839586703573,0.0001924187527038157,0.0014976692271365295
233,222.83042257393024,0,5.406919002532959,9068859505521625041,0.00019224442075937986,0.0014471386357247566
234,221.90532025125219,0,5.406919002532959,12528525401181351288,0.00019188941223546863,0.0013922723974830766
235,220.96576668343383,0,5.406919002532959,8920996303781550294,0.00019144458929076791,0.0013416231847814227
236,219.98739883124333,0,5.406919002532959,6992510538669600820,0.00019093896844424307,0.0012954057457487224
237,218.90874599439059,0,5.406919002532959,11063005095034690066,0.00019035670266021043,0.0012533234526646486
238,217.76574088000197,0,5.406919002532959,12746169314872243461,0.00018970308883581311,0.0012123367894651678
239,216.64404153766486,0,5.406919002532959,4328079903805729195,0.00018895401444751769,0.0011729524368458133
240,215.52400585370967,0,5.406919002532959,12432374672126398384,0.00018819508841261268,0.0011394365877861099
241,213.86231756105201,0,5.3549466133117676,922028167302658949,0.00018741795793175697,0.001109258984960425
242,212.19745945459428,0,5.3432364463806152,64885342481619603,0.0001866305829025805,0.0010811628271407952
243,210.48569569804064,0,5.3128228187561035,1161202344616336304,0.00018581602489575744,0.0010524531188823238
244,208.77761736686824,0,5.3002414703369141,3528443610679608423,0.00018499502039048821,0.0010265200454180415
245,207.0829958951964,0,5.2834396362304688,4205813527259834242,0.00018414043006487191,0.0010014073041873599
246,205.40523375818876,0,5.2629032135009766,5735525601504500396,0.00018328560690861195,0.00097827056524774059
247,203.72939720166221,0,5.2524609565734863,16681989882321209763,0.00018242310034111142,0.00095558347935037968
248,202.02820518321823,0,5.235142707824707,17154880498085071084,0.00018154099234379828,0.00093376513993265544
249,200.34632977595663,0,5.2214374542236328,2495657638234166711,0.00018064009782392532,0.00091242469381341959
250,198.67778650696934,0,5.2097854614257812,8078565678336327636,0.00017974656657315791,0.00089199123393561932
251,197.01818313603533,0,5.1923232078552246,12466027235619631398,0.00017884973203763366,0.00087216559962349414
252,195.38279768366425,0,5.1829791069030762,17346204577787944302,0.00017796157044358552,0.000852864881368354
253,193.74974652352256,0,5.170384407043457,6905355642234148435,0.00017707509687170386,0.0008339453168725126
254,192.12902807127591,0,5.1559686660766602,17665673605896012431,0.0001761897437972948,0.00081537728408709103
255,190.50921517614645,0,5.1464571952819824,7912414605492542480,0.00017530273180454969,0.00079707920223052119
256,188.89707904673526,0,5.1329841613769531,5479536755579308419,0.0001744162873364985,0.00077903010777256474
257,187.28860522739626,0,5.1219205856323242,14170599009398449955,0.00017351920541841537,0.00076122359206722305
258,185.6846502671583,0,5.1112875938415527,5913378574738588787,0.00017261008906643838,0.00074364283620291895
259,184.09463111031596,0,5.0974917411804199,9058944208444139096,0.00017169337661471218,0.00072622095685086359
260,182.49826510913678,0,5.0888099670410156,10268255808901665511,0.00017078068049158901,0.00070897976886626795
261,180.90262413721592,0,5.0770463943481445,4288410935447333925,0.00016985851107165217,0.00069191569172155913
262,179.30086366739138,0,5.0660724639892578,12233032803931546754,0.00016892900748644024,0.00067501992578796973
263,177.70191686954294,0,5.0562038421630859,13763229572261400450,0.00016799384320620447,0.00065830724389609788
264,176.10158551891283,0,5.04339599609375,7649965531649122606,0.00016705172311048955,0.0006417475740590424
265,174.50918789616978,0,5.0349459648132324,11793420167322126582,0.00016609884914942086,0.00062532973337990248
266,172.91542482704907,0,5.0238223075866699,9342468979668903648,0.0001651335769565776,0.00060907034772577967
267,171.32344586942907,0,5.013603687286377,6553170690916402631,0.00016415285062976182,0.00059299723784757307
268,169.73447584505192,0,5.0038838386535645,15251628588421545896,0.00016316151595674455,0.00057712091960584306
269,168.15013242903876,0,4.9923801422119141,701573356170237457,0.00016214871720876545,0.00056140645119832065
270,166.56564777214663,0,4.983729362487793,11495261569996562696,0.00016112026060000062,0.00054584891017112047
271,164.98246106292549,0,4.9726991653442383,14280656832492821900,0.00016007207159418613,0.00053047879357745464
272,163.40013583971569,0,4.9635443687438965,6605423707412213501,0.00015900196740403771,0.00051530928744399909
273,161.8151895638542,0,4.9535961151123047,11262858726016826897,0.00015791383339092135,0.00050030640519916204
274,160.23166344797576,0,4.9434094429016113,8416160383797263101,0.00015680491924285889,0.00048549693708569818
275,158.64804766647225,0,4.9343328475952148,14440371710211814341,0.00015567749505862594,0.00047088026999069177
276,157.06756059751922,0,4.923487663269043,6329659347810242874,0.00015452202933374792,0.00045645347491967645
