step,density_sum,density_min,density_max,density_hash_fnv1a64,kinetic_energy,rms_divergence_after
279,146.57658021780148,0,7.3341469764709473,8791179656971236558,0.00020818189659621567,0.00017237589072230036
280,144.744118699344,0,7.3217535018920898,6406928885927721613,0.00020633370149880648,0.00016708679953723548
281,142.8913304830707,0,7.3091225624084473,3449747297814151194,0.00020441236847545952,0.00016228005728914185
282,141.01892517294587,0,7.2968311309814453,11567709521100919159,0.00020241155289113522,0.00015803241722614372
283,139.12394606707116,0,7.2840437889099121,14133994346185398872,0.00020033303007949144,0.00015433272998150832
284,137.21078618819536,0,7.2716884613037109,13437786010188974522,0.00019819667795673013,0.00015086614990233961
285,135.27113143827799,0,7.2595791816711426,7048758745018039467,0.00019598261860664934,0.00014806578391933365
286,133.31659969105911,0,7.2471880912780762,16371404322088813000,0.00019367794448044151,0.00014610648656606686
287,131.34357882641422,0,7.2332053184509277,16573546535276482828,0.00019130902364850044,0.00014457864376320282
288,129.35017771747312,0,7.2211599349975586,5358513118883651816,0.00018886114412453026,0.00014380778935573526
289,127.33995068467082,0,7.209134578704834,16340180601254027867,0.00018634417210705578,0.00014343564568774017
290,125.31743829173639,0,7.1971292495727539,2168349327134802730,0.00018376336083747447,0.00014354705535332761
291,123.27861886016679,0,7.1821174621582031,18321012604639978661,0.00018110784003511071,0.00014418558227436191
292,121.22895856694194,0,7.1654810905456543,5418162161845489578,0.00017838258645497262,0.00014579760319095099
293,119.16833880497757,0,7.1527929306030273,13448484870087323638,0.00017560149717610329,0.00014819813652175158
294,117.09822440154481,0,7.1369752883911133,6421855155348861423,0.00017276545986533165,0.00015166846636766065
295,115.0225384877901,0,7.1173849105834961,146285562263089045,0.00016988218703772873,0.00015598856105833884
296,112.94151225231731,0,7.0934410095214844,13281615634222109502,0.0001669476623646915,0.0001612575492117546
297,110.85946124029699,0,7.0648069381713867,11908289123953971786,0.00016397697618231177,0.0001672888429720057
298,108.77942496183601,0,7.0309672355651855,9832824256033724423,0.0001609744067536667,0.00017414655515087676
299,106.70589430337387,0,6.9917593002319336,5751516440149908247,0.00015796103980392218,0.00018134948014671964
300,104.63888967914914,0,6.9469728469848633,12043143347414265242,0.00015493300452362746,0.00018896756561146745
301,102.58219502572918,0,6.8965401649475098,4539321583594095945,0.00015188829274848104,0.00019717466944933943
302,100.54287180734205,0,6.8400774002075195,15164998961170093656,0.00014883652329444885,0.00020573647264090315
303,98.52029952636218,0,6.7779183387756348,1458779434597228680,0.00014578120317310095,0.00021470493221527649
304,96.519346320543235,0,6.7102088928222656,14914731941529661676,0.00014273665146902204,0.00022383317896147826
305,94.541456158436873,0,6.6370906829833984,6951877998315666919,0.000139708659844473,0.00023310510908989686
306,92.59193298503007,0,6.5589375495910645,8683942224725272664,0.00013670149201061577,0.0002424545221052046
307,90.675504909945303,0,6.4761795997619629,12039473751582572075,0.00013371973182074726,0.00025177651048370359
308,88.789458623266341,0,6.389434814453125,10622671443439426933,0.00013076691539026797,0.00026105262597986311
309,86.935840426465404,0,6.2992768287658691,4032937321977191431,0.00012785762373823673,0.00027019717070834212
310,85.117114268852475,0,6.2060708999633789,7854970724145733591,0.00012498984870035201,0.00027921369435401975
311,83.337452253227198,0,6.110191822052002,4955456959362815824,0.00012216204777359962,0.00028810308137567589
312,81.597615207929906,0,6.0120334625244141,8670075868760985133,0.00011937740055145696,0.00029683512853512028
313,79.894816194332236,0,5.9127779006958008,5743164783133607630,0.0001166396468761377,0.00030545391041243724
314,78.234601030524473,0,5.8119797706604004,742852231821028051,0.0001139542946475558,0.00031402731847966
315,76.612322672004694,0,5.7103796005249023,15647705312746493648,0.00011131814972031862,0.00032242503290296404
316,75.029961046123447,0,5.6083130836486816,15347271911101093190,0.00010874418512685224,0.00033052846307954386
317,73.488709533994196,0,5.5061068534851074,885891182586383589,0.000106229999801144,0.00033829043443597563
318,71.989471084672687,0,5.404869556427002,4232815064517215409,0.00010376796853961423,0.00034587202569972436
319,70.529865621576803,0,5.3040108680725098,8349853326373032682,0.00010135693446500227,0.00035312954775772165
320,69.105785204203471,0,5.2038793563842773,6518339548340920292,9.9004180810879916e-05,0.00036014333835425667
321,67.719724595530124,0,5.1046462059020996,2530125190827837307,9.6712916274555027e-05,0.00036683853799073353
322,66.371021073057349,0,5.0064668655395508,7405452599891014330,9.448103082831949e-05,0.00037330139202108528
323,65.060029922939449,0,4.9103150367736816,18353307174950592519,9.2303416749928147e-05,0.00037952710771347475
324,63.784924252142702,0,4.8154220581054688,1112210221571839503,9.0182285930495709e-05,0.00038553660983909103
325,62.544200899746713,0,4.7219762802124023,16717736729959287629,8.8115615653805435e-05,0.00039135834224604456
326,61.338225092085729,0,4.6300287246704102,3607637088994685790,8.6105981608852744e-05,0.00039692146739679738
327,60.165899008591438,0,4.5396256446838379,16301570451870536817,8.4147934103384614e-05,0.000402304401201444
328,59.026484272019268,0,4.4508109092712402,14450116114709893170,8.2241902418900281e-05,0.00040748417114822461
329,57.918127913318287,0,4.3637537956237793,11247946025576318703,8.0386729678139091e-05,0.00041245327160684158
330,56.841098802959259,0,4.2792377471923828,2895269467968619384,7.85843949415721e-05,0.00041721875304283085
331,55.793111307930246,0,4.196284294128418,2984657550697115768,7.6831856858916581e-05,0.00042175047120438387
332,54.774644584575213,0,4.1149353981018066,1282101975126910365,7.5124968134332448e-05,0.00042608315176519455
333,53.784267994926267,0,4.035311222076416,12439981944434915249,7.3470277129672468e-05,0.00043014887757151642
334,52.821438724655479,0,3.9574322700500488,8096508615839167328,7.1862064942251891e-05,0.00043404041754898515
335,51.884816416127549,0,3.8813049793243408,8457222250211472516,7.0297202910296619e-05,0.00043779396945357082
336,50.974268475214217,0,3.8069241046905518,6932203087606143636,6.8774643295910209e-05,0.00044137070019285363
337,50.085839394036199,0,3.7342779636383057,5608788875804829016,6.7298547946847975e-05,0.00044478153726178979
338,49.222035902237593,0,3.6633505821228027,3895979358754474072,6.5848304075188935e-05,0.00044817063366149525
339,48.383413956942917,0,3.5940990447998047,13970794077553836980,6.444095924962312e-05,0.00045138712006623493
340,47.567215865121561,0,3.5264890193939209,4746410119512589114,6.3074410718400031e-05,0.00045441500712456022
341,46.7726866275436,0,3.4604561328887939,17362074845176245643,6.1744169215671718e-05,0.00045728936744103912
342,45.999452887626404,0,3.395993709564209,14506335823503633851,6.0451093304436654e-05,0.00046000018121935236
343,45.246370069441461,0,3.3330960273742676,4976479261285694015,5.9194135246798396e-05,0.00046250522058913484
344,44.513318580943249,0,3.2717568874359131,2152904879657149615,5.7969558838522062e-05,0.00046488858104070773
345,43.799189722271166,0,3.2119688987731934,16670334214885777159,5.677910303347744e-05,0.00046704361876024876
346,43.103803282053768,0,3.1537206172943115,5834854457371198409,5.5623604566790164e-05,0.00046895464824188606
347,42.426831055539132,0,3.0963742733001709,13790961877479611510,5.4497711971634999e-05,0.00047058654851642715
348,41.766207823084301,0,3.0406420230865479,14346242521638045942,5.3404506616061553e-05,0.00047185721798081992
349,41.122022218002435,0,2.986386775970459,472747450929170635,5.2339415560709313e-05,0.00047312603670215058
350,40.494922851883985,0,2.9335441589355469,17035594794475531539,5.130267163622193e-05,0.00047431542748664217
351,39.883053878510701,0,2.8820865154266357,8896584733260454080,5.0290724175283685e-05,0.0004754222650411201
352,39.286841379881956,0,2.8319823741912842,2796829888316744437,4.9308149755233899e-05,0.00047640515666320715
353,38.704872720642442,0,2.7826137542724609,8784830775401379404,4.8351204895880073e-05,0.0004772526004150721
354,38.136913500634961,0,2.7346212863922119,14920567527996432291,4.7417965106433257e-05,0.00047798207043052741
355,37.582785527248831,0,2.6878674030303955,13252549572516190965,4.6508866944350302e-05,0.00047866456225846603
356,37.042255168768428,0,2.6423242092132568,18391447839325081944,4.5621556637343019e-05,0.0004793205413587549
357,36.514832883160778,0,2.5979475975036621,2270336116064788900,4.4758478907169774e-05,0.00047984044688965211
358,35.999096980749869,0,2.5541753768920898,17023190846068414091,4.3918276787735522e-05,0.00048025512571649051
359,35.495815782791936,0,2.5115313529968262,10297855434803181486,4.310021540732123e-05,0.00048051045103208312
360,35.004445157728249,0,2.4699957370758057,11320478273329110713,4.2301639041397721e-05,0.00048076215279848825
361,34.524471766823325,0,2.4290297031402588,9826576362684554863,4.1521921957610175e-05,0.00048097912611055692
362,34.054867143188616,0,2.3891897201538086,11620202509625612950,4.0763879951555282e-05,0.00048114561674032194
363,33.596310429369353,0,2.3503909111022949,10325696629831020414,4.0025872294791043e-05,0.0004812588718809144
364,33.149232681142252,0,2.3126015663146973,3072343571343508465,3.9303824451053515e-05,0.00048134375884465645
365,32.710615740502725,0,2.2753031253814697,8505796153830772450,3.859683420159854e-05,0.00048137803417205432
366,32.282790508850475,0,2.2389829158782959,663833359335340060,3.7914524000370875e-05,0.00048130057908614735
367,31.864537190376005,0,2.203150749206543,6383558240604874383,3.7242200050968677e-05,0.00048125148969819592
368,31.455347745384493,0,2.1683206558227539,6729144572496010972,3.6590525269275531e-05,0.00048109850538313178
369,31.055120238259168,0,2.134411096572876,3971842701554833474,3.5949375160271302e-05,0.00048096040855890709
370,30.663261681411392,0,2.1009531021118164,11214667759158671612,3.5326273064129055e-05,0.00048073232682920513
371,30.280412210067858,0,2.0683858394622803,1641756172802577219,3.471677700872533e-05,0.00048045594214306031
372,29.905660503717826,0,2.0366866588592529,3739070307659937012,3.4122353099519387e-05,0.00048012075252512609
373,29.538427656703814,0,2.005394458770752,10627856435052653346,3.3541404263814911e-05,0.00047974374158499532
374,29.179095774491262,0,1.9749435186386108,3712357018579466175,3.2973650377243757e-05,0.00047931827328788381
375,28.82696430468528,0,1.9448843002319336,694841520955942407,3.2419680792372674e-05,0.00047883731841928722
376,28.482576252285817,0,1.9156404733657837,6903452663594553553,3.1877774745225906e-05,0.00047832323010241234
377,28.144702344968614,0,1.886783242225647,2432509945462060661,3.1348641641670838e-05,0.00047777004182432252
378,27.814378430227627,0,1.8587125539779663,14907220204856083636,3.0831841286271811e-05,0.00047715943591738336
379,27.490650901614497,0,1.8314071893692017,13089373281646653270,3.0326362320920452e-05,0.00047649448718221178
380,27.173160040155889,0,1.8044037818908691,16978245822056618184,2.9832257496309467e-05,0.00047579005130226069
381,26.862640988375635,0,1.7781418561935425,5733578093431815684,2.9349404940148816e-05,0.00047505440343966523
382,26.557937010433054,0,1.7522060871124268,15928193127337608899,2.8876627766294405e-05,0.00047429009498039566
383,26.259384062582882,0,1.7269816398620605,1880749605099468049,2.841468813130632e-05,0.00047347789876434532
384,25.966549703599728,0,1.7020643949508667,874321792309040841,2.7962949388893321e-05,0.00047261284714277126
385,25.679808502014502,0,1.6778304576873779,7811244044206781502,2.7520138246472925e-05,0.00047169356473590314
386,25.398289817511685,0,1.6538867950439453,1469331082224473825,2.7089074137620628e-05,0.00047071663936989154
387,25.123251686739408,0,1.6306005716323853,17537463009827173838,2.6666355552151799e-05,0.00046970835131899955
388,24.852801734582734,0,1.6075893640518188,5284919488961501912,2.6252417228533886e-05,0.00046866064476111665
389,24.586988484655631,0,1.5852117538452148,2723589062016834476,2.5847715733107179e-05,0.00046756980512319536
390,24.326585785463028,0,1.5630642175674438,5968470851243088739,2.5451612600591034e-05,0.00046644424324116348
391,24.07091513131116,0,1.5415236949920654,13423346864345113557,2.5064064175239764e-05,0.00046529650419253454
392,23.820527767551585,0,1.5202029943466187,18368097697012212237,2.4684817617526278e-05,0.00046409558959815739
393,23.574042416131075,0,1.4991344213485718,14438430558396440496,2.4313718313351274e-05,0.00046285180094865892
394,23.33255707948749,0,1.4786574840545654,2590384705689390077,2.3950015020091087e-05,0.0004615934547804377
395,23.095287108083969,0,1.4584213495254517,14844528785346975129,2.3593565856572241e-05,0.0004603141955917994
396,22.86257028061577,0,1.4387576580047607,959327106676002663,2.3243397663463838e-05,0.0004590022385587425
397,22.634278395794663,0,1.4193229675292969,13198030676279563023,2.2901886040926911e-05,0.0004576415591981271
398,22.410220869798003,0,1.4004325866699219,18262752398406746677,2.2567124688066542e-05,0.00045626763418455079
399,22.190168686157122,0,1.3817315101623535,12895028004779412088,2.2239630197873339e-05,0.00045486127054911152
400,21.973935959148669,0,1.3632478713989258,15758458581498733694,2.1918185666436329e-05,0.00045341442507557963
401,21.761722542746149,0,1.3452919721603394,39987464520945449,2.1603258574032225e-05,0.00045194397195453731
402,21.552853441004565,0,1.327540397644043,12662056117753642225,2.129521089955233e-05,0.00045045173061599006
403,21.347591438153255,0,1.3102926015853882,4085387964742435749,2.0992796635255218e-05,0.00044894764474494824
404,21.145819617672231,0,1.2932143211364746,15367512567656292133,2.0696910723927431e-05,0.00044738655559075377
405,20.947165482952474,0,1.2763317823410034,16137075822789637766,2.0406276235007681e-05,0.00044581117046477056
406,20.751752233318648,0,1.259934663772583,3735639368485238283,2.0121266061323695e-05,0.00044422517611071783
407,20.559845540745279,0,1.2436996698379517,1450588574143923850,1.9842211258946918e-05,0.00044260720406473768
408,20.371551928915689,0,1.227651834487915,8485277964964930824,1.9569046344258823e-05,0.00044093870963481243
409,20.186858705950758,0,1.2120752334594727,3359705192871252972,1.9302786313346587e-05,0.00043920606168866837
410,20.004879730696409,0,1.1966750621795654,1753482778731234485,1.9041799532715231e-05,0.00043745310263618333
411,19.82561545706454,0,1.1817259788513184,538349812454762592,1.8786062355502509e-05,0.00043563574695242501
412,19.648955290747175,0,1.1669209003448486,17563989264254674517,1.8536404240876436e-05,0.00043369471651602374
413,19.47504317609237,0,1.1522822380065918,14881699364530809043,1.8290456864633597e-05,0.00043173070732210807
414,19.304700943154018,0,1.1380764245986938,11341802224070895924,1.8050093785859644e-05,0.00042975388682068644
415,19.137270117714543,0,1.1240066289901733,4327302322244381272,1.7817266780184582e-05,0.00042769257930567236
416,18.971823747979947,0,1.110094428062439,13567672094564617765,1.758744110702537e-05,0.00042565642882254909
417,18.8091150298612,0,1.0965981483459473,10746282470639729441,1.736096601234749e-05,0.00042360755600345188
418,18.649380734255647,0,1.0832306146621704,4183458966798372794,1.7140971976914443e-05,0.00042151309097298684
419,18.491935556940255,0,1.0700125694274902,13884081578499824915,1.6924946976359934e-05,0.00041944265820274585
420,18.336690215413107,0,1.0571943521499634,8198067572658317426,1.6713052900740877e-05,0.00041732814237875826
421,18.183957330647367,0,1.0444985628128052,12009701703850686866,1.6504725863342173e-05,0.00041523268518048209
422,18.034022644368481,0,1.0319247245788574,9314054426962050276,1.6301530195050873e-05,0.00041308789965329698
423,17.886415334645172,0,1.0197361707687378,14857570409583199606,1.6102369045256637e-05,0.0004109265251247238
424,17.740957337231212,0,1.0076618194580078,8766585546183246182,1.5906278349575587e-05,0.00040879326677021628
425,17.597720081188232,0,0.99570411443710327,10471844576242935881,1.5715146219008602e-05,0.00040659781034498515
426,17.45646666014224,0,0.98388165235519409,14154980711295307774,1.5527701179962605e-05,0.00040440847956713311
427,17.317247540804793,0,0.9724278450012207,12471558596306171508,1.5342986444011331e-05,0.00040224807371865142
428,17.180340020629878,0,0.96108478307723999,3831361035201067082,1.5162960153247695e-05,0.00040002634128910472
429,17.045436747198448,0,0.94986844062805176,4282686907060624738,1.4986750102252699e-05,0.00039779523688102467
430,16.912395543792609,0,0.93900448083877563,12390093012674929700,1.4813838788541034e-05,0.00039556882850845282
431,16.781125486190277,0,0.92824214696884155,13366241651842291968,1.4643933354818728e-05,0.00039335510786879367
432,16.651917604308977,0,0.91758310794830322,7409114963918017092,1.4477416698355228e-05,0.00039115498065916444
433,16.524606586411704,0,0.90704226493835449,7424780608361809110,1.4313432075141463e-05,0.00038897477879295416
434,16.399003776408637,0,0.89683634042739868,7899097293376678766,1.415240785718197e-05,0.00038680602193331482
435,16.274900092090846,0,0.88672506809234619,17441092624113773813,1.3994328583066817e-05,0.00038464761059336683
436,16.152660497688586,0,0.87670999765396118,12178554611202753487,1.3838911399943754e-05,0.00038250083448568002
437,16.031971669559198,0,0.86680501699447632,4624311697205498209,1.3685974408872426e-05,0.00038036499395188223
438,15.913195018066709,0,0.85721838474273682,2055800744239559745,1.3535607649828307e-05,0.00037823693041315841
439,15.795934090682609,0,0.84771978855133057,4953845195694171195,1.3387798389885575e-05,0.00037611756932001835
440,15.680448589685447,0,0.83831030130386353,14507451422510151562,1.3242505701782648e-05,0.00037400656466201742
441,15.566563005413595,0,0.82920593023300171,12208865487378832134,1.3099705029162578e-05,0.00037190417337097989
442,15.454153122902165,0,0.8201833963394165,3357292033132523870,1.2958839761267882e-05,0.00036981793954818934
443,15.3430553962346,0,0.81124264001846313,2278234043421046292,1.2820607480534818e-05,0.000367735714275145
444,15.233546446214801,0,0.80238473415374756,10685362973174078846,1.2684684406849556e-05,0.00036566127750877722
445,15.125181929268726,0,0.79362189769744873,3178727273638791198,1.2551010513561778e-05,0.00036359196801791932
446,15.018458806124444,0,0.78514689207077026,16960657065666624680,1.24193375086179e-05,0.00036153225663477199
447,14.913204841729705,0,0.77674746513366699,12466049098256913263,1.2289903679629788e-05,0.00035948098403524215
448,14.809378742497888,0,0.768424391746521,1423547533801875017,1.2162360690126661e-05,0.0003574421320838518
449,14.706820543552761,0,0.76018917560577393,15887460155332664813,1.2036797670589294e-05,0.00035541077658799277
450,14.605562819478676,0,0.75222605466842651,7360361974048807074,1.1913532944163308e-05,0.00035338189948387274
451,14.505352138073354,0,0.74433118104934692,12215030705899108507,1.1792106306529604e-05,0.00035136480567062896
452,14.406486852748483,0,0.73650443553924561,7140865175748811501,1.1672878827084787e-05,0.00034935262140253927
453,14.309261181359915,0,0.72874659299850464,14103276131443588049,1.1555163837329019e-05,0.00034735525092287654
454,14.213386760469451,0,0.72124773263931274,10259372371315094025,1.1439153240644373e-05,0.00034536838396532154
455,14.118411680058715,0,0.71381092071533203,990974364832406107,1.132510897150496e-05,0.00034339029919256878
456,14.024550153256993,0,0.7064359188079834,2170863804149284440,1.1213253856112715e-05,0.00034141365708803962
457,13.932287658128194,0,0.6991235613822937,16906422123631110336,1.1102511052740738e-05,0.00033945671490968838
458,13.840904999555768,0,0.69188398122787476,7603680582398307217,1.0993409887305461e-05,0.00033750907868796803
459,13.750885170556534,0,0.68488782644271851,303973695606878809,1.0886442396440543e-05,0.0003355604608531795
460,13.661944462600983,0,0.67794710397720337,6903806734333875785,1.0780760931083933e-05,0.00033362709460266681
461,13.573855726853754,0,0.67106187343597412,568768493669512446,1.0676993952074554e-05,0.00033169628687212347
462,13.486775962221685,0,0.66423290967941284,8410499003416519481,1.0574596672086045e-05,0.00032977967454506156
463,13.400748981039925,0,0.65746980905532837,2023688475995123651,1.0473399925103877e-05,0.00032787840590433145
464,13.315854813722307,0,0.65093642473220825,16102927673987487272,1.0374084922659677e-05,0.00032597938802441181
465,13.231996401514452,0,0.64445310831069946,11422891236094853810,1.0276062312186696e-05,0.00032409424748825339
466,13.149102299115308,0,0.63801997900009155,10264707437171133571,1.0179632226936519e-05,0.00032221640292426574
467,13.067105733411633,0,0.63163703680038452,15126317805891154068,1.0084400855703279e-05,0.00032035086230605648
468,12.985983658176394,0,0.62530505657196045,4304768740730250955,9.990561920858454e-06,0.00031849484123822427
469,12.905872698232935,0,0.61919176578521729,11651147959422654158,9.8982727649854496e-06,0.00031664372747108302
470,12.826800505663,0,0.61312472820281982,3883709260089261143,9.8072550827055238e-06,0.00031480347608741461
471,12.74865873845514,0,0.60710352659225464,3994786561253733682,9.7174024631385691e-06,0.00031297451707631079
472,12.671273776430647,0,0.60112828016281128,1753961670565520680,9.6289659268222749e-06,0.00031114882867588564
473,12.594836641887198,0,0.59519976377487183,17386171756241832971,9.5416289696004242e-06,0.00030933448544688975
474,12.519241044982412,0,0.58932650089263916,15864595182227113945,9.4556698968517594e-06,0.00030752806072927545
475,12.444519515940383,0,0.58365905284881592,4887060806807431478,9.3711050794809125e-06,0.00030572739402842105
476,12.370654745101659,0,0.57803362607955933,3181892372752066049,9.2873387984582223e-06,0.00030394322462606237
477,12.297563532629653,0,0.57244992256164551,9063572727217490612,9.205195055983495e-06,0.00030216091284811063
478,12.225205988497866,0,0.56690806150436401,17405144266117101032,9.1238125605741516e-06,0.00030039636368349535
479,12.153601984203512,0,0.56140881776809692,13897084879328507081,9.0438288680161349e-06,0.0002986362470533337
480,12.082877977789106,0,0.55610573291778564,465819058962378386,8.9649392975843512e-06,0.00029688419591589502
