implementation,completed,steps_recorded,warmup_steps_excluded,solver_gpu_ms_mean,solver_gpu_ms_p50,solver_gpu_ms_p95,solver_gpu_ms_p99,diagnostics_gpu_ms_mean,source_gpu_ms_mean,velocity_advection_gpu_ms_mean,buoyancy_gpu_ms_mean,divergence_gpu_ms_mean,pressure_clear_gpu_ms_mean,pressure_solve_gpu_ms_mean,pressure_gradient_gpu_ms_mean,scalar_advection_gpu_ms_mean,pressure_fraction_mean,rms_divergence_before_mean,rms_divergence_after_mean,divergence_remaining_fraction_mean,max_abs_divergence_after_peak,kinetic_energy_mean,velocity_rms_mean,velocity_max_peak,nonfinite_diagnostic_samples_total,enstrophy_mean
gpu_jacobi,1,480,30,0.094889884444444683,0.094687999999999994,0.096416000000000002,0.09663999999999999,0.16385948444444434,0.0014803200000000013,0.0042400000000000042,0.0014683733333333295,0.0024234666666666607,0.0023835022222222202,0.075653759999999709,0.0022628977777777765,0.0049775644444444737,0.79727950395274039,0.03409683814472083,0.0030129182161333706,0.11095093139326469,0.35157597064971924,0.00091212427468033441,0.038099476152966896,2.6296525001525879,0,1.6164813333211674
