step,emitter,before_source,after_source,before_advection,forward,reverse,corrected,limited,final,expected_injection,measured_injection,forward_delta,correction_delta,lower_changed_cells,lower_delta,upper_changed_cells,upper_delta,damping_and_positivity_delta,damping_residual,limiter_residual,pattern_errors,injection_errors,untouched_errors,nonfinite,audit_failed
170,1,1879.3259315490723,1879.8259315490723,1879.8259315490723,1816.103719457984,1936.750624448061,2509.5745126993293,1891.1517753601074,1888.0024642944336,0.5,0.5,-63.722212091088295,693.47079324134529,1137,60.635524532116058,32,-679.05826187133789,-3.1493110656738281,-1.6370146795452456e-05,0,1178,0,0,0,1
171,1,1888.0024642944336,1888.5024642944336,1888.5024642944336,1824.9003556370735,1945.7397116422653,2522.8474290127938,1899.8283081054688,1896.6645374298096,0.5,0.5,-63.602108657360077,697.94707337572027,1137,60.204481387595457,32,-683.22360229492188,-3.1637706756591797,-2.7135302616443369e-05,1.3642420526593924e-12,1178,0,0,0,1
172,1,1896.6645374298096,1897.1645374298096,1897.1645374298096,1833.5635016709566,1954.4670176506042,2535.9268123406705,1908.4903812408447,1905.3121814727783,0.5,0.5,-63.601035758852959,702.36331066971388,1125,59.828205893582542,32,-687.2646369934082,-3.1781997680664062,-3.1462161132367328e-05,-1.1368683772161603e-13,1170,0,0,0,1
173,1,1905.3121814727783,1905.8121814727783,1905.8121814727783,1842.9382636770606,1964.4229967594147,2549.6439698197464,1917.1380176544189,1913.9454231262207,0.5,0.5,-62.873917795717716,706.70570614268581,1121,59.518786146438778,32,-692.02473831176758,-3.1925945281982422,-2.5497908382021706e-05,1.3642420526593924e-12,1170,0,0,0,1
174,1,1913.9454231262207,1914.4454231262207,1914.4454231262207,1851.6896254196763,1973.3716393709183,2562.8141840489052,1925.7712669372559,1922.5643043518066,0.5,0.5,-62.755797706544399,711.12455862922889,1117,59.129951616989146,32,-696.1728687286377,-3.2069625854492188,-1.678935677773552e-05,-7.9580786405131221e-13,1158,0,0,0,1
175,1,1922.5643043518066,1923.0643043518066,1923.0643043518066,1860.3081989139318,1981.7768879532814,2575.8328464790802,1934.3901557922363,1931.1688327789307,0.5,0.5,-62.756105437874794,715.52464756514837,1117,58.755841417648597,32,-700.19853210449219,-3.2213230133056641,-2.4365524950553663e-05,-3.4106051316484809e-13,1158,0,0,0,1
176,1,1931.1688327789307,1931.6688327789307,1931.6688327789307,1869.7584731504321,1991.5407151579857,2589.6715526496178,1942.9946689605713,1939.7590160369873,0.5,0.5,-61.910359628498554,719.91307949918564,1109,58.377759941934819,32,-705.05464363098145,-3.2356529235839844,-2.536363808758324e-05,1.1368683772161603e-13,1149,0,0,0,1
177,1,1939.7590160369873,1940.2590160369873,1940.2590160369873,1878.3507832959294,2000.5826391279697,2602.562131455396,1951.5848598480225,1948.3349018096924,0.5,0.5,-61.908232741057873,724.21134815946652,1109,58.09495777800155,32,-709.07222938537598,-3.2499580383300781,-2.5416809194211964e-05,9.0949470177292824e-13,1150,0,0,0,1
178,1,1948.3349018096924,1948.8349018096924,1948.8349018096924,1886.9268823266029,2009.0426136255264,2615.4986792381592,1960.1607456207275,1956.896484375,0.5,0.5,-61.908019483089447,728.57179691155625,1109,57.746235770386143,32,-713.08416938781738,-3.2642612457275391,-4.7384633262481657e-05,-4.5474735088646412e-13,1142,0,0,0,1
179,1,1956.896484375,1957.396484375,1957.396484375,1896.3228508085012,2018.9432817101479,2629.3341792107644,1968.7223205566406,1965.4438247680664,0.5,0.5,-61.073633566498756,733.01132840226319,1089,57.311099719900753,32,-717.92295837402344,-3.2784957885742188,-2.4519437602066319e-05,-1.1368683772161603e-12,1142,0,0,0,1
180,1,1965.4438247680664,1965.9438247680664,1965.9438247680664,1904.8652230128646,2027.7194091081619,2642.2368791247709,1977.2696762084961,1973.9769439697266,0.5,0.5,-61.078601755201817,737.3716561119063,1089,56.952560648789891,32,-721.91976356506348,-3.2927322387695312,-2.724066121118085e-05,-1.2505552149377763e-12,1142,0,0,0,1
181,1,1973.9769439697266,1974.4769439697266,1974.4769439697266,1913.3952789157629,2036.1496429145336,2655.0503258010426,1985.8027954101562,1982.4958400726318,0.5,0.5,-61.081665053963661,741.65504688527972,1073,56.665416310164048,32,-725.9129467010498,-3.3069553375244141,-4.031810067317565e-05,-5.6843418860808015e-13,1142,0,0,0,1
182,1,1982.4958400726318,1982.9958400726318,1982.9958400726318,1922.7449448481202,2045.9026616811752,2668.7462332394498,1994.3216609954834,1991.0005378723145,0.5,0.5,-60.250895224511623,746.00128839132958,1073,56.30850957366107,32,-730.73308181762695,-3.3211231231689453,-2.1818672848894494e-05,-4.5474735088646412e-13,1122,0,0,0,1
183,1,1991.0005378723145,1991.5005378723145,1991.5005378723145,1931.2451763302088,2054.8382284939289,2681.6269814063271,2002.826358795166,1999.4910697937012,0.5,0.5,-60.255361542105675,750.38180507611833,1061,55.914289803389963,32,-734.71491241455078,-3.3352890014648438,-2.5005207817230257e-05,-2.2737367544323206e-13,1122,0,0,0,1
184,1,1999.4910697937012,1999.9910697937012,1999.9910697937012,1939.8156777918339,2063.590036213398,2694.46584083981,2011.3168983459473,2007.9674739837646,0.5,0.5,-60.175392001867294,754.65016304797609,1055,55.61765716128879,32,-738.76659965515137,-3.3494243621826172,-2.1251594489513081e-05,-1.1368683772161603e-13,1106,0,0,0,1
185,1,2007.9674739837646,2008.4674739837646,2008.4674739837646,1949.2912346869707,2073.3047781288624,2708.1735703791637,2019.7933177947998,2016.4297523498535,0.5,0.5,-59.176239296793938,758.88233569219301,1037,55.340189233873438,32,-743.7204418182373,-3.3635654449462891,-4.6733932094866759e-05,0,1105,0,0,0,1
186,1,2016.4297523498535,2016.9297523498535,2016.9297523498535,1957.8327356949449,2082.2008789777756,2720.9932800980605,2028.2556037902832,2024.8779773712158,0.5,0.5,-59.097016654908657,763.16054440311564,1037,55.023804023643621,32,-747.7614803314209,-3.3776264190673828,-1.5643764072592603e-05,0,1086,0,0,0,1
187,1,2024.8779773712158,2025.3779773712158,2025.3779773712158,1966.3564958870411,2091.0695684254169,2733.8060302559752,2036.7038059234619,2033.3120975494385,0.5,0.5,-59.021481484174728,767.44953436893411,1033,54.694036501226947,32,-751.79626083374023,-3.3917083740234375,-2.8987986752326833e-05,0,1086,0,0,0,1
188,1,2033.3120975494385,2033.8120975494385,2033.8120975494385,1975.870085529983,2100.558069050312,2747.6001782825188,2045.1379337310791,2041.7321872711182,0.5,0.5,-57.942012019455433,771.73009275253571,1025,54.344293076734175,32,-756.80653762817383,-3.4057464599609375,-2.1900865476709441e-05,0,1070,0,0,0,1
189,1,2041.7321872711182,2042.2321872711182,2042.2321872711182,1984.2838935703039,2109.3145849108696,2760.2525749374618,2053.5580310821533,2050.1382389068604,0.5,0.5,-57.948293700814247,775.96868136715784,1001,54.063041670204257,32,-760.7575855255127,-3.4197921752929688,-4.5807758397131693e-05,0,1070,0,0,0,1
190,1,2050.1382389068604,2050.6382389068604,2050.6382389068604,1992.6797795891762,2118.142171561718,2772.8748543739785,2061.964075088501,2058.5303020477295,0.5,0.5,-57.958459317684174,780.19507478480227,993,53.790188503218815,32,-764.70096778869629,-3.4337730407714844,-2.8267532343306812e-05,0,1058,0,0,0,1
191,1,2058.5303020477295,2059.0303020477295,2059.0303020477295,2001.5963883772492,2127.5829674005508,2786.0350803565525,2070.3561153411865,2066.9083633422852,0.5,0.5,-57.433913670480251,784.43869197930326,989,53.493093090102775,32,-769.17205810546875,-3.4477519989013672,-3.2140110761247342e-05,0,1058,0,0,0,1
192,1,2066.9083633422852,2067.4083633422852,2067.4083633422852,2010.2516020834446,2136.1432589590549,2799.0159798155219,2078.7341918945312,2075.2724723815918,0.5,0.5,-57.156761258840561,788.76437773207726,981,53.109783123931265,32,-773.39157104492188,-3.4617195129394531,-4.7822047690715408e-05,0,1026,0,0,0,1
193,1,2075.2724723815918,2075.7724723815918,2075.7724723815918,2018.604263946414,2144.5487871468067,2811.5819451639836,2087.0983085632324,2083.6226940155029,0.5,0.5,-57.168208435177803,792.97768121756963,981,52.834379451494897,32,-777.31801605224609,-3.4756145477294922,-1.4271834515966475e-05,0,1026,0,0,0,1
194,1,2083.6226940155029,2084.1226940155029,2084.1226940155029,2027.3035438805819,2153.4212783575058,2824.6043637327384,2095.4485607147217,2091.9590225219727,0.5,0.5,-56.819150134921074,797.30081985215656,969,52.44373197038658,32,-781.59953498840332,-3.4895381927490234,-3.2420135084976209e-05,0,1014,0,0,0,1
195,1,2091.9590225219727,2092.4590225219727,2092.4590225219727,2036.0820468664169,2162.3895192146301,2837.6905172978004,2103.7849044799805,2100.2814960479736,0.5,0.5,-56.376975655555725,801.60847043138347,954,52.063642629567767,32,-785.9692554473877,-3.5034084320068359,-2.032401243923232e-05,0,1014,0,0,0,1
196,1,2100.2814960479736,2100.7814960479736,2100.7814960479736,2044.3955777212977,2170.4818475842476,2850.2295315592928,2112.1073627471924,2108.5900897979736,0.5,0.5,-56.385918326675892,805.83395383799507,953,51.761530605013832,32,-789.88369941711426,-3.51727294921875,-2.5629068204580108e-05,0,1002,0,0,0,1
197,1,2108.5900897979736,2109.0900897979736,2109.0900897979736,2052.9296814128757,2178.8594896793365,2863.0151481311186,2120.4159717559814,2116.8848667144775,0.5,0.5,-56.16040838509798,810.08546671824297,936,51.428487809433136,32,-794.02766418457031,-3.5311050415039062,-2.1572071091213729e-05,0,1002,0,0,0,1
198,1,2116.8848667144775,2117.3848667144775,2117.3848667144775,2061.781565964222,2187.9151935279369,2876.0670706236124,2128.7107410430908,2125.1657943725586,0.5,0.5,-55.603300750255585,814.28550465939043,921,51.141509393477463,32,-798.49783897399902,-3.5449466705322266,-5.0098810788767878e-05,0,978,0,0,0,1
199,1,2125.1657943725586,2125.6657943725586,2125.6657943725586,2070.0484584793448,2196.2379315793514,2888.5351131044736,2136.9916687011719,2133.4329357147217,0.5,0.5,-55.617335893213749,818.48665462512872,913,50.849025002826238,32,-802.39246940612793,-3.5587329864501953,-4.6362609737116145e-05,0,978,0,0,0,1
200,1,2133.4329357147217,2133.9329357147217,2133.9329357147217,2078.2996758073568,2204.3150246441364,2901.0167159093689,2145.2587947845459,2141.6863136291504,0.5,0.5,-55.633259907364845,822.71704010201211,905,50.523103808038286,32,-806.28102493286133,-3.5724811553955078,-2.7462903290143004e-05,0,954,0,0,0,1
201,1,2141.6863136291504,2142.1863136291504,2142.1863136291504,2087.2616812586784,2214.1208535730839,2914.1262328734592,2153.5121421813965,2149.9258899688721,0.5,0.5,-54.924632370471954,826.86455161478079,897,50.273219336013426,32,-810.88731002807617,-3.5862522125244141,-5.4396733503381256e-05,0,954,0,0,0,1
202,1,2149.9258899688721,2150.4258899688721,2150.4258899688721,2095.5711706951261,2222.86280554533,2926.5630477101122,2161.7517337799072,2158.1517753601074,0.5,0.5,-54.854719273746014,830.99187701498613,865,50.039056476899532,32,-814.85037040710449,-3.5999584197998047,-3.9387948163494002e-05,0,938,0,0,0,1
203,1,2158.1517753601074,2158.6517753601074,2158.6517753601074,2103.7798733264208,2230.9377969503403,2938.9528336290105,2169.9776420593262,2166.3639717102051,0.5,0.5,-54.871902033686638,835.17296030258967,857,49.747289204241497,32,-818.72248077392578,-3.6136703491210938,-5.2887747187924106e-05,0,938,0,0,0,1
204,1,2166.3639717102051,2166.8639717102051,2166.8639717102051,2112.3313373476267,2239.9640139639378,2951.6482394676086,2178.1898384094238,2174.5625190734863,0.5,0.5,-54.532634362578392,839.31690211998193,848,49.479810382855248,32,-822.93821144104004,-3.6273193359375,-2.6279225494363345e-05,0,894,0,0,0,1
205,1,2174.5625190734863,2175.0625190734863,2175.0625190734863,2120.9607254862785,2249.4906969070435,2964.3598908274225,2186.3883476257324,2182.7473564147949,0.5,0.5,-54.101793587207794,843.399165341144,837,49.269253841156569,32,-827.24079704284668,-3.6409912109375,-4.5351777771429624e-05,0,894,0,0,0,1
206,1,2182.7473564147949,2183.2473564147949,2183.2473564147949,2129.1271003261209,2258.1667677760124,2976.6953134380983,2195.0657539367676,2191.4103145599365,0.5,0.5,-54.120256088674068,847.56821311197746,813,48.968081489880205,32,-830.59764099121094,-3.6554393768310547,-4.3218111841270002e-05,0,881,0,0,0,1
207,1,2191.4103145599365,2191.9103145599365,2191.9103145599365,2138.027037024498,2266.7475490868092,2989.9285502394241,2203.7287349700928,2200.0588569641113,0.5,0.5,-53.883277535438538,851.90151321492613,785,48.667198661943075,32,-834.86701393127441,-3.6698780059814453,-5.5569809774169698e-05,0,881,0,0,0,1
208,1,2200.0588569641113,2200.5588569641113,2200.5588569641113,2147.1251180246472,2275.9163494706154,3003.3462034564882,2212.3772850036621,2208.6930313110352,0.5,0.5,-53.433738939464092,856.22108543184095,781,48.380277027520606,32,-839.34919548034668,-3.6842536926269531,-2.9010639082116541e-05,0,841,0,0,0,1
209,1,2208.6930313110352,2209.1930313110352,2209.1930313110352,2155.8684964179993,2285.7350344657898,3016.2796318815754,2221.0114364624023,2217.3127784729004,0.5,0.5,-53.324534893035889,860.4111354635761,773,48.219408722062326,32,-843.48760414123535,-3.6986579895019531,-5.5039336984918918e-05,0,842,0,0,0,1
210,1,2217.3127784729004,2217.8127784729004,2217.8127784729004,2164.4857698380947,2294.4296816289425,3029.2075397503895,2229.6311531066895,2225.9181480407715,0.5,0.5,-53.327008634805679,864.7217699122948,757,47.93325118894154,32,-847.5096378326416,-3.7130050659179688,-4.7885564981697826e-05,0,814,0,0,0,1
211,1,2225.9181480407715,2226.4181480407715,2226.4181480407715,2173.2906952276826,2303.6758264601231,3042.2589467468943,2238.2365531921387,2234.509220123291,0.5,0.5,-53.127452813088894,868.96825151921166,741,47.705822616509067,32,-851.72821617126465,-3.7273330688476562,-4.5499365569412475e-05,0,814,0,0,0,1
212,1,2234.509220123291,2235.009220123291,2235.009220123291,2182.3539398536086,2313.216717928648,3055.5458680394672,2246.8276329040527,2243.0860023498535,0.5,0.5,-52.655280269682407,873.19192818585861,717,47.454856753013246,32,-856.17309188842773,-3.7416305541992188,-3.6443000681174453e-05,0,778,0,0,0,1
213,1,2243.0860023498535,2243.5860023498535,2243.5860023498535,2190.5357694476843,2321.7364115417004,3068.0788729624992,2254.917537689209,2251.1624488830566,0.5,0.5,-53.050232902169228,877.5431035148149,689,47.186261848902177,32,-860.34759712219238,-3.7550888061523438,-2.2749149138689972e-05,0,778,0,0,0,1
214,1,2251.1624488830566,2251.6624488830566,2251.6624488830566,2198.5913605466485,2330.2027006447315,3080.2096420007574,2262.9939765930176,2259.2254314422607,0.5,0.5,-53.071088336408138,881.61828145410891,673,46.945505551732822,32,-864.16117095947266,-3.7685451507568359,-2.95723939416348e-05,0,750,0,0,0,1
215,1,2259.2254314422607,2259.7254314422607,2259.7254314422607,2207.0794251561165,2338.9028818011284,3092.779165409127,2271.0569667816162,2267.2749996185303,0.5,0.5,-52.646006286144257,885.69974025301053,657,46.692117549857358,32,-868.41431617736816,-3.7819671630859375,-2.4459220639982959e-05,0,750,0,0,0,1
216,1,2267.2749996185303,2267.7749996185303,2267.7749996185303,2215.4502806589007,2347.4573235213757,3105.2593803232403,2279.1065349578857,2275.3111362457275,0.5,0.5,-52.324718959629536,889.80909966433956,641,46.406209963014589,32,-872.55905532836914,-3.7953987121582031,-5.1234181228210218e-05,0,702,0,0,0,1
217,1,2275.3111362457275,2275.8111362457275,2275.8111362457275,2223.4643735960126,2355.7894867658615,3117.3067542039771,2287.1426792144775,2283.3339099884033,0.5,0.5,-52.346762649714947,893.84238060796451,617,46.192101386843206,32,-876.35617637634277,-3.8087692260742188,-3.9328552702500019e-05,0,701,0,0,0,1
218,1,2283.3339099884033,2283.8339099884033,2283.8339099884033,2231.465101107955,2364.2001744508743,3129.3565384616695,2295.1654224395752,2291.3432960510254,0.5,0.5,-52.368808880448341,897.89143735371454,585,45.957140279785563,32,-880.14825630187988,-3.8221263885498047,-3.6387935779202962e-05,0,674,0,0,0,1
219,1,2291.3432960510254,2291.8432960510254,2291.8432960510254,2239.8954678103328,2372.566615998745,3141.8360905190207,2303.1748924255371,2299.3394203186035,0.5,0.5,-51.947828240692616,901.9406227086879,573,45.715920970847492,32,-884.37711906433105,-3.8354721069335938,-4.4106869154347805e-05,0,674,0,0,0,1
220,1,2299.3394203186035,2299.8394203186035,2299.8394203186035,2248.2074847891927,2381.2746179401875,3154.2063125842801,2311.170970916748,2307.3222026824951,0.5,0.5,-51.631935529410839,905.99882779508744,559,45.461093497873208,32,-888.49643516540527,-3.8487682342529297,-2.4535309421480633e-05,0,618,0,0,0,1
221,1,2307.3222026824951,2307.8222026824951,2307.8222026824951,2256.1670994013548,2389.2710373401642,3166.19079092727,2319.1537990570068,2315.2917041778564,0.5,0.5,-51.655103281140327,910.02369152591518,529,45.234969341895066,32,-892.2719612121582,-3.8620948791503906,-5.7546852531231707e-05,0,618,0,0,0,1
222,1,2315.2917041778564,2315.7917041778564,2315.7917041778564,2264.1134305894375,2397.622594833374,3178.158099357468,2327.1232852935791,2323.2479629516602,0.5,0.5,-51.678273588418961,914.04466876803053,505,45.007975395339599,32,-896.04278945922852,-3.8753223419189453,-1.3594255506177433e-05,0,590,0,0,0,1
223,1,2323.2479629516602,2323.7479629516602,2323.7479629516602,2272.4398499503732,2405.458373889327,3190.5868969575877,2335.0795211791992,2331.1909332275391,0.5,0.5,-51.308113001286983,918.1470470072145,501,44.693683563042214,32,-900.20105934143066,-3.8885879516601562,-2.9854156764486106e-05,0,590,0,0,0,1
224,1,2331.1909332275391,2331.6909332275391,2331.6909332275391,2280.7420052736998,2413.9546344876289,3202.9216842674095,2343.0224914550781,2339.120662689209,0.5,0.5,-50.948927953839302,922.17967899370979,485,44.444278714768188,32,-904.34347152709961,-3.9018287658691406,-4.3409463614807464e-05,0,538,0,0,0,1
225,1,2339.120662689209,2339.620662689209,2339.620662689209,2288.6473951935768,2421.7843426167965,3214.8018922699812,2350.9522514343262,2347.0372352600098,0.5,0.5,-50.973267495632172,926.15449707640437,469,44.248057376014913,32,-908.09769821166992,-3.9150161743164062,-2.5557832941558445e-05,0,538,0,0,0,1
226,1,2347.0372352600098,2347.5372352600098,2347.5372352600098,2296.5396371111274,2429.9207271635532,3226.6737200825719,2358.3762245178223,2354.4488410949707,0.5,0.5,-50.997598148882389,930.13408297144451,457,44.04226998395643,32,-912.33976554870605,-3.9273834228515625,-2.9822415399394231e-05,0,506,0,0,0,1
227,1,2354.4488410949707,2354.9488410949707,2354.9488410949707,2304.2470524758101,2438.0791917741299,3238.2087485859365,2365.7878532409668,2361.8481216430664,0.5,0.5,-50.701788619160652,933.96169611012647,445,43.813384287598637,32,-916.23427963256836,-3.9397315979003906,-3.5570310956245521e-05,0,506,0,0,0,1
228,1,2361.8481216430664,2362.3481216430664,2362.3481216430664,2311.7141202837229,2445.970988124609,3249.4811125836186,2373.1871185302734,2369.2350463867188,0.5,0.5,-50.634001359343529,937.76699229989572,437,43.601204768676325,32,-919.89519882202148,-3.9520721435546875,-5.4277374601952033e-05,0,486,0,0,0,1
229,1,2369.2350463867188,2369.7350463867188,2369.7350463867188,2319.2224700823426,2452.8519864976406,3260.8843698190858,2380.5740356445312,2376.6096668243408,0.5,0.5,-50.512576304376125,941.66189973674318,425,43.294207604009898,32,-923.60454177856445,-3.9643688201904297,-4.9678571485856082e-05,0,486,0,0,0,1
230,1,2376.6096668243408,2377.1096668243408,2377.1096668243408,2326.7160258293152,2460.134541451931,3272.2163916082109,2387.9486789703369,2383.9720230102539,0.5,0.5,-50.393640995025635,945.50036577889568,421,43.038628533390693,32,-927.30634117126465,-3.9766559600830078,-5.5982305639190599e-05,0,466,0,0,0,1
231,1,2383.9720230102539,2384.4720230102539,2384.4720230102539,2334.3709178194404,2467.8818621635437,3283.7160188636626,2395.3110656738281,2391.3221797943115,0.5,0.5,-50.101105190813541,949.34510104422225,405,42.772109798446763,32,-931.17706298828125,-3.9888858795166016,-2.5476269456703449e-05,0,466,0,0,0,1
232,1,2391.3221797943115,2391.8221797943115,2391.8221797943115,2341.7928207963705,2475.4462578594685,3294.9341882790523,2402.6611843109131,2398.6600475311279,0.5,0.5,-50.029358997941017,953.14136748268174,389,42.588934508423336,32,-934.8619384765625,-4.0011367797851562,-3.6380818528414238e-05,0,452,0,0,0,1
233,1,2398.6600475311279,2399.1600475311279,2399.1600475311279,2349.5914835780859,2484.3525306582451,3306.3524598998456,2410.4858913421631,2406.4717273712158,0.5,0.5,-49.56856395304203,956.7609763217597,385,42.46396542364073,32,-938.33053398132324,-4.0141639709472656,-3.3254335903620813e-05,0,452,0,0,0,1
234,1,2406.4717273712158,2406.9717273712158,2406.9717273712158,2357.6958326548338,2492.8935195803642,3318.3982843503391,2418.297571182251,2414.2704010009766,0.5,0.5,-49.275894716382027,960.70245169550526,373,42.254999722536922,32,-942.355712890625,-4.0271701812744141,-3.0840922136121662e-05,0,422,0,0,0,1
235,1,2414.2704010009766,2414.7704010009766,2414.7704010009766,2365.8027826920152,2501.5244157314301,3330.4156180586656,2426.0962295532227,2422.0560741424561,0.5,0.5,-48.967618308961391,964.61283536665042,373,42.072655561939882,32,-946.39204406738281,-4.0401554107666016,-2.913104799517896e-05,0,422,0,0,0,1
236,1,2422.0560741424561,2422.5560741424561,2422.5560741424561,2373.6698352694511,2509.4497040510178,3342.2310139387373,2433.8819332122803,2429.828784942627,0.5,0.5,-48.886238873004913,968.56117866928616,373,41.846927955793944,32,-950.19600868225098,-4.0531482696533203,-5.6623771797603695e-05,0,406,0,0,0,1
237,1,2429.828784942627,2430.328784942627,2430.328784942627,2381.413496978581,2517.5888803005219,3353.8903376571893,2441.6546516418457,2437.5885791778564,0.5,0.5,-48.915287964046001,972.47684067860837,365,41.649689961218883,32,-953.8853759765625,-4.0660724639892578,-3.7075973523315042e-05,0,406,0,0,0,1
238,1,2437.5885791778564,2438.0885791778564,2438.0885791778564,2389.2267266511917,2525.8112326562405,3365.5827112646493,2449.4144306182861,2445.3354339599609,0.5,0.5,-48.861852526664734,976.35598461345762,353,41.482748940428792,32,-957.65102958679199,-4.0789966583251953,-3.9075967379176291e-05,0,406,0,0,0,1
239,1,2445.3354339599609,2445.8354339599609,2445.8354339599609,2397.5125756561756,2534.5688596963882,3377.7887360529699,2457.1612854003906,2453.0693759918213,0.5,0.5,-48.322858303785324,980.27616039679424,353,41.269762329598507,32,-961.89721298217773,-4.0919094085693359,-5.1154256652807817e-05,0,406,0,0,0,1
240,1,2453.0693759918213,2453.5693759918213,2453.5693759918213,2405.3260862529278,2542.5140033960342,3389.4980539180251,2464.895227432251,2460.7904434204102,0.5,0.5,-48.243289738893509,984.17196766509733,353,41.064554800846963,32,-965.66738128662109,-4.1047840118408203,-4.6588899294874864e-05,0,385,0,0,0,1
241,0,2460.7904434204102,2460.7904434204102,2460.7904434204102,2412.4544784501195,2549.7056793272495,3400.357712855845,2471.6163177490234,2467.5003299713135,0,0,-48.335964970290661,987.90323440572547,353,40.847107777089604,32,-969.58850288391113,-4.1159877777099609,-5.7866487622959539e-05,0,386,0,0,0,1
242,0,2467.5003299713135,2467.5003299713135,2467.5003299713135,2419.0153841599822,2556.701470553875,3410.4763921263993,2477.8270282745361,2473.7007083892822,0,0,-48.484945811331272,991.46100796641713,353,40.6296888825118,32,-973.279052734375,-4.1263198852539062,-4.7410325350938365e-05,0,386,0,0,0,1
243,0,2473.7007083892822,2473.7007083892822,2473.7007083892822,2425.6760683134198,2563.7993574142456,3420.5321255787203,2483.5290622711182,2479.3932723999023,0,0,-48.024640075862408,994.85605726530048,353,40.412748231094156,32,-977.41581153869629,-4.1357898712158203,-2.1920751805737382e-05,0,386,0,0,0,1
244,0,2479.3932723999023,2479.3932723999023,2479.3932723999023,2431.638122394681,2570.21677967906,3429.665680498807,2488.72412109375,2484.5796585083008,0,0,-47.755150005221367,998.027558104126,353,40.214322476656889,32,-981.15588188171387,-4.1444625854492188,-4.3414387164375512e-05,0,386,0,0,0,1
245,0,2484.5796585083008,2484.5796585083008,2484.5796585083008,2436.8884590491652,2575.7350110113621,3437.9508416549602,2493.4138488769531,2489.2615661621094,0,0,-47.691199459135532,1001.0623826057949,353,39.676800022896259,32,-984.21379280090332,-4.15228271484375,-5.3840180044062436e-05,0,386,0,0,0,1
246,0,2489.2615661621094,2489.2615661621094,2489.2615661621094,2441.1731613650918,2579.7081423699856,3444.9720334865333,2497.5999145507812,2493.4406852722168,0,0,-48.088404797017574,1003.7988721214415,353,39.703366293740146,32,-987.07548522949219,-4.1592292785644531,-2.9438061574182939e-05,0,386,0,0,0,1
247,0,2493.4406852722168,2493.4406852722168,2493.4406852722168,2445.7401523143053,2584.7297585308552,3452.2053746266838,2501.2839775085449,2497.1186466217041,0,0,-47.700532957911491,1006.4652223123785,353,39.702166648340608,32,-990.62356376647949,-4.1653308868408203,3.9450897020287812e-06,0,386,0,0,0,1
248,0,2497.1186466217041,2497.1186466217041,2497.1186466217041,2449.2930373027921,2588.3008961677551,3458.4747989930702,2504.467737197876,2500.2970676422119,0,0,-47.825609318912029,1009.1817616902781,353,39.293444796602671,32,-993.30050659179688,-4.1706695556640625,-3.2876661862246692e-05,0,386,0,0,0,1
249,0,2500.2970676422119,2500.2970676422119,2500.2970676422119,2452.2227353826165,2590.9580460786819,3463.8519422382028,2507.1527729034424,2502.977653503418,0,0,-48.074332259595394,1011.6292068555863,353,38.85881215632844,32,-995.55798149108887,-4.1751194000244141,-1.1388358871045057e-05,0,386,0,0,0,1
250,0,2502.977653503418,2502.977653503418,2502.977653503418,2455.0063576251268,2593.8574390113354,3468.7347331147821,2509.3408126831055,2505.162015914917,0,0,-47.97129587829113,1013.7283754896553,353,38.581089486536257,32,-997.97500991821289,-4.1787967681884766,-4.5060570300847758e-05,0,386,0,0,0,1
251,0,2505.162015914917,2505.162015914917,2505.162015914917,2456.9558699131012,2595.8326915204525,3472.6573474367165,2510.5417079925537,2506.3608722686768,0,0,-48.206146001815796,1015.7014775236153,353,38.276765112111661,32,-1000.3924045562744,-4.1808357238769531,-8.4190925463190069e-05,0,386,0,0,0,1
252,0,2506.3608722686768,2506.3608722686768,2506.3608722686768,2458.1440154835582,2596.5455711483955,3475.4870557742593,2510.7587299346924,2506.5776195526123,0,0,-48.21685678511858,1017.3430402907011,353,38.177250866365739,32,-1002.9055767059326,-4.1811103820800781,2.5528806872898713e-06,0,386,0,0,0,1
253,0,2506.5776195526123,2506.5776195526123,2506.5776195526123,2458.3515782654285,2596.9905804991722,3477.0322849269328,2509.995267868042,2505.8153762817383,0,0,-48.226041287183762,1018.6807066615042,353,37.898815918404125,32,-1004.9358329772949,-4.1798915863037109,-5.0028430905513233e-05,0,386,0,0,0,1
254,0,2505.8153762817383,2505.8153762817383,2505.8153762817383,2457.0684531480074,2597.2032605707645,3476.6583990529789,2508.2544555664062,2504.0774326324463,0,0,-48.746923133730888,1019.5899459049715,353,37.727005533813099,32,-1006.1309490203857,-4.1770229339599609,-8.0313664966524811e-05,0,386,0,0,0,1
255,0,2504.0774326324463,2504.0774326324463,2504.0774326324463,2455.122261621058,2594.3258791863918,3475.3994447000068,2505.5395832061768,2501.3670539855957,0,0,-48.955171011388302,1020.2771830789488,353,37.510736345525402,32,-1007.3705978393555,-4.1725292205810547,-0.00010761929297586903,0,386,0,0,0,1
256,0,2501.3670539855957,2501.3670539855957,2501.3670539855957,2452.4957509338856,2591.7259026765823,3473.1179876227361,2501.8538932800293,2497.6874828338623,0,0,-48.871303051710129,1020.6222366888505,353,37.097508440496313,32,-1008.3616027832031,-4.1664104461669922,-0.00012654566307901405,0,386,0,0,0,1
